job_id,customer_id,visit_date,visit_status,customer_feedback
JOB00052261,CUST00056157,2026-07-11,Parts Required,Average
JOB00052262,CUST00056158,2026-07-14,Parts Required,Poor
JOB00052263,CUST00056159,2026-07-12,Parts Required,Average
JOB00052264,CUST00056160,2026-07-09,Parts Required,Good
JOB00052265,CUST00056161,2026-07-13,Parts Required,Poor
JOB00052266,CUST00056162,2026-07-14,Completed,Poor
JOB00052267,CUST00056163,2026-07-11,Parts Required,Poor
JOB00052268,CUST00056164,2026-07-12,Completed,Poor
JOB00052269,CUST00056165,2026-07-11,Completed,Poor
JOB00052270,CUST00056166,2026-07-12,Parts Required,Average
JOB00052271,CUST00056167,2026-07-11,Parts Required,Good
JOB00052272,CUST00056168,2026-07-13,Parts Required,Average
JOB00052273,CUST00056169,2026-07-09,Parts Required,Average
JOB00052274,CUST00056170,2026-07-11,Completed,Good
JOB00052275,CUST00056171,2026-07-12,Completed,Good
JOB00052276,CUST00056172,2026-07-10,Parts Required,Good
JOB00052277,CUST00056173,2026-07-10,Parts Required,Average
JOB00052278,CUST00056174,2026-07-11,Completed,Poor
JOB00052279,CUST00056175,2026-07-13,Parts Required,Average
JOB00052280,CUST00056176,2026-07-12,Parts Required,Poor
JOB00052281,CUST00056177,2026-07-14,Parts Required,Good
JOB00052282,CUST00056178,2026-07-10,Parts Required,Average
JOB00052283,CUST00056179,2026-07-13,Parts Required,Good
JOB00052284,CUST00056180,2026-07-09,Completed,Good
JOB00052285,CUST00056181,2026-07-12,Parts Required,Poor
JOB00052286,CUST00056182,2026-07-13,Parts Required,Poor
JOB00052287,CUST00056183,2026-07-14,Completed,Poor
JOB00052288,CUST00056184,2026-07-13,Parts Required,Poor
JOB00052289,CUST00056185,2026-07-09,Parts Required,Good
JOB00052290,CUST00056186,2026-07-14,Completed,Good
JOB00052291,CUST00056187,2026-07-15,Parts Required,Good
JOB00052292,CUST00056188,2026-07-11,Parts Required,Poor
JOB00052293,CUST00056189,2026-07-12,Completed,Average
JOB00052294,CUST00056190,2026-07-12,Parts Required,Average
JOB00052295,CUST00056191,2026-07-10,Completed,Good
JOB00052296,CUST00056192,2026-07-09,Parts Required,Average
JOB00052297,CUST00056193,2026-07-15,Parts Required,Good
JOB00052298,CUST00056194,2026-07-10,Completed,Poor
JOB00052299,CUST00056195,2026-07-10,Completed,Poor
JOB00052300,CUST00056196,2026-07-09,Parts Required,Poor
JOB00052301,CUST00056197,2026-07-14,Completed,Average
JOB00052302,CUST00056198,2026-07-14,Completed,Average
JOB00052303,CUST00056199,2026-07-15,Parts Required,Poor
JOB00052304,CUST00056200,2026-07-13,Parts Required,Poor
JOB00052305,CUST00056201,2026-07-09,Parts Required,Average
JOB00052306,CUST00056202,2026-07-14,Parts Required,Poor
JOB00052307,CUST00056203,2026-07-14,Parts Required,Good
JOB00052308,CUST00056204,2026-07-11,Completed,Poor
JOB00052309,CUST00056205,2026-07-10,Completed,Average
JOB00052310,CUST00056206,2026-07-12,Completed,Poor
JOB00052311,CUST00056207,2026-07-15,Parts Required,Good
JOB00052312,CUST00056208,2026-07-11,Completed,Good
JOB00052313,CUST00056209,2026-07-12,Completed,Average
JOB00052314,CUST00056210,2026-07-11,Parts Required,Average
JOB00052315,CUST00056211,2026-07-14,Parts Required,Average
JOB00052316,CUST00056212,2026-07-10,Completed,Good
JOB00052317,CUST00056213,2026-07-15,Completed,Poor
JOB00052318,CUST00056214,2026-07-15,Completed,Poor
JOB00052319,CUST00056215,2026-07-15,Parts Required,Good
JOB00052320,CUST00056216,2026-07-13,Completed,Average
JOB00052321,CUST00056217,2026-07-15,Parts Required,Poor
JOB00052322,CUST00056218,2026-07-15,Parts Required,Good
JOB00052323,CUST00056219,2026-07-10,Completed,Good
JOB00052324,CUST00056220,2026-07-14,Parts Required,Good
JOB00052325,CUST00056221,2026-07-13,Parts Required,Average
JOB00052326,CUST00056222,2026-07-10,Parts Required,Good
JOB00052327,CUST00056223,2026-07-09,Completed,Poor
JOB00052328,CUST00056224,2026-07-10,Parts Required,Poor
JOB00052329,CUST00056225,2026-07-09,Completed,Poor
JOB00052330,CUST00056226,2026-07-15,Parts Required,Poor
JOB00052331,CUST00056227,2026-07-10,Parts Required,Good
JOB00052332,CUST00056228,2026-07-12,Parts Required,Average
JOB00052333,CUST00056229,2026-07-10,Completed,Average
JOB00052334,CUST00056230,2026-07-10,Completed,Poor
JOB00052335,CUST00056231,2026-07-09,Completed,Good
JOB00052336,CUST00056232,2026-07-14,Parts Required,Good
JOB00052337,CUST00056233,2026-07-14,Parts Required,Poor
JOB00052338,CUST00056234,2026-07-11,Parts Required,Average
JOB00052339,CUST00056235,2026-07-11,Parts Required,Average
JOB00052340,CUST00056236,2026-07-12,Completed,Good
JOB00052341,CUST00056237,2026-07-11,Completed,Good
JOB00052342,CUST00056238,2026-07-12,Completed,Good
JOB00052343,CUST00056239,2026-07-14,Parts Required,Average
JOB00052344,CUST00056240,2026-07-12,Parts Required,Poor
JOB00052345,CUST00056241,2026-07-09,Completed,Average
JOB00052346,CUST00056242,2026-07-14,Parts Required,Poor
JOB00052347,CUST00056243,2026-07-11,Parts Required,Poor
JOB00052348,CUST00056244,2026-07-10,Parts Required,Good
JOB00052349,CUST00056245,2026-07-10,Completed,Good
JOB00052350,CUST00056246,2026-07-12,Parts Required,Poor
JOB00052351,CUST00056247,2026-07-09,Parts Required,Average
JOB00052352,CUST00056248,2026-07-15,Completed,Good
JOB00052353,CUST00056249,2026-07-14,Parts Required,Poor
JOB00052354,CUST00056250,2026-07-13,Completed,Good
JOB00052355,CUST00056251,2026-07-09,Completed,Average
JOB00052356,CUST00056252,2026-07-09,Parts Required,Poor
JOB00052357,CUST00056253,2026-07-14,Parts Required,Poor
JOB00052358,CUST00056254,2026-07-15,Parts Required,Poor
JOB00052359,CUST00056255,2026-07-15,Completed,Poor
JOB00052360,CUST00056256,2026-07-11,Parts Required,Good
JOB00052361,CUST00056257,2026-07-12,Completed,Good
JOB00052362,CUST00056258,2026-07-12,Parts Required,Average
JOB00052363,CUST00056259,2026-07-09,Completed,Poor
JOB00052364,CUST00056260,2026-07-14,Completed,Good
JOB00052365,CUST00056261,2026-07-14,Parts Required,Poor
JOB00052366,CUST00056262,2026-07-10,Parts Required,Good
JOB00052367,CUST00056263,2026-07-13,Parts Required,Poor
JOB00052368,CUST00056264,2026-07-12,Parts Required,Poor
JOB00052369,CUST00056265,2026-07-10,Parts Required,Good
JOB00052370,CUST00056266,2026-07-12,Completed,Good
JOB00052371,CUST00056267,2026-07-15,Parts Required,Good
JOB00052372,CUST00056268,2026-07-09,Parts Required,Average
JOB00052373,CUST00056269,2026-07-11,Completed,Average
JOB00052374,CUST00056270,2026-07-14,Completed,Good
JOB00052375,CUST00056271,2026-07-09,Completed,Good
JOB00052376,CUST00056272,2026-07-15,Parts Required,Good
JOB00052377,CUST00056273,2026-07-10,Completed,Poor
JOB00052378,CUST00056274,2026-07-13,Completed,Poor
JOB00052379,CUST00056275,2026-07-12,Completed,Good
JOB00052380,CUST00056276,2026-07-15,Completed,Good
JOB00052381,CUST00056277,2026-07-12,Parts Required,Good
JOB00052382,CUST00056278,2026-07-12,Parts Required,Good
JOB00052383,CUST00056279,2026-07-12,Completed,Average
JOB00052384,CUST00056280,2026-07-10,Parts Required,Good
JOB00052385,CUST00056281,2026-07-15,Completed,Average
JOB00052386,CUST00056282,2026-07-11,Parts Required,Poor
JOB00052387,CUST00056283,2026-07-10,Parts Required,Poor
JOB00052388,CUST00056284,2026-07-09,Completed,Good
JOB00052389,CUST00056285,2026-07-15,Completed,Average
JOB00052390,CUST00056286,2026-07-09,Completed,Good
JOB00052391,CUST00056287,2026-07-15,Parts Required,Poor
JOB00052392,CUST00056288,2026-07-13,Completed,Average
JOB00052393,CUST00056289,2026-07-15,Completed,Good
JOB00052394,CUST00056290,2026-07-09,Completed,Poor
JOB00052395,CUST00056291,2026-07-13,Completed,Poor
JOB00052396,CUST00056292,2026-07-12,Completed,Good
JOB00052397,CUST00056293,2026-07-11,Parts Required,Average
JOB00052398,CUST00056294,2026-07-10,Completed,Good
JOB00052399,CUST00056295,2026-07-14,Completed,Average
JOB00052400,CUST00056296,2026-07-14,Completed,Poor
JOB00052401,CUST00056297,2026-07-13,Parts Required,Good
JOB00052402,CUST00056298,2026-07-13,Parts Required,Good
JOB00052403,CUST00056299,2026-07-09,Completed,Average
JOB00052404,CUST00056300,2026-07-11,Parts Required,Average
JOB00052405,CUST00056301,2026-07-13,Completed,Average
JOB00052406,CUST00056302,2026-07-14,Completed,Poor
JOB00052407,CUST00056303,2026-07-11,Parts Required,Average
JOB00052408,CUST00056304,2026-07-14,Completed,Good
JOB00052409,CUST00056305,2026-07-13,Completed,Poor
JOB00052410,CUST00056306,2026-07-09,Completed,Good
JOB00052411,CUST00056307,2026-07-13,Completed,Average
JOB00052412,CUST00056308,2026-07-12,Parts Required,Good
JOB00052413,CUST00056309,2026-07-12,Completed,Poor
JOB00052414,CUST00056310,2026-07-11,Completed,Poor
JOB00052415,CUST00056311,2026-07-11,Completed,Average
JOB00052416,CUST00056312,2026-07-09,Parts Required,Poor
JOB00052417,CUST00056313,2026-07-09,Parts Required,Good
JOB00052418,CUST00056314,2026-07-13,Parts Required,Average
JOB00052419,CUST00056315,2026-07-10,Parts Required,Poor
JOB00052420,CUST00056316,2026-07-14,Completed,Average
JOB00052421,CUST00056317,2026-07-11,Completed,Poor
JOB00052422,CUST00056318,2026-07-14,Completed,Average
JOB00052423,CUST00056319,2026-07-10,Completed,Average
JOB00052424,CUST00056320,2026-07-09,Completed,Poor
JOB00052425,CUST00056321,2026-07-14,Completed,Good
JOB00052426,CUST00056322,2026-07-13,Completed,Average
JOB00052427,CUST00056323,2026-07-15,Completed,Average
JOB00052428,CUST00056324,2026-07-14,Completed,Poor
JOB00052429,CUST00056325,2026-07-12,Completed,Average
JOB00052430,CUST00056326,2026-07-13,Completed,Average
JOB00052431,CUST00056327,2026-07-09,Completed,Average
JOB00052432,CUST00056328,2026-07-14,Completed,Good
JOB00052433,CUST00056329,2026-07-11,Parts Required,Good
JOB00052434,CUST00056330,2026-07-15,Parts Required,Good
JOB00052435,CUST00056331,2026-07-15,Completed,Good
JOB00052436,CUST00056332,2026-07-10,Completed,Average
JOB00052437,CUST00056333,2026-07-14,Completed,Average
JOB00052438,CUST00056334,2026-07-12,Completed,Poor
JOB00052439,CUST00056335,2026-07-11,Completed,Average
JOB00052440,CUST00056336,2026-07-11,Parts Required,Poor
JOB00052441,CUST00056337,2026-07-09,Parts Required,Average
JOB00052442,CUST00056338,2026-07-13,Completed,Good
JOB00052443,CUST00056339,2026-07-09,Completed,Poor
JOB00052444,CUST00056340,2026-07-11,Parts Required,Good
JOB00052445,CUST00056341,2026-07-11,Completed,Good
JOB00052446,CUST00056342,2026-07-14,Completed,Poor
JOB00052447,CUST00056343,2026-07-15,Parts Required,Poor
JOB00052448,CUST00056344,2026-07-13,Completed,Good
JOB00052449,CUST00056345,2026-07-11,Parts Required,Good
JOB00052450,CUST00056346,2026-07-14,Parts Required,Poor
JOB00052451,CUST00056347,2026-07-11,Parts Required,Average
JOB00052452,CUST00056348,2026-07-09,Completed,Average
JOB00052453,CUST00056349,2026-07-12,Completed,Good
JOB00052454,CUST00056350,2026-07-11,Parts Required,Poor
JOB00052455,CUST00056351,2026-07-15,Completed,Good
JOB00052456,CUST00056352,2026-07-11,Completed,Good
JOB00052457,CUST00056353,2026-07-11,Parts Required,Good
JOB00052458,CUST00056354,2026-07-09,Completed,Average
JOB00052459,CUST00056355,2026-07-13,Parts Required,Average
JOB00052460,CUST00056356,2026-07-10,Parts Required,Good
JOB00052461,CUST00056357,2026-07-10,Completed,Poor
JOB00052462,CUST00056358,2026-07-12,Completed,Average
JOB00052463,CUST00056359,2026-07-09,Parts Required,Average
JOB00052464,CUST00056360,2026-07-12,Parts Required,Average
JOB00052465,CUST00056361,2026-07-15,Completed,Average
JOB00052466,CUST00056362,2026-07-14,Parts Required,Average
JOB00052467,CUST00056363,2026-07-12,Parts Required,Average
JOB00052468,CUST00056364,2026-07-11,Completed,Average
JOB00052469,CUST00056365,2026-07-10,Parts Required,Average
JOB00052470,CUST00056366,2026-07-11,Parts Required,Good
JOB00052471,CUST00056367,2026-07-14,Parts Required,Good
JOB00052472,CUST00056368,2026-07-15,Parts Required,Good
JOB00052473,CUST00056369,2026-07-11,Parts Required,Good
JOB00052474,CUST00056370,2026-07-11,Completed,Average
JOB00052475,CUST00056371,2026-07-12,Completed,Poor
JOB00052476,CUST00056372,2026-07-11,Parts Required,Poor
JOB00052477,CUST00056373,2026-07-11,Parts Required,Good
JOB00052478,CUST00056374,2026-07-10,Parts Required,Good
JOB00052479,CUST00056375,2026-07-13,Parts Required,Good
JOB00052480,CUST00056376,2026-07-10,Completed,Average
JOB00052481,CUST00056377,2026-07-14,Parts Required,Poor
JOB00052482,CUST00056378,2026-07-09,Parts Required,Poor
JOB00052483,CUST00056379,2026-07-10,Parts Required,Good
JOB00052484,CUST00056380,2026-07-11,Completed,Average
JOB00052485,CUST00056381,2026-07-10,Parts Required,Average
JOB00052486,CUST00056382,2026-07-12,Completed,Poor
JOB00052487,CUST00056383,2026-07-09,Parts Required,Poor
JOB00052488,CUST00056384,2026-07-14,Completed,Average
JOB00052489,CUST00056385,2026-07-10,Completed,Poor
JOB00052490,CUST00056386,2026-07-14,Parts Required,Poor
JOB00052491,CUST00056387,2026-07-14,Completed,Average
JOB00052492,CUST00056388,2026-07-10,Completed,Average
JOB00052493,CUST00056389,2026-07-13,Parts Required,Poor
JOB00052494,CUST00056390,2026-07-13,Completed,Average
JOB00052495,CUST00056391,2026-07-15,Completed,Good
JOB00052496,CUST00056392,2026-07-12,Parts Required,Average
JOB00052497,CUST00056393,2026-07-10,Parts Required,Poor
JOB00052498,CUST00056394,2026-07-14,Completed,Good
JOB00052499,CUST00056395,2026-07-11,Completed,Good
JOB00052500,CUST00056396,2026-07-13,Completed,Good
JOB00052501,CUST00056397,2026-07-10,Parts Required,Average
JOB00052502,CUST00056398,2026-07-14,Parts Required,Good
JOB00052503,CUST00056399,2026-07-15,Parts Required,Average
JOB00052504,CUST00056400,2026-07-10,Completed,Good
JOB00052505,CUST00056401,2026-07-09,Completed,Good
JOB00052506,CUST00056402,2026-07-14,Completed,Good
JOB00052507,CUST00056403,2026-07-12,Completed,Average
JOB00052508,CUST00056404,2026-07-15,Completed,Poor
JOB00052509,CUST00056405,2026-07-13,Parts Required,Good
JOB00052510,CUST00056406,2026-07-12,Completed,Poor
JOB00052511,CUST00056407,2026-07-10,Completed,Good
JOB00052512,CUST00056408,2026-07-12,Completed,Poor
JOB00052513,CUST00056409,2026-07-13,Completed,Average
JOB00052514,CUST00056410,2026-07-14,Parts Required,Good
JOB00052515,CUST00056411,2026-07-09,Parts Required,Good
JOB00052516,CUST00056412,2026-07-14,Completed,Poor
JOB00052517,CUST00056413,2026-07-14,Completed,Poor
JOB00052518,CUST00056414,2026-07-14,Parts Required,Good
JOB00052519,CUST00056415,2026-07-13,Completed,Good
JOB00052520,CUST00056416,2026-07-12,Completed,Average
JOB00052521,CUST00056417,2026-07-14,Parts Required,Average
JOB00052522,CUST00056418,2026-07-15,Completed,Poor
JOB00052523,CUST00056419,2026-07-14,Parts Required,Good
JOB00052524,CUST00056420,2026-07-10,Completed,Average
JOB00052525,CUST00056421,2026-07-14,Parts Required,Average
JOB00052526,CUST00056422,2026-07-15,Completed,Average
JOB00052527,CUST00056423,2026-07-10,Completed,Poor
JOB00052528,CUST00056424,2026-07-11,Completed,Average
JOB00052529,CUST00056425,2026-07-11,Completed,Poor
JOB00052530,CUST00056426,2026-07-15,Completed,Good
JOB00052531,CUST00056427,2026-07-13,Parts Required,Good
JOB00052532,CUST00056428,2026-07-09,Completed,Good
JOB00052533,CUST00056429,2026-07-13,Completed,Poor
JOB00052534,CUST00056430,2026-07-15,Parts Required,Poor
JOB00052535,CUST00056431,2026-07-09,Completed,Average
JOB00052536,CUST00056432,2026-07-10,Parts Required,Average
JOB00052537,CUST00056433,2026-07-12,Parts Required,Poor
JOB00052538,CUST00056434,2026-07-13,Parts Required,Poor
JOB00052539,CUST00056435,2026-07-09,Completed,Average
JOB00052540,CUST00056436,2026-07-10,Parts Required,Average
JOB00052541,CUST00056437,2026-07-14,Completed,Poor
JOB00052542,CUST00056438,2026-07-14,Parts Required,Poor
JOB00052543,CUST00056439,2026-07-11,Parts Required,Poor
JOB00052544,CUST00056440,2026-07-15,Parts Required,Average
JOB00052545,CUST00056441,2026-07-15,Completed,Good
JOB00052546,CUST00056442,2026-07-14,Completed,Poor
JOB00052547,CUST00056443,2026-07-15,Parts Required,Poor
JOB00052548,CUST00056444,2026-07-14,Completed,Average
JOB00052549,CUST00056445,2026-07-11,Completed,Average
JOB00052550,CUST00056446,2026-07-11,Completed,Good
JOB00052551,CUST00056447,2026-07-11,Completed,Average
JOB00052552,CUST00056448,2026-07-09,Completed,Poor
JOB00052553,CUST00056449,2026-07-12,Parts Required,Good
JOB00052554,CUST00056450,2026-07-12,Parts Required,Good
JOB00052555,CUST00056451,2026-07-09,Completed,Average
JOB00052556,CUST00056452,2026-07-11,Completed,Poor
JOB00052557,CUST00056453,2026-07-11,Completed,Average
JOB00052558,CUST00056454,2026-07-15,Completed,Good
JOB00052559,CUST00056455,2026-07-15,Parts Required,Poor
JOB00052560,CUST00056456,2026-07-10,Parts Required,Poor
JOB00052561,CUST00056457,2026-07-13,Parts Required,Good
JOB00052562,CUST00056458,2026-07-12,Completed,Good
JOB00052563,CUST00056459,2026-07-15,Completed,Poor
JOB00052564,CUST00056460,2026-07-15,Completed,Good
JOB00052565,CUST00056461,2026-07-09,Completed,Average
JOB00052566,CUST00056462,2026-07-12,Completed,Average
JOB00052567,CUST00056463,2026-07-15,Parts Required,Average
JOB00052568,CUST00056464,2026-07-12,Parts Required,Good
JOB00052569,CUST00056465,2026-07-10,Completed,Average
JOB00052570,CUST00056466,2026-07-13,Parts Required,Poor
JOB00052571,CUST00056467,2026-07-13,Completed,Average
JOB00052572,CUST00056468,2026-07-12,Parts Required,Poor
JOB00052573,CUST00056469,2026-07-13,Parts Required,Poor
JOB00052574,CUST00056470,2026-07-09,Completed,Poor
JOB00052575,CUST00056471,2026-07-13,Completed,Poor
JOB00052576,CUST00056472,2026-07-09,Parts Required,Poor
JOB00052577,CUST00056473,2026-07-13,Completed,Good
JOB00052578,CUST00056474,2026-07-12,Parts Required,Poor
JOB00052579,CUST00056475,2026-07-13,Parts Required,Poor
JOB00052580,CUST00056476,2026-07-15,Completed,Average
JOB00052581,CUST00056477,2026-07-09,Parts Required,Poor
JOB00052582,CUST00056478,2026-07-15,Completed,Poor
JOB00052583,CUST00056479,2026-07-11,Completed,Good
JOB00052584,CUST00056480,2026-07-10,Parts Required,Poor
JOB00052585,CUST00056481,2026-07-15,Completed,Average
JOB00052586,CUST00056482,2026-07-12,Completed,Poor
JOB00052587,CUST00056483,2026-07-09,Parts Required,Poor
JOB00052588,CUST00056484,2026-07-12,Parts Required,Average
JOB00052589,CUST00056485,2026-07-11,Completed,Average
JOB00052590,CUST00056486,2026-07-09,Completed,Average
JOB00052591,CUST00056487,2026-07-10,Parts Required,Good
JOB00052592,CUST00056488,2026-07-14,Completed,Average
JOB00052593,CUST00056489,2026-07-14,Completed,Good
JOB00052594,CUST00056490,2026-07-15,Completed,Poor
JOB00052595,CUST00056491,2026-07-14,Completed,Poor
JOB00052596,CUST00056492,2026-07-14,Completed,Poor
JOB00052597,CUST00056493,2026-07-11,Completed,Good
JOB00052598,CUST00056494,2026-07-10,Parts Required,Average
JOB00052599,CUST00056495,2026-07-09,Parts Required,Poor
JOB00052600,CUST00056496,2026-07-10,Completed,Average
JOB00052601,CUST00056497,2026-07-13,Parts Required,Poor
JOB00052602,CUST00056498,2026-07-11,Parts Required,Good
JOB00052603,CUST00056499,2026-07-14,Completed,Good
JOB00052604,CUST00056500,2026-07-13,Parts Required,Poor
JOB00052605,CUST00056501,2026-07-14,Completed,Poor
JOB00052606,CUST00056502,2026-07-09,Parts Required,Average
JOB00052607,CUST00056503,2026-07-14,Completed,Average
JOB00052608,CUST00056504,2026-07-13,Completed,Poor
JOB00052609,CUST00056505,2026-07-14,Completed,Poor
JOB00052610,CUST00056506,2026-07-15,Parts Required,Average
JOB00052611,CUST00056507,2026-07-11,Parts Required,Average
JOB00052612,CUST00056508,2026-07-09,Completed,Poor
JOB00052613,CUST00056509,2026-07-10,Parts Required,Good
JOB00052614,CUST00056510,2026-07-10,Completed,Poor
JOB00052615,CUST00056511,2026-07-13,Completed,Average
JOB00052616,CUST00056512,2026-07-12,Completed,Average
JOB00052617,CUST00056513,2026-07-10,Completed,Good
JOB00052618,CUST00056514,2026-07-11,Completed,Good
JOB00052619,CUST00056515,2026-07-13,Completed,Average
JOB00052620,CUST00056516,2026-07-09,Completed,Good
JOB00052621,CUST00056517,2026-07-09,Completed,Good
JOB00052622,CUST00056518,2026-07-11,Completed,Poor
JOB00052623,CUST00056519,2026-07-11,Parts Required,Good
JOB00052624,CUST00056520,2026-07-10,Parts Required,Good
JOB00052625,CUST00056521,2026-07-09,Parts Required,Poor
JOB00052626,CUST00056522,2026-07-15,Parts Required,Poor
JOB00052627,CUST00056523,2026-07-09,Parts Required,Average
JOB00052628,CUST00056524,2026-07-10,Parts Required,Average
JOB00052629,CUST00056525,2026-07-12,Completed,Poor
JOB00052630,CUST00056526,2026-07-09,Parts Required,Poor
JOB00052631,CUST00056527,2026-07-15,Completed,Average
JOB00052632,CUST00056528,2026-07-11,Completed,Good
JOB00052633,CUST00056529,2026-07-14,Completed,Good
JOB00052634,CUST00056530,2026-07-15,Completed,Good
JOB00052635,CUST00056531,2026-07-09,Parts Required,Poor
JOB00052636,CUST00056532,2026-07-14,Completed,Poor
JOB00052637,CUST00056533,2026-07-15,Parts Required,Average
JOB00052638,CUST00056534,2026-07-14,Completed,Poor
JOB00052639,CUST00056535,2026-07-11,Completed,Average
JOB00052640,CUST00056536,2026-07-12,Parts Required,Average
JOB00052641,CUST00056537,2026-07-14,Parts Required,Poor
JOB00052642,CUST00056538,2026-07-14,Parts Required,Good
JOB00052643,CUST00056539,2026-07-09,Parts Required,Poor
JOB00052644,CUST00056540,2026-07-15,Completed,Average
JOB00052645,CUST00056541,2026-07-11,Completed,Average
JOB00052646,CUST00056542,2026-07-15,Parts Required,Average
JOB00052647,CUST00056543,2026-07-11,Parts Required,Average
JOB00052648,CUST00056544,2026-07-13,Parts Required,Good
JOB00052649,CUST00056545,2026-07-12,Completed,Poor
JOB00052650,CUST00056546,2026-07-10,Completed,Good
JOB00052651,CUST00056547,2026-07-09,Parts Required,Average
JOB00052652,CUST00056548,2026-07-09,Completed,Poor
JOB00052653,CUST00056549,2026-07-15,Completed,Good
JOB00052654,CUST00056550,2026-07-12,Completed,Average
JOB00052655,CUST00056551,2026-07-11,Parts Required,Good
JOB00052656,CUST00056552,2026-07-10,Parts Required,Poor
JOB00052657,CUST00056553,2026-07-10,Completed,Poor
JOB00052658,CUST00056554,2026-07-10,Parts Required,Poor
JOB00052659,CUST00056555,2026-07-10,Completed,Good
JOB00052660,CUST00056556,2026-07-10,Parts Required,Average
JOB00052661,CUST00056557,2026-07-13,Parts Required,Average
JOB00052662,CUST00056558,2026-07-09,Completed,Average
JOB00052663,CUST00056559,2026-07-13,Parts Required,Good
JOB00052664,CUST00056560,2026-07-11,Completed,Average
JOB00052665,CUST00056561,2026-07-11,Parts Required,Good
JOB00052666,CUST00056562,2026-07-15,Parts Required,Average
JOB00052667,CUST00056563,2026-07-15,Parts Required,Good
JOB00052668,CUST00056564,2026-07-14,Completed,Good
JOB00052669,CUST00056565,2026-07-10,Parts Required,Poor
JOB00052670,CUST00056566,2026-07-13,Parts Required,Poor
JOB00052671,CUST00056567,2026-07-13,Completed,Poor
JOB00052672,CUST00056568,2026-07-10,Parts Required,Good
JOB00052673,CUST00056569,2026-07-10,Parts Required,Good
JOB00052674,CUST00056570,2026-07-13,Parts Required,Good
JOB00052675,CUST00056571,2026-07-13,Parts Required,Good
JOB00052676,CUST00056572,2026-07-10,Parts Required,Good
JOB00052677,CUST00056573,2026-07-15,Parts Required,Poor
JOB00052678,CUST00056574,2026-07-15,Parts Required,Good
JOB00052679,CUST00056575,2026-07-11,Completed,Average
JOB00052680,CUST00056576,2026-07-11,Completed,Good
JOB00052681,CUST00056577,2026-07-14,Parts Required,Poor
JOB00052682,CUST00056578,2026-07-11,Completed,Average
JOB00052683,CUST00056579,2026-07-15,Parts Required,Average
JOB00052684,CUST00056580,2026-07-15,Parts Required,Poor
JOB00052685,CUST00056581,2026-07-13,Parts Required,Good
JOB00052686,CUST00056582,2026-07-14,Completed,Poor
JOB00052687,CUST00056583,2026-07-15,Completed,Average
JOB00052688,CUST00056584,2026-07-09,Parts Required,Average
JOB00052689,CUST00056585,2026-07-11,Completed,Poor
JOB00052690,CUST00056586,2026-07-11,Completed,Average
JOB00052691,CUST00056587,2026-07-10,Parts Required,Good
JOB00052692,CUST00056588,2026-07-09,Completed,Good
JOB00052693,CUST00056589,2026-07-14,Parts Required,Good
JOB00052694,CUST00056590,2026-07-10,Parts Required,Poor
JOB00052695,CUST00056591,2026-07-13,Completed,Poor
JOB00052696,CUST00056592,2026-07-09,Completed,Average
JOB00052697,CUST00056593,2026-07-13,Completed,Poor
JOB00052698,CUST00056594,2026-07-12,Completed,Good
JOB00052699,CUST00056595,2026-07-15,Completed,Average
JOB00052700,CUST00056596,2026-07-10,Parts Required,Good
JOB00052701,CUST00056597,2026-07-13,Completed,Good
JOB00052702,CUST00056598,2026-07-10,Completed,Average
JOB00052703,CUST00056599,2026-07-14,Parts Required,Average
JOB00052704,CUST00056600,2026-07-15,Completed,Poor
JOB00052705,CUST00056601,2026-07-09,Completed,Good
JOB00052706,CUST00056602,2026-07-10,Parts Required,Poor
JOB00052707,CUST00056603,2026-07-14,Parts Required,Poor
JOB00052708,CUST00056604,2026-07-10,Completed,Poor
JOB00052709,CUST00056605,2026-07-10,Completed,Good
JOB00052710,CUST00056606,2026-07-09,Parts Required,Poor
JOB00052711,CUST00056607,2026-07-14,Parts Required,Good
JOB00052712,CUST00056608,2026-07-09,Completed,Average
JOB00052713,CUST00056609,2026-07-14,Completed,Good
JOB00052714,CUST00056610,2026-07-10,Parts Required,Good
JOB00052715,CUST00056611,2026-07-13,Completed,Average
JOB00052716,CUST00056612,2026-07-13,Completed,Poor
JOB00052717,CUST00056613,2026-07-13,Completed,Poor
JOB00052718,CUST00056614,2026-07-12,Parts Required,Poor
JOB00052719,CUST00056615,2026-07-14,Completed,Average
JOB00052720,CUST00056616,2026-07-15,Completed,Poor
JOB00052721,CUST00056617,2026-07-12,Completed,Average
JOB00052722,CUST00056618,2026-07-09,Completed,Poor
JOB00052723,CUST00056619,2026-07-11,Completed,Average
JOB00052724,CUST00056620,2026-07-12,Completed,Poor
JOB00052725,CUST00056621,2026-07-14,Completed,Average
JOB00052726,CUST00056622,2026-07-13,Parts Required,Good
JOB00052727,CUST00056623,2026-07-11,Completed,Poor
JOB00052728,CUST00056624,2026-07-12,Completed,Poor
JOB00052729,CUST00056625,2026-07-11,Parts Required,Good
JOB00052730,CUST00056626,2026-07-11,Completed,Average
JOB00052731,CUST00056627,2026-07-11,Parts Required,Poor
JOB00052732,CUST00056628,2026-07-09,Completed,Poor
JOB00052733,CUST00056629,2026-07-14,Parts Required,Good
JOB00052734,CUST00056630,2026-07-15,Parts Required,Good
JOB00052735,CUST00056631,2026-07-13,Completed,Average
JOB00052736,CUST00056632,2026-07-09,Completed,Good
JOB00052737,CUST00056633,2026-07-10,Parts Required,Good
