job_id,customer_id,repair_date,repair_type,parts_changed,fault_code,fault_reason
JOB00112477,CUST00120764,2026-07-17,Emergency,Part_F0,F59,System error occurred due to component failure
JOB00112478,CUST00120765,2026-07-21,Emergency,Part_Q11,F78,System error occurred due to component failure
JOB00112479,CUST00120766,2026-07-20,Emergency,Part_D18,F78,System error occurred due to component failure
JOB00112480,CUST00120767,2026-07-18,Emergency,Part_F0,F64,System error occurred due to component failure
JOB00112481,CUST00120768,2026-07-19,Emergency,Part_D18,F92,System error occurred due to component failure
JOB00112482,CUST00120769,2026-07-19,Emergency,Part_D18,F78,System error occurred due to component failure
JOB00112483,CUST00120770,2026-07-22,Emergency,Part_Q15,F69,System error occurred due to component failure
JOB00112484,CUST00120771,2026-07-16,Emergency,Part_X6,F92,System error occurred due to component failure
JOB00112485,CUST00120772,2026-07-18,Emergency,Part_Z17,F27,System error occurred due to component failure
JOB00112486,CUST00120773,2026-07-21,Emergency,Part_C12,F64,System error occurred due to component failure
JOB00112487,CUST00120774,2026-07-16,Emergency,Part_Y1,F82,System error occurred due to component failure
JOB00112488,CUST00120775,2026-07-20,Emergency,Part_R16,F27,System error occurred due to component failure
JOB00112489,CUST00120776,2026-07-22,Emergency,Part_A13,F59,System error occurred due to component failure
JOB00112490,CUST00120777,2026-07-17,Emergency,Part_Y1,F16,System error occurred due to component failure
JOB00112491,CUST00120778,2026-07-17,Emergency,Part_H5,F44,System error occurred due to component failure
JOB00112492,CUST00120779,2026-07-19,Emergency,Part_X6,F59,System error occurred due to component failure
JOB00112493,CUST00120780,2026-07-16,Emergency,Part_M10,F16,System error occurred due to component failure
JOB00112494,CUST00120781,2026-07-21,Emergency,Part_H5,F82,System error occurred due to component failure
JOB00112495,CUST00120782,2026-07-16,Emergency,Part_R9,F27,System error occurred due to component failure
JOB00112496,CUST00120783,2026-07-22,Emergency,Part_R16,F92,System error occurred due to component failure
JOB00112497,CUST00120784,2026-07-17,Emergency,Part_U2,F16,System error occurred due to component failure
JOB00112498,CUST00120785,2026-07-19,Emergency,Part_Q15,F27,System error occurred due to component failure
JOB00112499,CUST00120786,2026-07-19,Emergency,Part_L3,F64,System error occurred due to component failure
JOB00112500,CUST00120787,2026-07-22,Emergency,Part_X6,F78,System error occurred due to component failure
JOB00112501,CUST00120788,2026-07-18,Emergency,Part_C12,F27,System error occurred due to component failure
JOB00112502,CUST00120789,2026-07-16,Emergency,Part_Q15,F64,System error occurred due to component failure
JOB00112503,CUST00120790,2026-07-21,Emergency,Part_R16,F69,System error occurred due to component failure
JOB00112504,CUST00120791,2026-07-19,Emergency,Part_U2,F11,System error occurred due to component failure
JOB00112505,CUST00120792,2026-07-20,Emergency,Part_F0,F82,System error occurred due to component failure
JOB00112506,CUST00120793,2026-07-22,Emergency,Part_U2,F59,System error occurred due to component failure
JOB00112507,CUST00120794,2026-07-16,Emergency,Part_L3,F53,System error occurred due to component failure
JOB00112508,CUST00120795,2026-07-16,Emergency,Part_F8,F27,System error occurred due to component failure
JOB00112509,CUST00120796,2026-07-16,Emergency,Part_D18,F11,System error occurred due to component failure
JOB00112510,CUST00120797,2026-07-21,Emergency,Part_L3,F27,System error occurred due to component failure
JOB00112511,CUST00120798,2026-07-21,Emergency,Part_M10,F27,System error occurred due to component failure
JOB00112512,CUST00120799,2026-07-21,Emergency,Part_F0,F30,System error occurred due to component failure
JOB00112513,CUST00120800,2026-07-16,Emergency,Part_C14,F78,System error occurred due to component failure
JOB00112514,CUST00120801,2026-07-20,Emergency,Part_L3,F73,System error occurred due to component failure
JOB00112515,CUST00120802,2026-07-18,Emergency,Part_Q11,F69,System error occurred due to component failure
JOB00112516,CUST00120803,2026-07-19,Emergency,Part_U2,F53,System error occurred due to component failure
JOB00112517,CUST00120804,2026-07-20,Emergency,Part_H5,F82,System error occurred due to component failure
JOB00112518,CUST00120805,2026-07-21,Emergency,Part_Y1,F27,System error occurred due to component failure
JOB00112519,CUST00120806,2026-07-21,Emergency,Part_C14,F82,System error occurred due to component failure
JOB00112520,CUST00120807,2026-07-21,Emergency,Part_F8,F27,System error occurred due to component failure
JOB00112521,CUST00120808,2026-07-21,Emergency,Part_A13,F53,System error occurred due to component failure
JOB00112522,CUST00120809,2026-07-21,Emergency,Part_C14,F73,System error occurred due to component failure
JOB00112523,CUST00120810,2026-07-21,Emergency,Part_L3,F53,System error occurred due to component failure
JOB00112524,CUST00120811,2026-07-20,Emergency,Part_Y7,F27,System error occurred due to component failure
JOB00112525,CUST00120812,2026-07-22,Emergency,Part_R16,F92,System error occurred due to component failure
JOB00112526,CUST00120813,2026-07-16,Emergency,Part_P4,F11,System error occurred due to component failure
JOB00112527,CUST00120814,2026-07-18,Emergency,Part_C12,F11,System error occurred due to component failure
JOB00112528,CUST00120815,2026-07-17,Emergency,Part_F0,F69,System error occurred due to component failure
JOB00112529,CUST00120816,2026-07-20,Emergency,Part_C14,F53,System error occurred due to component failure
JOB00112530,CUST00120817,2026-07-22,Emergency,Part_Q11,F69,System error occurred due to component failure
JOB00112531,CUST00120818,2026-07-18,Emergency,Part_Q15,F53,System error occurred due to component failure
JOB00112532,CUST00120819,2026-07-21,Emergency,Part_F8,F78,System error occurred due to component failure
JOB00112533,CUST00120820,2026-07-18,Emergency,Part_Y7,F69,System error occurred due to component failure
JOB00112534,CUST00120821,2026-07-21,Emergency,Part_Z17,F59,System error occurred due to component failure
JOB00112535,CUST00120822,2026-07-22,Emergency,Part_Y1,F16,System error occurred due to component failure
JOB00112536,CUST00120823,2026-07-17,Emergency,Part_Q11,F16,System error occurred due to component failure
JOB00112537,CUST00120824,2026-07-17,Emergency,Part_H5,F16,System error occurred due to component failure
JOB00112538,CUST00120825,2026-07-16,Emergency,Part_L3,F16,System error occurred due to component failure
JOB00112539,CUST00120826,2026-07-19,Emergency,Part_U2,F44,System error occurred due to component failure
JOB00112540,CUST00120827,2026-07-22,Emergency,Part_Y7,F27,System error occurred due to component failure
JOB00112541,CUST00120828,2026-07-17,Emergency,Part_C12,F53,System error occurred due to component failure
JOB00112542,CUST00120829,2026-07-20,Emergency,Part_C14,F27,System error occurred due to component failure
JOB00112543,CUST00120830,2026-07-21,Emergency,Part_X6,F59,System error occurred due to component failure
JOB00112544,CUST00120831,2026-07-16,Emergency,Part_Y1,F44,System error occurred due to component failure
JOB00112545,CUST00120832,2026-07-18,Emergency,Part_U2,F27,System error occurred due to component failure
JOB00112546,CUST00120833,2026-07-18,Emergency,Part_M10,F82,System error occurred due to component failure
JOB00112547,CUST00120834,2026-07-18,Emergency,Part_C12,F44,System error occurred due to component failure
JOB00112548,CUST00120835,2026-07-16,Emergency,Part_F8,F64,System error occurred due to component failure
JOB00112549,CUST00120836,2026-07-22,Emergency,Part_N19,F53,System error occurred due to component failure
JOB00112550,CUST00120837,2026-07-20,Emergency,Part_P4,F27,System error occurred due to component failure
JOB00112551,CUST00120838,2026-07-21,Emergency,Part_Q15,F82,System error occurred due to component failure
JOB00112552,CUST00120839,2026-07-18,Emergency,Part_C12,F69,System error occurred due to component failure
JOB00112553,CUST00120840,2026-07-17,Emergency,Part_F8,F11,System error occurred due to component failure
JOB00112554,CUST00120841,2026-07-18,Emergency,Part_L3,F59,System error occurred due to component failure
JOB00112555,CUST00120842,2026-07-18,Emergency,Part_D18,F59,System error occurred due to component failure
JOB00112556,CUST00120843,2026-07-18,Emergency,Part_F0,F78,System error occurred due to component failure
JOB00112557,CUST00120844,2026-07-18,Emergency,Part_Y1,F78,System error occurred due to component failure
JOB00112558,CUST00120845,2026-07-21,Emergency,Part_U2,F27,System error occurred due to component failure
JOB00112559,CUST00120846,2026-07-21,Emergency,Part_P4,F53,System error occurred due to component failure
JOB00112560,CUST00120847,2026-07-16,Emergency,Part_P4,F78,System error occurred due to component failure
JOB00112561,CUST00120848,2026-07-20,Emergency,Part_M10,F11,System error occurred due to component failure
JOB00112562,CUST00120849,2026-07-16,Emergency,Part_F0,F30,System error occurred due to component failure
JOB00112563,CUST00120850,2026-07-20,Emergency,Part_X6,F59,System error occurred due to component failure
JOB00112564,CUST00120851,2026-07-19,Emergency,Part_Y7,F27,System error occurred due to component failure
JOB00112565,CUST00120852,2026-07-17,Emergency,Part_L3,F59,System error occurred due to component failure
JOB00112566,CUST00120853,2026-07-17,Emergency,Part_A13,F27,System error occurred due to component failure
JOB00112567,CUST00120854,2026-07-18,Emergency,Part_F0,F27,System error occurred due to component failure
JOB00112568,CUST00120855,2026-07-20,Emergency,Part_C14,F59,System error occurred due to component failure
JOB00112569,CUST00120856,2026-07-20,Emergency,Part_P4,F59,System error occurred due to component failure
JOB00112570,CUST00120857,2026-07-18,Emergency,Part_F0,F53,System error occurred due to component failure
JOB00112571,CUST00120858,2026-07-21,Emergency,Part_R16,F73,System error occurred due to component failure
JOB00112572,CUST00120859,2026-07-22,Emergency,Part_D18,F27,System error occurred due to component failure
JOB00112573,CUST00120860,2026-07-17,Emergency,Part_D18,F27,System error occurred due to component failure
JOB00112574,CUST00120861,2026-07-20,Emergency,Part_D18,F64,System error occurred due to component failure
JOB00112575,CUST00120862,2026-07-17,Emergency,Part_D18,F16,System error occurred due to component failure
JOB00112576,CUST00120863,2026-07-18,Emergency,Part_Y7,F59,System error occurred due to component failure
JOB00112577,CUST00120864,2026-07-21,Emergency,Part_X6,F59,System error occurred due to component failure
JOB00112578,CUST00120865,2026-07-17,Emergency,Part_H5,F69,System error occurred due to component failure
JOB00112579,CUST00120866,2026-07-16,Emergency,Part_H5,F30,System error occurred due to component failure
JOB00112580,CUST00120867,2026-07-17,Emergency,Part_X6,F53,System error occurred due to component failure
JOB00112581,CUST00120868,2026-07-22,Emergency,Part_Q15,F30,System error occurred due to component failure
JOB00112582,CUST00120869,2026-07-21,Emergency,Part_P4,F11,System error occurred due to component failure
JOB00112583,CUST00120870,2026-07-16,Emergency,Part_X6,F69,System error occurred due to component failure
JOB00112584,CUST00120871,2026-07-16,Emergency,Part_H5,F64,System error occurred due to component failure
JOB00112585,CUST00120872,2026-07-19,Emergency,Part_F8,F59,System error occurred due to component failure
JOB00112586,CUST00120873,2026-07-17,Emergency,Part_Q15,F64,System error occurred due to component failure
JOB00112587,CUST00120874,2026-07-16,Emergency,Part_Q11,F69,System error occurred due to component failure
JOB00112588,CUST00120875,2026-07-21,Emergency,Part_Z17,F53,System error occurred due to component failure
JOB00112589,CUST00120876,2026-07-18,Emergency,Part_N19,F82,System error occurred due to component failure
JOB00112590,CUST00120877,2026-07-18,Emergency,Part_M10,F73,System error occurred due to component failure
JOB00112591,CUST00120878,2026-07-21,Emergency,Part_Q11,F73,System error occurred due to component failure
JOB00112592,CUST00120879,2026-07-18,Emergency,Part_D18,F78,System error occurred due to component failure
JOB00112593,CUST00120880,2026-07-21,Emergency,Part_Y1,F27,System error occurred due to component failure
JOB00112594,CUST00120881,2026-07-19,Emergency,Part_M10,F16,System error occurred due to component failure
JOB00112595,CUST00120882,2026-07-22,Emergency,Part_F0,F64,System error occurred due to component failure
JOB00112596,CUST00120883,2026-07-21,Emergency,Part_Q15,F82,System error occurred due to component failure
JOB00112597,CUST00120884,2026-07-19,Emergency,Part_Y7,F78,System error occurred due to component failure
JOB00112598,CUST00120885,2026-07-22,Emergency,Part_X6,F73,System error occurred due to component failure
JOB00112599,CUST00120886,2026-07-17,Emergency,Part_U2,F11,System error occurred due to component failure
JOB00112600,CUST00120887,2026-07-18,Emergency,Part_C14,F59,System error occurred due to component failure
JOB00112601,CUST00120888,2026-07-22,Emergency,Part_D18,F92,System error occurred due to component failure
JOB00112602,CUST00120889,2026-07-20,Emergency,Part_Y7,F69,System error occurred due to component failure
JOB00112603,CUST00120890,2026-07-22,Emergency,Part_R9,F73,System error occurred due to component failure
JOB00112604,CUST00120891,2026-07-21,Emergency,Part_Q15,F82,System error occurred due to component failure
JOB00112605,CUST00120892,2026-07-18,Emergency,Part_R16,F92,System error occurred due to component failure
JOB00112606,CUST00120893,2026-07-20,Emergency,Part_U2,F11,System error occurred due to component failure
JOB00112607,CUST00120894,2026-07-22,Emergency,Part_U2,F69,System error occurred due to component failure
JOB00112608,CUST00120895,2026-07-18,Emergency,Part_U2,F73,System error occurred due to component failure
JOB00112609,CUST00120896,2026-07-20,Emergency,Part_D18,F44,System error occurred due to component failure
JOB00112610,CUST00120897,2026-07-19,Emergency,Part_A13,F73,System error occurred due to component failure
JOB00112611,CUST00120898,2026-07-16,Emergency,Part_R9,F64,System error occurred due to component failure
JOB00112612,CUST00120899,2026-07-19,Emergency,Part_L3,F82,System error occurred due to component failure
JOB00112613,CUST00120900,2026-07-19,Emergency,Part_R16,F78,System error occurred due to component failure
JOB00112614,CUST00120901,2026-07-17,Emergency,Part_F0,F78,System error occurred due to component failure
JOB00112615,CUST00120902,2026-07-22,Emergency,Part_Q11,F59,System error occurred due to component failure
JOB00112616,CUST00120903,2026-07-22,Emergency,Part_A13,F44,System error occurred due to component failure
JOB00112617,CUST00120904,2026-07-20,Emergency,Part_U2,F53,System error occurred due to component failure
JOB00112618,CUST00120905,2026-07-16,Emergency,Part_P4,F27,System error occurred due to component failure
JOB00112619,CUST00120906,2026-07-22,Emergency,Part_C14,F11,System error occurred due to component failure
JOB00112620,CUST00120907,2026-07-20,Emergency,Part_D18,F11,System error occurred due to component failure
JOB00112621,CUST00120908,2026-07-16,Emergency,Part_N19,F78,System error occurred due to component failure
JOB00112622,CUST00120909,2026-07-17,Emergency,Part_P4,F78,System error occurred due to component failure
JOB00112623,CUST00120910,2026-07-21,Emergency,Part_X6,F73,System error occurred due to component failure
JOB00112624,CUST00120911,2026-07-22,Emergency,Part_Y1,F44,System error occurred due to component failure
JOB00112625,CUST00120912,2026-07-19,Emergency,Part_Y1,F16,System error occurred due to component failure
JOB00112626,CUST00120913,2026-07-22,Emergency,Part_A13,F92,System error occurred due to component failure
JOB00112627,CUST00120914,2026-07-19,Emergency,Part_A13,F73,System error occurred due to component failure
JOB00112628,CUST00120915,2026-07-17,Emergency,Part_C12,F27,System error occurred due to component failure
JOB00112629,CUST00120916,2026-07-20,Emergency,Part_N19,F69,System error occurred due to component failure
JOB00112630,CUST00120917,2026-07-16,Emergency,Part_H5,F44,System error occurred due to component failure
JOB00112631,CUST00120918,2026-07-22,Emergency,Part_A13,F11,System error occurred due to component failure
JOB00112632,CUST00120919,2026-07-16,Emergency,Part_U2,F73,System error occurred due to component failure
JOB00112633,CUST00120920,2026-07-16,Emergency,Part_Y1,F78,System error occurred due to component failure
JOB00112634,CUST00120921,2026-07-17,Emergency,Part_L3,F73,System error occurred due to component failure
JOB00112635,CUST00120922,2026-07-22,Emergency,Part_F8,F27,System error occurred due to component failure
JOB00112636,CUST00120923,2026-07-22,Emergency,Part_R9,F59,System error occurred due to component failure
JOB00112637,CUST00120924,2026-07-19,Emergency,Part_D18,F27,System error occurred due to component failure
JOB00112638,CUST00120925,2026-07-19,Emergency,Part_A13,F30,System error occurred due to component failure
JOB00112639,CUST00120926,2026-07-22,Emergency,Part_Y1,F11,System error occurred due to component failure
JOB00112640,CUST00120927,2026-07-16,Emergency,Part_U2,F92,System error occurred due to component failure
JOB00112641,CUST00120928,2026-07-19,Emergency,Part_C14,F69,System error occurred due to component failure
JOB00112642,CUST00120929,2026-07-19,Emergency,Part_Y7,F53,System error occurred due to component failure
JOB00112643,CUST00120930,2026-07-20,Emergency,Part_Z17,F59,System error occurred due to component failure
JOB00112644,CUST00120931,2026-07-16,Emergency,Part_R9,F92,System error occurred due to component failure
JOB00112645,CUST00120932,2026-07-19,Emergency,Part_D18,F69,System error occurred due to component failure
JOB00112646,CUST00120933,2026-07-17,Emergency,Part_X6,F82,System error occurred due to component failure
JOB00112647,CUST00120934,2026-07-22,Emergency,Part_Z17,F30,System error occurred due to component failure
JOB00112648,CUST00120935,2026-07-18,Emergency,Part_C14,F27,System error occurred due to component failure
JOB00112649,CUST00120936,2026-07-18,Emergency,Part_P4,F82,System error occurred due to component failure
JOB00112650,CUST00120937,2026-07-18,Emergency,Part_Q11,F59,System error occurred due to component failure
JOB00112651,CUST00120938,2026-07-22,Emergency,Part_L3,F11,System error occurred due to component failure
JOB00112652,CUST00120939,2026-07-19,Emergency,Part_Q15,F44,System error occurred due to component failure
JOB00112653,CUST00120940,2026-07-16,Emergency,Part_R9,F27,System error occurred due to component failure
JOB00112654,CUST00120941,2026-07-20,Emergency,Part_R9,F16,System error occurred due to component failure
JOB00112655,CUST00120942,2026-07-18,Emergency,Part_R9,F73,System error occurred due to component failure
JOB00112656,CUST00120943,2026-07-19,Emergency,Part_H5,F16,System error occurred due to component failure
JOB00112657,CUST00120944,2026-07-22,Emergency,Part_M10,F73,System error occurred due to component failure
JOB00112658,CUST00120945,2026-07-21,Emergency,Part_X6,F69,System error occurred due to component failure
JOB00112659,CUST00120946,2026-07-21,Emergency,Part_H5,F16,System error occurred due to component failure
JOB00112660,CUST00120947,2026-07-20,Emergency,Part_Y1,F27,System error occurred due to component failure
JOB00112661,CUST00120948,2026-07-22,Emergency,Part_P4,F59,System error occurred due to component failure
JOB00112662,CUST00120949,2026-07-16,Emergency,Part_Y1,F73,System error occurred due to component failure
JOB00112663,CUST00120950,2026-07-18,Emergency,Part_D18,F53,System error occurred due to component failure
JOB00112664,CUST00120951,2026-07-18,Emergency,Part_A13,F59,System error occurred due to component failure
JOB00112665,CUST00120952,2026-07-21,Emergency,Part_Y1,F78,System error occurred due to component failure
JOB00112666,CUST00120953,2026-07-20,Emergency,Part_N19,F73,System error occurred due to component failure
JOB00112667,CUST00120954,2026-07-22,Emergency,Part_R16,F53,System error occurred due to component failure
JOB00112668,CUST00120955,2026-07-17,Emergency,Part_H5,F44,System error occurred due to component failure
JOB00112669,CUST00120956,2026-07-19,Emergency,Part_L3,F30,System error occurred due to component failure
JOB00112670,CUST00120957,2026-07-19,Emergency,Part_A13,F11,System error occurred due to component failure
JOB00112671,CUST00120958,2026-07-19,Emergency,Part_L3,F16,System error occurred due to component failure
JOB00112672,CUST00120959,2026-07-16,Emergency,Part_D18,F27,System error occurred due to component failure
JOB00112673,CUST00120960,2026-07-17,Emergency,Part_D18,F11,System error occurred due to component failure
JOB00112674,CUST00120961,2026-07-22,Emergency,Part_Z17,F73,System error occurred due to component failure
JOB00112675,CUST00120962,2026-07-19,Emergency,Part_F0,F73,System error occurred due to component failure
JOB00112676,CUST00120963,2026-07-19,Emergency,Part_R16,F78,System error occurred due to component failure
JOB00112677,CUST00120964,2026-07-22,Emergency,Part_Y7,F27,System error occurred due to component failure
JOB00112678,CUST00120965,2026-07-19,Emergency,Part_L3,F11,System error occurred due to component failure
JOB00112679,CUST00120966,2026-07-16,Emergency,Part_F0,F64,System error occurred due to component failure
JOB00112680,CUST00120967,2026-07-20,Emergency,Part_H5,F78,System error occurred due to component failure
JOB00112681,CUST00120968,2026-07-21,Emergency,Part_M10,F27,System error occurred due to component failure
JOB00112682,CUST00120969,2026-07-16,Emergency,Part_C14,F69,System error occurred due to component failure
JOB00112683,CUST00120970,2026-07-18,Emergency,Part_Z17,F59,System error occurred due to component failure
JOB00112684,CUST00120971,2026-07-17,Emergency,Part_Z17,F78,System error occurred due to component failure
JOB00112685,CUST00120972,2026-07-18,Emergency,Part_M10,F64,System error occurred due to component failure
JOB00112686,CUST00120973,2026-07-18,Emergency,Part_Z17,F44,System error occurred due to component failure
JOB00112687,CUST00120974,2026-07-16,Emergency,Part_Z17,F27,System error occurred due to component failure
JOB00112688,CUST00120975,2026-07-16,Emergency,Part_Y1,F64,System error occurred due to component failure
JOB00112689,CUST00120976,2026-07-17,Emergency,Part_X6,F92,System error occurred due to component failure
JOB00112690,CUST00120977,2026-07-20,Emergency,Part_X6,F82,System error occurred due to component failure
JOB00112691,CUST00120978,2026-07-17,Emergency,Part_P4,F11,System error occurred due to component failure
JOB00112692,CUST00120979,2026-07-19,Emergency,Part_Y7,F82,System error occurred due to component failure
JOB00112693,CUST00120980,2026-07-20,Emergency,Part_Z17,F78,System error occurred due to component failure
JOB00112694,CUST00120981,2026-07-16,Emergency,Part_F8,F92,System error occurred due to component failure
JOB00112695,CUST00120982,2026-07-16,Emergency,Part_P4,F44,System error occurred due to component failure
JOB00112696,CUST00120983,2026-07-21,Emergency,Part_Y7,F27,System error occurred due to component failure
JOB00112697,CUST00120984,2026-07-16,Emergency,Part_Y7,F82,System error occurred due to component failure
JOB00112698,CUST00120985,2026-07-19,Emergency,Part_U2,F64,System error occurred due to component failure
JOB00112699,CUST00120986,2026-07-19,Emergency,Part_Q15,F11,System error occurred due to component failure
JOB00112700,CUST00120987,2026-07-20,Emergency,Part_F0,F73,System error occurred due to component failure
JOB00112701,CUST00120988,2026-07-22,Emergency,Part_X6,F44,System error occurred due to component failure
JOB00112702,CUST00120989,2026-07-18,Emergency,Part_H5,F78,System error occurred due to component failure
JOB00112703,CUST00120990,2026-07-20,Emergency,Part_L3,F16,System error occurred due to component failure
JOB00112704,CUST00120991,2026-07-21,Emergency,Part_L3,F78,System error occurred due to component failure
JOB00112705,CUST00120992,2026-07-20,Emergency,Part_Q11,F64,System error occurred due to component failure
JOB00112706,CUST00120993,2026-07-19,Emergency,Part_R9,F11,System error occurred due to component failure
JOB00112707,CUST00120994,2026-07-16,Emergency,Part_Q11,F92,System error occurred due to component failure
JOB00112708,CUST00120995,2026-07-17,Emergency,Part_P4,F11,System error occurred due to component failure
JOB00112709,CUST00120996,2026-07-21,Emergency,Part_C12,F69,System error occurred due to component failure
JOB00112710,CUST00120997,2026-07-20,Emergency,Part_C12,F64,System error occurred due to component failure
JOB00112711,CUST00120998,2026-07-20,Emergency,Part_R9,F11,System error occurred due to component failure
JOB00112712,CUST00120999,2026-07-21,Emergency,Part_A13,F92,System error occurred due to component failure
JOB00112713,CUST00121000,2026-07-21,Emergency,Part_U2,F78,System error occurred due to component failure
JOB00112714,CUST00121001,2026-07-20,Emergency,Part_R9,F27,System error occurred due to component failure
JOB00112715,CUST00121002,2026-07-19,Emergency,Part_H5,F16,System error occurred due to component failure
JOB00112716,CUST00121003,2026-07-17,Emergency,Part_A13,F73,System error occurred due to component failure
JOB00112717,CUST00121004,2026-07-21,Emergency,Part_C14,F92,System error occurred due to component failure
JOB00112718,CUST00121005,2026-07-18,Emergency,Part_Q11,F44,System error occurred due to component failure
JOB00112719,CUST00121006,2026-07-19,Emergency,Part_A13,F30,System error occurred due to component failure
JOB00112720,CUST00121007,2026-07-21,Emergency,Part_N19,F16,System error occurred due to component failure
JOB00112721,CUST00121008,2026-07-22,Emergency,Part_R9,F64,System error occurred due to component failure
JOB00112722,CUST00121009,2026-07-17,Emergency,Part_Y1,F82,System error occurred due to component failure
JOB00112723,CUST00121010,2026-07-17,Emergency,Part_L3,F53,System error occurred due to component failure
JOB00112724,CUST00121011,2026-07-17,Emergency,Part_M10,F53,System error occurred due to component failure
JOB00112725,CUST00121012,2026-07-17,Emergency,Part_R16,F53,System error occurred due to component failure
JOB00112726,CUST00121013,2026-07-21,Emergency,Part_X6,F82,System error occurred due to component failure
JOB00112727,CUST00121014,2026-07-22,Emergency,Part_L3,F78,System error occurred due to component failure
JOB00112728,CUST00121015,2026-07-20,Emergency,Part_P4,F59,System error occurred due to component failure
JOB00112729,CUST00121016,2026-07-19,Emergency,Part_Q15,F30,System error occurred due to component failure
JOB00112730,CUST00121017,2026-07-21,Emergency,Part_F0,F64,System error occurred due to component failure
JOB00112731,CUST00121018,2026-07-20,Emergency,Part_F8,F27,System error occurred due to component failure
JOB00112732,CUST00121019,2026-07-20,Emergency,Part_F0,F16,System error occurred due to component failure
JOB00112733,CUST00121020,2026-07-22,Emergency,Part_A13,F27,System error occurred due to component failure
JOB00112734,CUST00121021,2026-07-18,Emergency,Part_P4,F73,System error occurred due to component failure
JOB00112735,CUST00121022,2026-07-22,Emergency,Part_D18,F64,System error occurred due to component failure
JOB00112736,CUST00121023,2026-07-21,Emergency,Part_R16,F16,System error occurred due to component failure
JOB00112737,CUST00121024,2026-07-17,Emergency,Part_Y1,F27,System error occurred due to component failure
JOB00112738,CUST00121025,2026-07-21,Emergency,Part_Q15,F69,System error occurred due to component failure
JOB00112739,CUST00121026,2026-07-21,Emergency,Part_R16,F11,System error occurred due to component failure
JOB00112740,CUST00121027,2026-07-21,Emergency,Part_L3,F73,System error occurred due to component failure
JOB00112741,CUST00121028,2026-07-18,Emergency,Part_D18,F59,System error occurred due to component failure
JOB00112742,CUST00121029,2026-07-19,Emergency,Part_Q11,F69,System error occurred due to component failure
JOB00112743,CUST00121030,2026-07-19,Emergency,Part_D18,F44,System error occurred due to component failure
JOB00112744,CUST00121031,2026-07-16,Emergency,Part_C14,F27,System error occurred due to component failure
JOB00112745,CUST00121032,2026-07-21,Emergency,Part_L3,F92,System error occurred due to component failure
JOB00112746,CUST00121033,2026-07-18,Emergency,Part_R9,F69,System error occurred due to component failure
JOB00112747,CUST00121034,2026-07-22,Emergency,Part_C14,F30,System error occurred due to component failure
JOB00112748,CUST00121035,2026-07-18,Emergency,Part_F8,F78,System error occurred due to component failure
JOB00112749,CUST00121036,2026-07-19,Emergency,Part_D18,F30,System error occurred due to component failure
JOB00112750,CUST00121037,2026-07-17,Emergency,Part_D18,F92,System error occurred due to component failure
JOB00112751,CUST00121038,2026-07-21,Emergency,Part_C12,F44,System error occurred due to component failure
JOB00112752,CUST00121039,2026-07-17,Emergency,Part_Q11,F59,System error occurred due to component failure
JOB00112753,CUST00121040,2026-07-20,Emergency,Part_P4,F78,System error occurred due to component failure
JOB00112754,CUST00121041,2026-07-20,Emergency,Part_Y1,F92,System error occurred due to component failure
JOB00112755,CUST00121042,2026-07-20,Emergency,Part_A13,F82,System error occurred due to component failure
JOB00112756,CUST00121043,2026-07-16,Emergency,Part_C12,F44,System error occurred due to component failure
JOB00112757,CUST00121044,2026-07-21,Emergency,Part_N19,F30,System error occurred due to component failure
JOB00112758,CUST00121045,2026-07-21,Emergency,Part_N19,F30,System error occurred due to component failure
JOB00112759,CUST00121046,2026-07-21,Emergency,Part_H5,F44,System error occurred due to component failure
JOB00112760,CUST00121047,2026-07-16,Emergency,Part_H5,F16,System error occurred due to component failure
JOB00112761,CUST00121048,2026-07-20,Emergency,Part_Q15,F44,System error occurred due to component failure
JOB00112762,CUST00121049,2026-07-18,Emergency,Part_H5,F27,System error occurred due to component failure
JOB00112763,CUST00121050,2026-07-21,Emergency,Part_X6,F92,System error occurred due to component failure
JOB00112764,CUST00121051,2026-07-19,Emergency,Part_C12,F27,System error occurred due to component failure
JOB00112765,CUST00121052,2026-07-21,Emergency,Part_R9,F27,System error occurred due to component failure
JOB00112766,CUST00121053,2026-07-16,Emergency,Part_M10,F73,System error occurred due to component failure
JOB00112767,CUST00121054,2026-07-19,Emergency,Part_Z17,F27,System error occurred due to component failure
JOB00112768,CUST00121055,2026-07-18,Emergency,Part_A13,F27,System error occurred due to component failure
JOB00112769,CUST00121056,2026-07-20,Emergency,Part_L3,F11,System error occurred due to component failure
JOB00112770,CUST00121057,2026-07-17,Emergency,Part_R9,F53,System error occurred due to component failure
JOB00112771,CUST00121058,2026-07-22,Emergency,Part_D18,F73,System error occurred due to component failure
JOB00112772,CUST00121059,2026-07-17,Emergency,Part_R9,F92,System error occurred due to component failure
JOB00112773,CUST00121060,2026-07-17,Emergency,Part_F0,F73,System error occurred due to component failure
JOB00112774,CUST00121061,2026-07-20,Emergency,Part_M10,F53,System error occurred due to component failure
JOB00112775,CUST00121062,2026-07-19,Emergency,Part_Q11,F73,System error occurred due to component failure
JOB00112776,CUST00121063,2026-07-18,Emergency,Part_F0,F16,System error occurred due to component failure
JOB00112777,CUST00121064,2026-07-20,Emergency,Part_Z17,F53,System error occurred due to component failure
JOB00112778,CUST00121065,2026-07-17,Emergency,Part_F8,F73,System error occurred due to component failure
