pincode,customer_id,epc_rating,current_energy_efficiency,potential_energy_efficiency
PC6752,CUST00172972,F,57,72
PC3214,CUST00253981,D,45,77
PC8863,CUST00050885,B,30,75
PC4915,CUST00167923,B,69,72
PC6838,CUST00241582,G,24,94
PC3849,CUST00232271,B,52,67
PC8005,CUST00061948,D,33,73
PC4816,CUST00098952,G,21,61
PC4398,CUST00094831,C,36,57
PC2262,CUST00072579,D,66,52
PC6475,CUST00231576,F,99,79
PC8631,CUST00133172,D,87,68
PC4860,CUST00064453,D,79,71
PC1282,CUST00176799,B,64,63
PC3932,CUST00225257,E,91,68
PC6282,CUST00064711,B,49,54
PC8460,CUST00044248,C,59,97
PC6350,CUST00029336,C,71,77
PC8642,CUST00235890,G,7,86
PC8088,CUST00072397,E,81,73
PC1384,CUST00105491,C,94,98
PC3102,CUST00263635,F,35,79
PC5141,CUST00151061,B,90,91
PC6942,CUST00098984,D,53,89
PC3211,CUST00211680,E,29,55
PC3713,CUST00226654,A,40,53
PC2693,CUST00190656,E,98,85
PC8709,CUST00207280,G,33,68
PC9724,CUST00009934,D,2,84
PC2875,CUST00143089,D,73,75
PC1431,CUST00156833,F,87,53
PC5800,CUST00060437,E,36,89
PC4646,CUST00081605,B,76,51
PC8594,CUST00105314,A,72,92
PC9324,CUST00046551,C,19,65
PC8511,CUST00254835,F,76,55
PC5426,CUST00190406,G,3,64
PC1565,CUST00002992,D,34,62
PC8720,CUST00013293,D,14,97
PC7348,CUST00219601,G,76,70
PC9812,CUST00090041,D,55,85
PC4270,CUST00169767,G,53,52
PC8720,CUST00178438,B,25,52
PC9877,CUST00268276,F,15,76
PC9103,CUST00187590,C,25,97
PC6744,CUST00020533,F,43,50
PC6472,CUST00253625,D,23,57
PC6294,CUST00118919,A,52,52
PC3842,CUST00020723,B,46,52
PC8898,CUST00209857,F,37,60
PC7231,CUST00002322,D,23,75
PC9035,CUST00134528,A,34,79
PC7501,CUST00081098,D,67,62
PC1117,CUST00042448,D,20,82
PC7663,CUST00152762,G,97,87
PC9192,CUST00084584,E,54,84
PC5099,CUST00193655,F,95,51
PC7292,CUST00030123,E,65,96
PC1493,CUST00172843,D,12,50
PC7032,CUST00057423,A,74,74
PC3396,CUST00060476,F,79,95
PC1552,CUST00184011,A,50,98
PC1863,CUST00040047,D,67,96
PC4524,CUST00106866,C,48,97
PC9651,CUST00037546,D,68,93
PC5875,CUST00006035,G,81,77
PC3371,CUST00259283,E,95,59
PC1970,CUST00007416,F,60,76
PC6629,CUST00050708,C,34,74
PC4975,CUST00006643,E,87,56
PC6865,CUST00005931,G,63,55
PC1857,CUST00220327,F,32,61
PC2185,CUST00222607,D,61,66
PC7159,CUST00242414,D,46,80
PC8961,CUST00072670,D,63,63
PC2218,CUST00086234,D,81,78
PC9806,CUST00057287,F,67,86
PC9169,CUST00201933,B,30,65
PC6402,CUST00093985,F,65,97
PC7665,CUST00049703,C,68,88
PC4620,CUST00015395,B,87,89
PC3784,CUST00070074,D,43,92
PC9820,CUST00207473,C,86,64
PC9191,CUST00233878,E,95,57
PC3646,CUST00164264,D,1,97
PC4360,CUST00175455,A,59,75
PC7503,CUST00195271,E,85,98
PC3734,CUST00151718,E,93,80
PC1475,CUST00268830,F,65,81
PC2815,CUST00191326,G,6,73
PC1860,CUST00024980,B,65,68
PC7994,CUST00009392,F,10,72
PC2197,CUST00217193,D,48,76
PC5733,CUST00107124,D,71,81
PC4219,CUST00235079,E,23,80
PC7412,CUST00138737,D,59,53
PC9365,CUST00069872,E,97,57
PC9469,CUST00005853,F,4,85
PC6426,CUST00007659,G,64,61
PC1370,CUST00185358,F,88,53
PC7792,CUST00206786,B,50,64
PC2452,CUST00040828,E,77,72
PC7662,CUST00207588,G,5,84
PC4172,CUST00075712,F,26,91
PC2089,CUST00052879,F,13,61
PC7260,CUST00010504,E,31,71
PC9658,CUST00122202,D,87,85
PC6692,CUST00165399,B,11,50
PC5174,CUST00141146,F,83,80
PC8869,CUST00236793,E,7,96
PC2847,CUST00072479,G,59,85
PC5387,CUST00158433,A,50,87
PC1027,CUST00236192,C,34,58
PC1506,CUST00050852,E,87,53
PC6383,CUST00262171,G,9,77
PC9430,CUST00227002,F,62,77
PC7833,CUST00038789,C,50,56
PC8405,CUST00210279,C,26,79
PC9089,CUST00123011,A,96,60
PC5379,CUST00127394,C,40,77
PC1004,CUST00072255,E,90,79
PC3420,CUST00073004,B,46,69
PC5644,CUST00017015,B,13,84
PC6855,CUST00075250,F,32,96
PC7442,CUST00097040,B,8,78
PC9452,CUST00251174,D,95,73
PC9226,CUST00037337,G,22,72
PC5282,CUST00161408,A,12,62
PC1554,CUST00164078,E,20,64
PC3368,CUST00131428,C,18,85
PC9873,CUST00142482,G,42,51
PC4468,CUST00022293,C,96,53
PC5892,CUST00059484,C,26,76
PC3669,CUST00081291,F,22,93
PC1595,CUST00069517,F,16,89
PC3895,CUST00070116,C,33,62
PC2310,CUST00234652,A,56,78
PC1493,CUST00181225,D,26,62
PC7128,CUST00014230,F,65,81
PC7650,CUST00224900,C,87,97
PC1226,CUST00029487,E,96,60
PC7849,CUST00073516,B,83,88
PC4541,CUST00091984,G,90,85
PC2658,CUST00002359,A,30,86
PC3920,CUST00074847,G,67,80
PC2636,CUST00105154,B,26,50
PC1100,CUST00082984,A,17,73
PC5530,CUST00162548,A,1,91
PC3828,CUST00243042,B,28,88
PC1823,CUST00122139,F,96,50
PC3164,CUST00073107,C,6,50
PC7178,CUST00097882,F,67,86
PC3001,CUST00128343,A,36,61
PC5279,CUST00230310,G,62,61
PC3006,CUST00068421,E,93,62
PC6745,CUST00066664,B,74,92
PC2045,CUST00240184,F,10,50
PC3684,CUST00254925,F,63,52
PC3538,CUST00063270,C,58,69
PC1379,CUST00260133,F,99,79
PC4293,CUST00235466,C,72,63
PC5266,CUST00267603,A,87,62
PC4227,CUST00077841,F,20,95
PC7348,CUST00263910,F,96,76
PC3376,CUST00068386,B,40,51
PC7102,CUST00040273,E,58,79
PC6366,CUST00106740,F,82,54
PC3499,CUST00174005,B,46,96
PC1082,CUST00006542,D,7,70
PC5848,CUST00239416,E,92,67
PC8732,CUST00170137,G,86,74
PC2567,CUST00097395,E,45,55
PC8834,CUST00130831,G,90,74
PC2803,CUST00250788,E,36,81
PC3673,CUST00019898,D,34,60
PC5752,CUST00203667,E,55,55
PC1848,CUST00034765,F,77,79
PC8705,CUST00091219,F,38,90
PC3329,CUST00091330,G,97,58
PC3211,CUST00110499,E,88,71
PC1080,CUST00165883,G,44,67
PC2016,CUST00171186,F,4,63
PC6211,CUST00191243,A,9,83
PC3799,CUST00101375,D,43,88
PC9842,CUST00268697,E,38,54
PC9672,CUST00098106,C,97,76
PC3339,CUST00138928,B,36,86
PC9387,CUST00066505,D,5,94
PC2376,CUST00141506,B,83,53
PC4852,CUST00128228,D,64,69
PC8141,CUST00190746,D,31,97
PC3755,CUST00126956,A,7,57
PC7533,CUST00112714,G,19,53
PC4798,CUST00087345,E,71,85
PC9261,CUST00181942,F,48,98
PC1774,CUST00260113,E,41,72
PC6491,CUST00253006,E,55,99
PC3824,CUST00025970,F,18,67
PC1551,CUST00165587,D,22,74
PC5871,CUST00211142,G,28,78
PC1093,CUST00222423,A,81,71
PC6437,CUST00071854,E,58,50
PC4042,CUST00170717,A,17,55
PC6771,CUST00076137,A,31,71
PC6225,CUST00012167,C,2,94
PC1931,CUST00021162,B,8,75
PC2636,CUST00156832,E,33,65
PC7616,CUST00162019,D,89,70
PC9588,CUST00042398,A,9,61
PC4836,CUST00041121,G,74,88
PC1755,CUST00135747,D,36,87
PC7541,CUST00028142,B,50,60
PC4245,CUST00144968,A,16,67
PC7878,CUST00019688,G,9,53
PC1645,CUST00245747,G,38,89
PC7504,CUST00000134,B,85,83
PC7695,CUST00198824,D,31,75
PC4035,CUST00177535,B,24,60
PC8891,CUST00085906,E,21,58
PC1851,CUST00022260,D,9,83
PC5958,CUST00146903,A,71,63
PC8189,CUST00203628,C,72,51
PC1120,CUST00174578,A,93,64
PC8541,CUST00207600,E,1,77
PC6456,CUST00111743,D,19,92
PC8613,CUST00251609,D,79,69
PC7898,CUST00055156,A,8,75
PC4521,CUST00238579,E,84,89
PC6072,CUST00006066,G,25,87
PC1568,CUST00168844,E,21,53
PC8887,CUST00225376,F,44,56
PC9263,CUST00065876,D,87,74
PC3367,CUST00051810,E,16,98
PC7885,CUST00047350,A,82,95
PC6940,CUST00094631,D,24,61
PC8562,CUST00222050,D,46,59
PC6016,CUST00108644,C,63,54
PC5293,CUST00266201,E,10,66
PC8719,CUST00088092,G,35,84
PC3517,CUST00200463,C,49,82
PC3162,CUST00216036,E,76,66
PC7173,CUST00016870,D,39,95
PC9202,CUST00190909,G,12,83
PC2310,CUST00170525,C,40,86
PC2662,CUST00006189,G,99,70
PC9228,CUST00077655,E,31,55
PC2930,CUST00083434,B,50,60
PC8399,CUST00176395,D,24,94
PC3094,CUST00175966,A,90,52
PC6826,CUST00062564,C,80,71
PC3902,CUST00092047,F,55,73
PC4456,CUST00219351,G,79,82
PC3903,CUST00135854,C,50,54
PC9066,CUST00213979,A,34,73
PC1967,CUST00212684,C,96,52
PC5817,CUST00259284,A,82,76
PC4187,CUST00092762,E,98,55
PC6874,CUST00213991,B,29,92
PC9629,CUST00261246,C,39,55
PC4151,CUST00069133,G,1,78
PC4693,CUST00151002,A,68,94
PC3572,CUST00198193,A,50,51
PC8333,CUST00149795,D,59,94
PC8216,CUST00064428,F,11,59
PC9300,CUST00103431,G,20,82
PC8940,CUST00127280,D,83,63
PC3155,CUST00265459,D,14,56
PC2024,CUST00183294,B,20,62
PC9219,CUST00228981,G,71,54
PC1355,CUST00246377,A,43,71
PC7331,CUST00147699,B,28,90
PC6541,CUST00164863,F,61,78
PC2939,CUST00235192,B,46,73
PC6752,CUST00240305,A,64,99
PC3914,CUST00046048,D,22,97
PC8348,CUST00116704,C,10,54
PC8111,CUST00187618,A,6,71
PC2248,CUST00185306,D,54,93
PC2488,CUST00072765,A,28,62
PC3487,CUST00082018,A,70,67
PC6311,CUST00081746,A,55,75
PC9887,CUST00034091,D,2,79
PC5063,CUST00045151,F,99,72
PC7937,CUST00234465,C,16,61
PC4363,CUST00118875,G,89,93
PC2751,CUST00104570,E,37,95
PC1272,CUST00171666,G,22,98
PC4455,CUST00250393,F,32,91
PC8877,CUST00172378,F,83,95
PC5307,CUST00203166,D,45,75
PC9207,CUST00087920,C,69,66
PC5822,CUST00111817,C,62,69
PC1979,CUST00126697,D,74,87
PC4975,CUST00257661,D,5,82
PC1030,CUST00101542,A,36,98
PC8487,CUST00139164,B,97,81
PC2791,CUST00156555,G,91,78
PC5022,CUST00211905,E,25,82
PC9443,CUST00063978,D,5,73
PC2884,CUST00045819,B,48,78
PC6724,CUST00183680,D,22,95
PC2504,CUST00096479,F,18,77
PC9412,CUST00179447,B,73,82
PC5256,CUST00136888,F,21,56
PC4663,CUST00086501,E,86,94
PC8279,CUST00155308,F,19,66
PC7610,CUST00216698,A,69,75
PC7194,CUST00198528,C,56,98
PC2167,CUST00093659,E,92,72
PC7281,CUST00069286,G,76,65
PC8001,CUST00222340,C,27,87
PC5210,CUST00219210,A,91,91
PC3446,CUST00230646,C,63,82
PC4663,CUST00256705,E,13,82
PC4403,CUST00250900,F,29,73
PC5377,CUST00060407,B,6,52
PC6489,CUST00025251,G,35,96
PC3003,CUST00033794,A,91,78
PC7604,CUST00219831,A,65,51
PC2010,CUST00145116,F,6,56
PC1644,CUST00052967,C,47,65
PC3743,CUST00002795,C,48,68
PC5726,CUST00027616,G,91,91
PC9862,CUST00049507,B,62,75
PC6545,CUST00086054,F,6,93
PC7378,CUST00087048,A,6,93
PC1793,CUST00065350,B,57,65
PC8786,CUST00104239,E,3,88
PC2513,CUST00145047,D,91,59
PC1134,CUST00000640,D,75,79
PC2955,CUST00216733,B,80,93
PC3445,CUST00124892,G,87,77
PC6305,CUST00137191,E,52,96
PC6989,CUST00214069,D,27,93
PC4201,CUST00195568,F,12,82
PC4409,CUST00010266,G,12,89
PC8665,CUST00041499,G,78,58
PC4549,CUST00146853,G,29,57
PC9660,CUST00054880,B,10,72
PC6121,CUST00226081,D,12,90
PC8054,CUST00156070,F,36,67
PC2490,CUST00239078,F,75,58
PC3509,CUST00205034,B,22,58
PC6675,CUST00178483,B,80,90
PC4277,CUST00258096,A,89,62
PC4746,CUST00139910,E,49,59
PC8394,CUST00044442,C,16,98
PC7620,CUST00142544,A,16,93
PC1906,CUST00189122,D,39,87
PC4491,CUST00047984,E,29,60
PC6298,CUST00200892,C,73,77
PC4720,CUST00202739,F,37,93
PC6802,CUST00209332,B,9,75
PC2579,CUST00082208,G,94,60
PC5058,CUST00259713,B,48,51
PC3279,CUST00010831,G,73,85
PC2938,CUST00027231,C,97,98
PC4315,CUST00180504,D,39,53
PC5257,CUST00204985,D,73,82
PC2267,CUST00020197,C,18,80
PC8788,CUST00106069,A,13,75
PC4040,CUST00132065,E,24,72
PC6269,CUST00120346,B,10,63
PC2359,CUST00176681,C,99,56
PC2253,CUST00230017,A,1,69
PC2400,CUST00150940,C,95,83
PC6951,CUST00246562,G,98,58
PC9511,CUST00199993,F,80,78
PC4909,CUST00075660,C,20,75
PC8300,CUST00119607,E,30,88
PC6687,CUST00085721,G,71,61
PC5728,CUST00206913,E,90,74
PC5595,CUST00048096,C,98,94
PC1849,CUST00133709,C,85,83
PC3598,CUST00045183,F,75,55
PC4758,CUST00198472,B,93,84
PC8404,CUST00206605,F,46,74
PC1314,CUST00199175,E,66,51
PC8614,CUST00088512,F,82,92
PC2294,CUST00124593,D,75,96
PC3096,CUST00253768,G,10,83
PC2286,CUST00219756,E,31,66
PC4750,CUST00096893,G,32,76
PC7430,CUST00031643,C,66,71
PC5742,CUST00271099,C,13,94
PC8290,CUST00064455,B,54,68
PC4951,CUST00160820,G,54,88
PC5833,CUST00235043,C,40,55
PC8787,CUST00182765,E,3,60
PC7872,CUST00048224,G,29,91
PC3145,CUST00036866,E,42,97
PC7606,CUST00143486,D,67,81
PC9592,CUST00111497,E,36,95
PC9725,CUST00183837,D,81,81
PC1412,CUST00178452,G,71,78
PC3043,CUST00005509,G,76,89
PC2462,CUST00210379,G,82,77
PC7442,CUST00101320,G,88,51
PC2734,CUST00062436,E,75,63
PC4118,CUST00032391,G,94,59
PC1632,CUST00087463,G,52,59
PC1972,CUST00132210,C,57,73
PC9016,CUST00055814,D,86,91
PC9390,CUST00134982,E,33,90
PC2215,CUST00064347,E,47,57
PC6368,CUST00035615,C,78,83
PC8045,CUST00208346,D,6,70
PC3906,CUST00219056,C,62,73
PC9256,CUST00208327,C,79,80
PC8992,CUST00087960,A,98,70
PC4338,CUST00144887,A,15,52
PC6225,CUST00250061,A,16,67
PC2697,CUST00105716,C,42,71
PC6870,CUST00263220,F,24,52
PC1548,CUST00197488,F,69,88
PC5511,CUST00094207,D,49,95
PC5365,CUST00185449,E,6,93
PC1776,CUST00022702,B,76,53
PC8417,CUST00148201,A,23,55
PC1292,CUST00160290,G,95,72
PC2114,CUST00196195,F,77,95
PC7891,CUST00070831,B,74,67
PC8307,CUST00071291,E,50,58
PC3462,CUST00254821,D,4,65
PC2871,CUST00016414,F,4,80
PC8228,CUST00033484,A,37,86
PC4273,CUST00140295,G,23,70
PC6023,CUST00218297,D,58,73
PC5305,CUST00231482,A,61,74
PC2283,CUST00030016,G,20,94
PC6760,CUST00010652,G,18,81
PC4234,CUST00271287,A,68,70
PC9467,CUST00152229,C,70,66
PC5412,CUST00212880,G,18,53
PC1605,CUST00111778,D,73,93
PC1716,CUST00272013,C,85,76
PC2178,CUST00115898,G,46,69
PC5361,CUST00097203,F,93,53
PC1434,CUST00218638,F,24,82
PC5723,CUST00124201,A,29,99
PC2654,CUST00192383,F,6,94
PC9338,CUST00244102,G,50,86
PC2458,CUST00047905,G,82,93
PC3142,CUST00016324,C,77,55
PC9437,CUST00208225,F,61,74
PC9273,CUST00221808,A,19,57
PC1895,CUST00252431,D,93,83
PC5206,CUST00196415,G,26,80
PC2443,CUST00261108,E,23,54
PC2900,CUST00193359,A,46,74
PC1092,CUST00181282,E,15,65
PC9912,CUST00241426,F,83,79
PC3234,CUST00153674,B,40,98
PC1484,CUST00182523,C,87,91
PC6948,CUST00167827,E,33,71
PC5600,CUST00148490,F,57,80
PC2730,CUST00128505,F,26,77
PC2571,CUST00034616,E,92,84
PC2555,CUST00165833,D,16,76
PC9224,CUST00137006,F,70,89
PC3818,CUST00229923,B,76,98
PC5673,CUST00246486,F,11,66
PC7166,CUST00024692,F,32,81
PC2739,CUST00039307,C,73,73
PC6850,CUST00190115,B,76,75
PC7880,CUST00087603,A,69,78
PC1475,CUST00129707,C,97,86
PC3507,CUST00135333,F,47,61
PC1679,CUST00084112,A,27,97
PC8500,CUST00062961,G,79,87
PC9087,CUST00034582,E,57,68
PC6138,CUST00225762,E,86,70
PC6791,CUST00032341,D,41,70
PC9418,CUST00116188,F,5,65
PC5774,CUST00024370,F,32,92
PC2974,CUST00096055,D,75,99
PC3998,CUST00140512,C,37,74
PC6737,CUST00219752,F,90,97
PC1615,CUST00110954,D,24,68
PC7792,CUST00225517,A,97,61
PC3121,CUST00127561,F,43,92
PC8244,CUST00063360,F,99,68
PC7342,CUST00170360,C,62,76
PC8788,CUST00125848,G,38,95
PC2032,CUST00015094,B,22,72
PC8223,CUST00086647,B,67,67
PC3399,CUST00173175,D,50,57
PC7478,CUST00118967,G,69,99
PC1968,CUST00038419,D,10,86
PC4643,CUST00225460,D,66,58
PC1229,CUST00270009,A,76,56
PC9925,CUST00236158,D,89,87
PC3102,CUST00172696,F,41,67
PC3532,CUST00256882,D,49,91
PC6594,CUST00267658,G,2,82
PC5476,CUST00141081,B,40,80
PC8185,CUST00108841,C,80,99
PC6283,CUST00113806,E,25,70
PC2058,CUST00088342,A,25,84
PC4869,CUST00144811,A,16,63
PC9330,CUST00269786,A,6,50
PC8183,CUST00217735,D,25,82
PC2768,CUST00126556,F,76,82
PC1749,CUST00105030,F,42,93
PC6362,CUST00198306,D,12,61
PC2198,CUST00256796,F,29,93
PC7443,CUST00025996,A,97,86
PC6012,CUST00036461,B,97,52
PC4468,CUST00182507,G,2,53
PC2101,CUST00119152,C,70,80
PC7432,CUST00072927,G,57,96
PC7716,CUST00053225,C,87,83
PC9989,CUST00091517,F,53,97
PC2594,CUST00032702,D,43,72
PC7661,CUST00030757,F,84,79
PC9153,CUST00233237,G,44,71
PC1168,CUST00060668,F,16,62
PC1469,CUST00142160,B,55,75
PC8174,CUST00251993,D,32,59
PC7699,CUST00116702,B,68,96
PC1862,CUST00027357,D,90,83
PC2251,CUST00132763,F,98,76
PC8418,CUST00263990,F,90,96
PC9663,CUST00169874,E,36,90
PC8717,CUST00036699,B,10,58
PC3389,CUST00111777,B,21,67
PC1966,CUST00203389,G,42,75
PC1145,CUST00256469,G,25,65
PC1948,CUST00040778,B,63,52
PC3033,CUST00035280,F,4,87
PC4691,CUST00204742,C,34,79
PC2626,CUST00126939,A,26,91
PC7592,CUST00203626,F,88,53
PC3584,CUST00204049,D,99,88
PC8431,CUST00161206,C,40,75
PC1647,CUST00050230,B,30,73
PC8823,CUST00197745,G,39,93
PC2746,CUST00049748,F,5,89
PC6272,CUST00165301,B,73,79
PC3038,CUST00029821,E,73,80
PC7154,CUST00081202,B,39,85
PC1030,CUST00146298,C,22,82
PC7359,CUST00082536,E,29,59
PC2021,CUST00134293,D,47,77
PC9419,CUST00129421,D,65,94
PC5913,CUST00201389,A,26,96
PC7012,CUST00264248,D,37,74
PC5796,CUST00223057,B,53,82
PC9505,CUST00186533,F,2,66
PC1055,CUST00115203,D,14,51
PC5051,CUST00161186,F,16,51
PC7122,CUST00153319,F,99,81
PC4412,CUST00228697,A,74,79
PC3337,CUST00060803,G,21,95
PC8891,CUST00189760,E,87,69
PC3575,CUST00223162,F,36,53
PC2571,CUST00051930,F,15,73
PC1354,CUST00225152,G,19,91
PC4952,CUST00015255,D,75,99
PC1384,CUST00157287,C,33,79
PC5209,CUST00069428,D,81,64
PC3124,CUST00085668,B,79,93
PC8262,CUST00114949,A,1,64
PC5930,CUST00248248,B,93,85
PC3331,CUST00229961,C,85,75
PC7689,CUST00167172,C,60,97
PC5517,CUST00122194,D,29,71
PC3713,CUST00015952,E,32,78
PC9758,CUST00050770,G,86,99
PC6974,CUST00093746,C,15,53
PC8903,CUST00247468,A,11,59
PC5620,CUST00156874,E,62,83
PC7765,CUST00199565,D,82,60
PC6573,CUST00210587,B,17,51
PC4014,CUST00063891,G,26,77
PC1000,CUST00001858,C,55,72
PC6361,CUST00137985,B,62,51
PC7598,CUST00080006,C,27,93
PC1678,CUST00266818,C,91,55
PC6995,CUST00062875,D,97,60
PC3131,CUST00198468,A,50,51
PC8398,CUST00112792,D,41,66
PC3629,CUST00040019,A,9,50
PC2306,CUST00110503,B,62,53
PC1659,CUST00037006,D,3,84
PC9389,CUST00195401,D,28,72
PC8255,CUST00024581,A,47,89
PC7854,CUST00066991,F,15,95
PC5412,CUST00214189,B,81,77
PC4418,CUST00221023,G,59,87
PC1162,CUST00224396,D,17,65
PC5674,CUST00205458,C,99,91
PC7278,CUST00235887,C,71,53
PC6508,CUST00106942,G,41,99
PC8687,CUST00072156,A,27,94
PC8863,CUST00180834,A,34,55
PC2400,CUST00181619,C,92,65
PC6122,CUST00233398,G,86,57
PC4596,CUST00104410,C,61,88
PC8322,CUST00197340,G,53,79
PC8458,CUST00207057,E,38,80
PC3253,CUST00106380,C,63,85
PC7071,CUST00126314,D,85,81
PC9426,CUST00116859,E,62,92
PC3342,CUST00036080,E,77,50
PC3410,CUST00215894,D,96,75
PC8219,CUST00224535,F,82,75
PC8649,CUST00159624,F,9,77
PC6523,CUST00073998,B,33,83
PC7732,CUST00241857,D,61,84
PC1566,CUST00083480,D,24,57
PC6803,CUST00229504,E,99,59
PC1768,CUST00208243,E,62,88
PC2702,CUST00148676,C,53,53
PC7704,CUST00188460,C,98,52
PC9169,CUST00081154,G,4,78
PC3657,CUST00182433,E,56,51
PC7805,CUST00258266,C,9,79
PC9586,CUST00138025,D,82,66
PC6635,CUST00133977,G,65,97
PC6170,CUST00207756,G,36,64
PC3339,CUST00032842,A,65,66
PC8830,CUST00253874,D,95,55
PC8429,CUST00209602,F,17,55
PC8635,CUST00007562,G,28,82
PC6689,CUST00167271,G,5,83
PC8554,CUST00079861,E,32,76
PC3946,CUST00032571,C,71,64
PC1175,CUST00252302,C,17,83
PC1626,CUST00263558,C,49,66
PC6562,CUST00083985,D,77,53
PC2552,CUST00064028,B,80,69
PC8200,CUST00121796,B,7,96
PC3981,CUST00268600,D,94,99
PC1066,CUST00012653,D,3,84
PC4839,CUST00189920,C,99,64
PC7566,CUST00049346,A,33,90
PC1055,CUST00132760,F,4,60
PC5526,CUST00086677,C,75,61
PC1687,CUST00210066,F,56,60
PC9313,CUST00216096,B,4,79
PC7689,CUST00081832,A,67,61
PC2924,CUST00157978,D,85,75
PC3028,CUST00073350,F,60,73
PC7119,CUST00229490,A,51,81
PC8881,CUST00060612,E,93,98
PC4230,CUST00193196,E,37,68
PC4117,CUST00085212,G,90,54
PC4279,CUST00203797,E,15,60
PC1675,CUST00116346,C,88,89
PC1694,CUST00157381,D,43,51
PC2068,CUST00150514,F,99,86
PC5235,CUST00235930,F,15,71
PC3860,CUST00073380,B,38,88
PC2768,CUST00021480,G,14,52
PC8183,CUST00058812,D,68,71
PC5163,CUST00198553,A,7,89
PC3995,CUST00084328,F,20,85
PC5678,CUST00080253,C,8,88
PC1706,CUST00116230,C,75,55
PC4919,CUST00028549,B,47,51
PC7447,CUST00057493,A,2,91
PC2425,CUST00256671,C,11,99
PC9815,CUST00039339,G,1,96
PC7298,CUST00173729,A,53,72
PC9943,CUST00135501,B,39,97
PC1457,CUST00195327,B,10,67
PC1662,CUST00126179,F,76,98
PC2720,CUST00164479,B,9,97
PC3470,CUST00092874,B,11,85
PC3601,CUST00185690,B,71,73
PC3121,CUST00129865,C,4,56
PC5974,CUST00025208,B,59,89
PC6587,CUST00026094,B,92,84
PC9129,CUST00230156,G,11,88
PC3448,CUST00092295,G,56,54
PC2356,CUST00169867,C,43,91
PC7747,CUST00099633,E,32,78
PC1956,CUST00047487,F,77,92
PC2130,CUST00002149,D,79,71
PC4706,CUST00135075,F,70,72
PC5244,CUST00254398,A,2,83
PC7108,CUST00252127,E,98,98
PC2603,CUST00140187,G,66,82
PC8420,CUST00160116,F,25,53
PC2885,CUST00000087,C,98,77
PC7081,CUST00173932,B,58,50
PC4321,CUST00237669,E,72,98
PC1152,CUST00200815,A,50,69
PC5370,CUST00045803,C,55,88
PC6820,CUST00244937,D,42,87
PC7997,CUST00209613,F,33,92
PC2079,CUST00219340,F,8,96
PC7586,CUST00133399,F,52,91
PC1578,CUST00184783,E,68,74
PC5917,CUST00111799,D,59,75
PC6503,CUST00193901,C,90,62
PC2353,CUST00123231,E,11,55
PC9147,CUST00149802,E,72,52
PC8556,CUST00162177,A,56,76
PC2054,CUST00176568,E,12,75
PC7680,CUST00122968,F,46,84
PC8973,CUST00199655,F,58,94
PC2906,CUST00021049,C,65,60
PC8683,CUST00183899,E,95,58
PC9440,CUST00086307,C,67,65
PC8827,CUST00045496,A,3,54
PC9188,CUST00256346,A,6,95
PC9676,CUST00082776,G,50,87
PC9189,CUST00095926,D,97,91
PC4887,CUST00172172,F,68,51
PC8820,CUST00028263,C,74,56
PC1450,CUST00114351,C,41,53
PC5372,CUST00239170,F,5,87
PC1497,CUST00028150,D,61,89
PC6700,CUST00043145,E,13,80
PC7651,CUST00228511,C,35,91
PC8107,CUST00196554,A,6,98
PC9341,CUST00271259,D,29,95
PC3820,CUST00037096,C,73,54
PC1395,CUST00140982,E,92,96
PC2915,CUST00199569,E,34,53
PC2600,CUST00181849,E,64,98
PC9755,CUST00004788,G,26,76
PC3658,CUST00078601,B,32,74
PC8398,CUST00226185,F,32,86
PC6756,CUST00126752,G,87,58
PC8165,CUST00135377,B,84,81
PC3640,CUST00092779,F,61,86
PC4076,CUST00150486,C,21,77
PC3222,CUST00042039,A,29,83
PC7469,CUST00190765,C,31,69
PC2866,CUST00026674,E,32,71
PC8433,CUST00081089,B,18,83
PC6296,CUST00090824,A,62,91
PC3612,CUST00011534,A,91,79
PC7909,CUST00148173,C,86,88
PC5600,CUST00124178,D,89,78
PC9716,CUST00200522,D,51,67
PC9097,CUST00016103,B,24,79
PC7316,CUST00103423,C,22,53
PC8650,CUST00172645,G,89,97
PC1412,CUST00050404,E,41,88
PC5839,CUST00140876,C,25,56
PC8239,CUST00167085,D,60,64
PC2591,CUST00145947,F,19,68
PC7208,CUST00015716,F,60,50
PC2749,CUST00251710,F,87,72
PC7766,CUST00254728,B,95,92
PC9855,CUST00210491,B,3,52
PC5429,CUST00179860,C,76,76
PC7280,CUST00058310,D,24,90
PC5154,CUST00159718,E,89,94
PC1778,CUST00000055,C,23,70
PC6998,CUST00207986,A,24,86
PC3286,CUST00154272,A,24,70
PC4623,CUST00068044,C,74,59
PC9968,CUST00048826,G,19,97
PC9431,CUST00161582,E,4,51
PC1689,CUST00182659,E,15,82
PC7206,CUST00064968,B,66,79
PC5388,CUST00074247,C,39,66
PC7984,CUST00013328,C,87,95
PC9828,CUST00105687,C,6,88
PC3784,CUST00234845,A,77,60
PC3473,CUST00246722,G,9,94
PC6046,CUST00129994,B,1,77
PC3343,CUST00116043,B,62,84
PC3327,CUST00243934,G,45,78
PC5839,CUST00211073,G,2,52
PC9513,CUST00258182,A,68,63
PC3935,CUST00236129,B,82,70
PC7492,CUST00100607,E,23,54
PC5501,CUST00138606,C,42,92
PC7575,CUST00061189,B,47,72
