customer_id,property_type,number_of_floors,rooms,have_gas_pipeline,external_or_internal_electricity_source,property_built_date
CUST00085358,Flat,1,3,No,Grid + Solar,1996-09-28
CUST00227143,Detached,1,4,Yes,Company Provided,1993-09-08
CUST00247899,Flat,2,2,No,Solar,2012-02-19
CUST00122455,Bungalow,2,2,Yes,Company Provided,1998-01-29
CUST00120446,Detached,2,5,No,Solar,1977-09-10
CUST00258318,Terraced,1,7,Yes,Solar,1994-10-13
CUST00192255,Flat,2,2,Yes,Company Provided,2012-11-19
CUST00233744,Detached,2,3,No,Grid + Solar,1982-12-25
CUST00050002,Terraced,3,6,No,Company Provided,2001-08-27
CUST00096113,Terraced,1,4,Yes,Grid + Solar,1988-06-19
CUST00108820,Semi-Detached,1,7,No,Grid + Solar,1975-04-12
CUST00141738,Detached,3,6,Yes,Solar,1984-12-12
CUST00165411,Detached,3,5,Yes,Company Provided,2019-11-20
CUST00254495,Terraced,1,4,Yes,Company Provided,1995-06-21
CUST00007095,Terraced,1,2,No,Grid + Solar,2004-09-15
CUST00040770,Flat,3,5,No,Company Provided,1991-03-28
CUST00081967,Bungalow,3,2,No,Company Provided,2006-10-16
CUST00244391,Bungalow,3,2,Yes,Solar,2009-01-27
CUST00246017,Bungalow,2,7,No,Company Provided,1979-08-09
CUST00151958,Detached,1,4,No,Solar,2004-11-28
CUST00128780,Flat,1,7,No,Grid + Solar,2018-05-07
CUST00102703,Flat,2,6,No,Company Provided,1979-11-14
CUST00074789,Bungalow,3,4,No,Company Provided,2013-04-28
CUST00085045,Flat,2,2,No,Grid + Solar,2001-09-01
CUST00216829,Detached,1,3,Yes,Solar,1985-04-23
CUST00267251,Semi-Detached,2,7,Yes,Grid + Solar,1998-01-04
CUST00227857,Flat,3,3,Yes,Solar,2011-02-12
CUST00127527,Terraced,3,4,Yes,Grid + Solar,1983-11-01
CUST00071217,Semi-Detached,1,7,No,Company Provided,1988-10-16
CUST00151048,Flat,3,6,No,Grid + Solar,1997-03-12
CUST00236472,Terraced,1,3,No,Solar,2018-05-18
CUST00045731,Detached,2,3,No,Solar,1973-04-14
CUST00063051,Terraced,1,5,Yes,Company Provided,2011-02-07
CUST00118699,Flat,1,3,Yes,Solar,1976-09-23
CUST00056703,Semi-Detached,3,2,Yes,Grid + Solar,2001-07-26
CUST00210782,Semi-Detached,3,3,Yes,Grid + Solar,1996-05-11
CUST00236319,Bungalow,3,6,No,Grid + Solar,2003-11-29
CUST00230809,Detached,1,2,No,Company Provided,1972-08-26
CUST00268210,Semi-Detached,3,3,Yes,Solar,1981-01-18
CUST00019929,Flat,2,2,No,Grid + Solar,2001-07-25
CUST00130033,Flat,3,2,Yes,Grid + Solar,1979-10-18
CUST00271961,Flat,1,3,No,Company Provided,1983-07-06
CUST00062097,Detached,2,4,Yes,Grid + Solar,2018-03-05
CUST00093322,Semi-Detached,2,7,Yes,Company Provided,1976-09-19
CUST00040026,Detached,2,3,Yes,Solar,1980-07-01
CUST00108035,Flat,1,7,No,Solar,1989-08-05
CUST00174486,Terraced,1,6,No,Solar,2006-05-22
CUST00222474,Flat,1,4,Yes,Company Provided,1995-09-21
CUST00027176,Detached,2,3,Yes,Grid + Solar,1980-12-09
CUST00155881,Flat,2,3,Yes,Solar,1975-01-29
CUST00182176,Terraced,3,6,Yes,Grid + Solar,1980-03-28
CUST00235169,Terraced,2,7,Yes,Grid + Solar,1998-06-19
CUST00057599,Bungalow,1,7,No,Grid + Solar,1980-04-09
CUST00145967,Semi-Detached,3,3,No,Solar,1983-04-08
CUST00222077,Terraced,2,5,Yes,Grid + Solar,1971-04-20
CUST00205996,Bungalow,1,6,Yes,Solar,2002-03-08
CUST00041379,Detached,2,3,Yes,Solar,2008-11-04
CUST00009229,Semi-Detached,2,6,No,Grid + Solar,1991-12-07
CUST00076792,Terraced,3,5,Yes,Company Provided,1991-11-10
CUST00051223,Bungalow,1,5,No,Grid + Solar,1999-11-11
CUST00204252,Detached,1,4,Yes,Company Provided,1999-11-07
CUST00149841,Semi-Detached,1,5,Yes,Company Provided,2003-01-10
CUST00029477,Flat,1,3,Yes,Solar,2006-01-12
CUST00196323,Bungalow,1,3,Yes,Company Provided,1974-01-14
CUST00237561,Semi-Detached,2,2,Yes,Company Provided,1973-04-02
CUST00252284,Detached,3,3,No,Company Provided,1978-03-26
CUST00156162,Semi-Detached,2,3,No,Grid + Solar,1999-11-30
CUST00147991,Bungalow,1,2,Yes,Solar,1981-05-23
CUST00099281,Bungalow,1,4,Yes,Grid + Solar,1972-05-14
CUST00175965,Flat,1,4,No,Solar,1990-10-06
CUST00003854,Detached,3,4,No,Grid + Solar,1997-06-06
CUST00215606,Detached,1,2,Yes,Solar,2005-03-28
CUST00268576,Terraced,2,5,Yes,Solar,1988-11-12
CUST00086741,Flat,2,4,No,Grid + Solar,1977-07-25
CUST00201375,Flat,1,3,No,Solar,1975-07-22
CUST00018025,Semi-Detached,1,4,No,Solar,2009-06-19
CUST00184382,Semi-Detached,2,4,No,Solar,2008-03-27
CUST00099090,Terraced,3,3,Yes,Company Provided,1970-09-25
CUST00178101,Semi-Detached,2,5,No,Solar,1976-04-14
CUST00083528,Detached,3,6,Yes,Grid + Solar,2001-12-17
CUST00187008,Terraced,1,6,No,Grid + Solar,1977-12-09
CUST00071993,Detached,1,4,Yes,Solar,1996-09-03
CUST00045868,Flat,2,5,No,Solar,1977-06-10
CUST00220537,Semi-Detached,2,7,Yes,Grid + Solar,2002-09-04
CUST00123819,Semi-Detached,3,7,No,Solar,1970-10-07
CUST00071063,Terraced,3,6,No,Company Provided,2011-02-09
CUST00032920,Bungalow,3,2,No,Grid + Solar,2002-01-02
CUST00025931,Detached,1,3,No,Solar,2001-02-28
CUST00005989,Detached,3,4,No,Grid + Solar,1979-06-20
CUST00249900,Detached,1,5,No,Grid + Solar,2014-12-23
CUST00247175,Detached,1,5,Yes,Company Provided,2009-01-17
CUST00121115,Flat,2,3,No,Grid + Solar,2017-05-27
CUST00013220,Semi-Detached,1,5,No,Grid + Solar,1988-04-28
CUST00018152,Bungalow,2,3,Yes,Company Provided,2017-06-30
CUST00059644,Terraced,1,3,No,Grid + Solar,1979-05-07
CUST00245436,Flat,2,3,Yes,Solar,2010-11-16
CUST00105815,Flat,2,4,No,Grid + Solar,2009-08-15
CUST00040578,Flat,1,4,Yes,Grid + Solar,2014-10-07
CUST00102763,Flat,2,5,No,Solar,1983-03-31
CUST00062952,Detached,3,7,Yes,Solar,1983-02-26
CUST00208366,Bungalow,1,4,No,Company Provided,1984-03-11
CUST00268782,Detached,2,5,No,Company Provided,2007-09-20
CUST00031686,Terraced,2,6,Yes,Solar,1979-12-09
CUST00117924,Terraced,1,4,No,Company Provided,2003-05-03
CUST00060500,Terraced,1,2,Yes,Company Provided,2012-07-29
CUST00116361,Terraced,3,3,No,Grid + Solar,1991-12-17
CUST00128945,Flat,3,7,Yes,Company Provided,2003-02-08
CUST00252475,Flat,2,3,Yes,Solar,1971-11-22
CUST00212010,Detached,2,5,Yes,Grid + Solar,1973-08-23
CUST00248090,Bungalow,2,7,Yes,Solar,2018-03-26
CUST00025760,Bungalow,3,7,Yes,Solar,2012-05-20
CUST00177614,Detached,1,3,Yes,Solar,1972-05-16
CUST00260903,Semi-Detached,3,2,Yes,Solar,1997-08-23
CUST00084580,Semi-Detached,3,2,No,Grid + Solar,2005-06-19
CUST00002203,Detached,2,5,Yes,Company Provided,1979-10-28
CUST00016953,Flat,1,2,No,Grid + Solar,2014-11-25
CUST00042444,Bungalow,1,7,No,Solar,2000-05-01
CUST00174275,Terraced,2,4,No,Solar,1976-12-19
CUST00033746,Terraced,2,3,Yes,Grid + Solar,2005-12-23
CUST00034240,Detached,2,5,No,Company Provided,1998-03-21
CUST00222346,Detached,2,6,No,Solar,1995-07-27
CUST00145002,Bungalow,3,2,Yes,Company Provided,1995-01-15
CUST00128416,Flat,3,6,Yes,Company Provided,2001-11-23
CUST00218589,Flat,3,3,Yes,Solar,1978-02-20
CUST00003078,Terraced,2,6,No,Grid + Solar,1993-01-30
CUST00031837,Flat,2,5,No,Company Provided,1980-12-14
CUST00062798,Terraced,3,5,No,Grid + Solar,1970-12-26
CUST00241389,Flat,2,5,Yes,Grid + Solar,1972-09-06
CUST00091278,Bungalow,2,5,No,Grid + Solar,1970-05-19
CUST00126933,Bungalow,2,5,No,Grid + Solar,1999-12-27
CUST00162310,Bungalow,1,5,Yes,Solar,1987-08-12
CUST00181261,Flat,1,7,No,Grid + Solar,1984-08-06
CUST00014226,Bungalow,2,4,Yes,Solar,1973-12-17
CUST00040376,Semi-Detached,2,5,Yes,Company Provided,1974-11-10
CUST00117979,Detached,2,5,No,Company Provided,1973-11-27
CUST00041262,Semi-Detached,3,6,No,Company Provided,1984-05-31
CUST00002232,Semi-Detached,2,4,Yes,Company Provided,1972-02-10
CUST00189549,Semi-Detached,2,5,No,Company Provided,1991-12-16
CUST00078950,Semi-Detached,3,6,No,Company Provided,2012-02-07
CUST00255862,Detached,2,5,No,Grid + Solar,2007-12-13
CUST00024129,Flat,2,2,Yes,Grid + Solar,1992-12-13
CUST00248973,Terraced,1,7,Yes,Solar,1999-06-04
CUST00204294,Bungalow,1,7,No,Solar,1998-06-09
CUST00049862,Terraced,3,2,No,Solar,1989-12-24
CUST00254667,Bungalow,1,5,No,Company Provided,1970-11-07
CUST00137129,Terraced,1,6,No,Company Provided,2006-10-07
CUST00271759,Detached,1,2,No,Company Provided,2012-03-16
CUST00141675,Terraced,1,6,No,Solar,1979-01-29
CUST00142597,Bungalow,3,4,Yes,Grid + Solar,2002-07-05
CUST00227342,Detached,1,3,No,Solar,2006-02-27
CUST00039353,Bungalow,1,7,Yes,Grid + Solar,2010-01-25
CUST00095208,Bungalow,1,4,No,Company Provided,1974-10-18
CUST00190081,Detached,1,2,Yes,Company Provided,2015-09-05
CUST00099506,Detached,2,4,No,Grid + Solar,2009-09-07
CUST00059609,Bungalow,3,6,No,Solar,2014-01-25
CUST00010597,Semi-Detached,3,2,No,Company Provided,1983-07-14
CUST00046606,Flat,1,6,No,Solar,1996-12-25
CUST00008912,Semi-Detached,1,4,Yes,Company Provided,2019-05-22
CUST00083153,Bungalow,2,6,Yes,Grid + Solar,2008-03-25
CUST00233712,Flat,2,3,Yes,Grid + Solar,2017-07-22
CUST00026928,Bungalow,1,6,No,Grid + Solar,2016-03-25
CUST00117062,Terraced,2,5,No,Company Provided,1986-08-16
CUST00051999,Flat,2,2,Yes,Grid + Solar,2015-03-20
CUST00121740,Terraced,3,4,Yes,Solar,1995-10-06
CUST00082305,Terraced,2,5,No,Solar,2005-08-17
CUST00114623,Bungalow,1,2,No,Grid + Solar,2002-10-31
CUST00054055,Detached,3,2,Yes,Grid + Solar,1978-10-10
CUST00062192,Detached,1,4,Yes,Solar,2005-02-03
CUST00170269,Flat,3,4,No,Grid + Solar,2011-09-03
CUST00065498,Terraced,1,7,Yes,Solar,2015-05-17
CUST00242299,Semi-Detached,2,4,Yes,Company Provided,1978-09-24
CUST00065853,Semi-Detached,3,2,Yes,Solar,2000-12-23
CUST00092062,Detached,3,2,No,Grid + Solar,2007-03-29
CUST00191513,Detached,1,2,No,Company Provided,2006-09-19
CUST00270253,Detached,1,6,No,Solar,1972-07-14
CUST00181693,Bungalow,3,5,No,Company Provided,2015-12-05
CUST00082142,Terraced,2,4,Yes,Grid + Solar,2011-05-16
CUST00156693,Semi-Detached,3,2,Yes,Company Provided,1979-06-21
CUST00035076,Semi-Detached,2,4,No,Solar,2011-04-02
CUST00060938,Terraced,3,4,No,Company Provided,2018-02-19
CUST00059922,Semi-Detached,2,5,Yes,Company Provided,2004-07-24
CUST00248854,Bungalow,3,5,Yes,Grid + Solar,2016-11-11
CUST00261999,Terraced,1,6,No,Company Provided,1977-05-23
CUST00212913,Terraced,3,7,Yes,Company Provided,2019-04-14
CUST00236533,Bungalow,3,5,No,Grid + Solar,1988-12-11
CUST00216916,Bungalow,3,4,Yes,Grid + Solar,1977-04-06
CUST00007616,Semi-Detached,1,5,Yes,Solar,1992-05-07
CUST00155796,Detached,3,3,Yes,Grid + Solar,1990-11-03
CUST00002980,Terraced,2,4,Yes,Solar,2004-07-07
CUST00168991,Detached,2,2,Yes,Solar,2004-01-12
CUST00182164,Bungalow,1,5,Yes,Company Provided,1975-03-21
CUST00150540,Detached,3,3,Yes,Grid + Solar,2012-04-10
CUST00167381,Semi-Detached,2,5,Yes,Solar,2007-03-08
CUST00142026,Bungalow,2,3,No,Solar,2017-02-15
CUST00007365,Terraced,2,3,No,Company Provided,2018-05-28
CUST00181905,Flat,3,7,Yes,Solar,1999-07-19
CUST00082538,Terraced,2,6,No,Solar,1987-09-11
CUST00075912,Flat,1,3,No,Company Provided,1984-05-09
CUST00155622,Semi-Detached,1,3,Yes,Solar,1989-04-14
CUST00142036,Semi-Detached,1,4,No,Company Provided,2000-05-26
CUST00146582,Detached,3,2,No,Grid + Solar,2013-11-05
CUST00191638,Detached,1,6,Yes,Company Provided,2010-03-17
CUST00237265,Bungalow,1,6,No,Company Provided,1981-11-10
CUST00185775,Terraced,3,3,No,Solar,2006-07-04
CUST00148351,Bungalow,2,4,No,Solar,2007-11-10
CUST00023972,Bungalow,2,7,No,Company Provided,2001-01-27
CUST00049801,Bungalow,3,5,No,Company Provided,2017-10-17
CUST00071145,Detached,3,6,Yes,Grid + Solar,1981-12-17
CUST00125957,Flat,2,4,Yes,Company Provided,2012-08-20
CUST00127368,Semi-Detached,3,3,No,Company Provided,1978-03-22
CUST00077994,Detached,1,2,Yes,Grid + Solar,1983-04-28
CUST00110908,Detached,2,2,No,Company Provided,2018-02-04
CUST00036160,Flat,1,7,Yes,Solar,1971-04-18
CUST00149942,Flat,3,4,Yes,Grid + Solar,1990-10-16
CUST00043159,Detached,2,5,No,Solar,1976-05-02
CUST00006579,Semi-Detached,3,2,No,Solar,1971-02-17
CUST00223711,Flat,2,6,No,Solar,1981-10-22
CUST00090125,Terraced,3,3,Yes,Grid + Solar,1992-04-20
CUST00109399,Bungalow,3,5,Yes,Solar,1982-06-13
CUST00120184,Flat,1,2,No,Grid + Solar,2010-05-02
CUST00140882,Semi-Detached,3,4,Yes,Company Provided,1970-03-03
CUST00130319,Detached,2,3,No,Grid + Solar,1994-05-18
CUST00227586,Detached,1,5,No,Company Provided,2001-07-11
CUST00056066,Detached,1,4,No,Grid + Solar,1983-07-08
CUST00124812,Flat,2,2,Yes,Solar,1992-01-23
CUST00115008,Bungalow,2,6,Yes,Company Provided,1985-02-06
CUST00015024,Flat,1,5,No,Solar,2012-05-08
CUST00029948,Detached,1,2,Yes,Solar,1985-10-17
CUST00182797,Bungalow,3,2,Yes,Company Provided,1991-08-31
CUST00176374,Bungalow,3,4,Yes,Company Provided,1987-10-07
CUST00093260,Flat,3,5,No,Company Provided,1991-04-19
CUST00178041,Semi-Detached,2,2,Yes,Grid + Solar,2010-04-02
CUST00072639,Detached,2,3,No,Solar,1978-03-14
CUST00078515,Flat,1,5,Yes,Grid + Solar,2011-09-03
CUST00217600,Detached,2,3,Yes,Solar,1983-10-01
CUST00164592,Terraced,3,2,Yes,Grid + Solar,2003-10-28
CUST00219013,Detached,3,7,No,Grid + Solar,2002-04-17
CUST00219573,Bungalow,3,6,No,Company Provided,2006-07-31
CUST00239383,Detached,3,6,Yes,Grid + Solar,1979-03-16
CUST00261141,Terraced,2,6,No,Solar,2013-10-26
CUST00154654,Semi-Detached,1,6,No,Company Provided,2017-01-29
CUST00224030,Flat,1,6,No,Solar,1982-08-04
CUST00143238,Detached,1,7,No,Company Provided,2003-05-01
CUST00259156,Bungalow,3,7,No,Company Provided,1997-11-09
CUST00173551,Terraced,2,4,Yes,Solar,1983-06-20
CUST00095891,Semi-Detached,1,6,Yes,Grid + Solar,1998-02-27
CUST00226716,Flat,3,6,Yes,Grid + Solar,2009-10-06
CUST00003844,Terraced,2,4,No,Solar,1995-01-09
CUST00004909,Flat,1,7,Yes,Solar,1999-03-11
CUST00129883,Detached,1,7,Yes,Solar,2010-12-16
CUST00217685,Flat,2,3,No,Solar,2008-05-11
CUST00123923,Flat,2,6,No,Company Provided,2013-06-25
CUST00091268,Terraced,2,4,No,Solar,2011-09-24
CUST00150890,Flat,2,6,No,Solar,1992-04-09
CUST00245686,Semi-Detached,1,6,Yes,Solar,1984-12-15
CUST00087396,Flat,3,6,No,Solar,1982-12-27
CUST00012530,Semi-Detached,3,4,Yes,Company Provided,1978-06-01
CUST00123829,Bungalow,2,6,No,Company Provided,2009-12-26
CUST00213244,Semi-Detached,3,3,No,Company Provided,2005-09-29
CUST00184082,Terraced,3,5,Yes,Solar,1994-02-14
CUST00267735,Bungalow,3,6,No,Grid + Solar,1996-05-14
CUST00253714,Bungalow,2,3,No,Solar,1979-06-21
CUST00037576,Semi-Detached,1,5,Yes,Solar,1970-06-25
CUST00064373,Detached,3,4,Yes,Company Provided,2018-05-19
CUST00217006,Terraced,1,2,No,Solar,2018-12-09
CUST00202735,Flat,1,4,Yes,Solar,2007-10-12
CUST00110968,Terraced,3,4,Yes,Company Provided,1995-09-18
CUST00166370,Detached,1,4,Yes,Solar,1973-07-27
CUST00138999,Terraced,3,5,No,Company Provided,1998-06-12
CUST00045486,Bungalow,2,7,Yes,Company Provided,1996-03-28
CUST00097521,Bungalow,3,6,Yes,Grid + Solar,1985-09-27
CUST00171380,Flat,3,4,No,Grid + Solar,2015-04-28
CUST00124161,Semi-Detached,2,3,Yes,Company Provided,1984-04-19
CUST00016063,Flat,2,2,Yes,Grid + Solar,1973-01-31
CUST00109984,Terraced,1,3,No,Solar,2010-10-29
CUST00093571,Semi-Detached,1,6,No,Grid + Solar,1976-02-20
CUST00088155,Flat,1,2,No,Grid + Solar,2012-06-21
CUST00007161,Detached,1,6,Yes,Company Provided,1982-06-17
CUST00177927,Semi-Detached,2,2,No,Solar,2018-02-12
CUST00176047,Detached,1,6,No,Solar,1976-05-01
CUST00261549,Detached,2,2,No,Grid + Solar,2001-02-13
CUST00006906,Terraced,1,7,No,Grid + Solar,2019-03-20
CUST00011053,Bungalow,2,7,Yes,Company Provided,1972-12-24
CUST00026479,Detached,2,4,No,Grid + Solar,1974-05-11
CUST00032832,Flat,3,2,Yes,Company Provided,1995-05-25
CUST00037069,Terraced,2,7,Yes,Grid + Solar,1990-10-20
CUST00069274,Semi-Detached,3,3,No,Grid + Solar,1982-06-29
CUST00231430,Bungalow,1,6,No,Company Provided,1978-08-25
CUST00244577,Bungalow,3,4,Yes,Solar,1984-07-11
CUST00169602,Flat,1,7,No,Company Provided,2005-02-08
CUST00007503,Bungalow,2,6,No,Grid + Solar,1991-02-03
CUST00155639,Flat,2,4,No,Grid + Solar,2001-02-16
CUST00130207,Semi-Detached,1,6,Yes,Company Provided,1994-04-18
CUST00252428,Terraced,2,4,No,Company Provided,1979-11-03
CUST00092520,Bungalow,3,4,Yes,Grid + Solar,1972-04-07
CUST00147521,Bungalow,2,3,No,Company Provided,1979-02-18
CUST00221028,Bungalow,3,3,Yes,Solar,1978-09-30
CUST00233153,Bungalow,2,3,Yes,Solar,1982-12-05
CUST00171799,Bungalow,2,2,No,Company Provided,1978-02-12
CUST00050146,Detached,2,5,Yes,Company Provided,1970-08-12
CUST00091424,Semi-Detached,1,6,Yes,Grid + Solar,2005-09-18
CUST00078368,Detached,3,2,No,Grid + Solar,1990-06-05
CUST00196140,Bungalow,1,3,Yes,Grid + Solar,1985-07-12
CUST00119553,Semi-Detached,3,3,No,Solar,1985-09-09
CUST00058721,Semi-Detached,3,5,No,Grid + Solar,2012-05-04
CUST00004631,Flat,3,4,Yes,Solar,1993-05-06
CUST00007083,Bungalow,1,3,Yes,Company Provided,1977-12-13
CUST00047474,Detached,2,2,Yes,Grid + Solar,1972-12-27
CUST00139921,Flat,1,3,Yes,Company Provided,1975-09-20
CUST00208396,Terraced,3,6,Yes,Grid + Solar,2003-04-21
CUST00198782,Semi-Detached,3,4,No,Grid + Solar,2010-07-08
CUST00060228,Terraced,2,6,No,Solar,2017-07-17
CUST00245980,Detached,2,7,Yes,Solar,2014-10-06
CUST00181306,Detached,2,2,No,Solar,1971-04-08
CUST00188290,Detached,3,3,Yes,Grid + Solar,2001-12-26
CUST00024450,Semi-Detached,1,2,No,Solar,1979-11-10
CUST00007723,Detached,1,3,No,Grid + Solar,2015-12-03
CUST00139047,Bungalow,2,5,No,Grid + Solar,2019-04-20
CUST00103231,Bungalow,3,7,No,Solar,1984-07-07
CUST00226412,Terraced,2,2,Yes,Solar,1986-11-24
CUST00009966,Flat,3,7,No,Company Provided,2009-05-27
CUST00116092,Semi-Detached,3,4,Yes,Grid + Solar,1982-06-11
CUST00119159,Detached,3,2,No,Company Provided,1992-10-17
CUST00037051,Flat,1,7,No,Company Provided,1973-06-20
CUST00125704,Flat,3,2,Yes,Grid + Solar,2008-06-26
CUST00109586,Flat,1,6,Yes,Grid + Solar,2000-12-04
CUST00062291,Bungalow,3,2,No,Grid + Solar,2006-04-02
CUST00190358,Detached,1,5,No,Company Provided,2012-12-14
CUST00234320,Terraced,2,5,No,Solar,2016-07-27
CUST00257348,Terraced,3,5,Yes,Company Provided,2001-11-12
CUST00212147,Semi-Detached,1,7,No,Grid + Solar,1994-05-05
CUST00025585,Terraced,1,3,No,Grid + Solar,1991-07-26
CUST00209785,Bungalow,3,6,No,Grid + Solar,2008-12-31
CUST00014114,Semi-Detached,2,5,Yes,Solar,2001-09-08
CUST00028179,Semi-Detached,3,4,No,Company Provided,2017-07-12
CUST00006426,Flat,3,6,No,Grid + Solar,2010-06-27
CUST00053552,Bungalow,1,7,No,Solar,1971-03-28
CUST00201624,Semi-Detached,3,4,Yes,Company Provided,1975-10-18
CUST00264985,Bungalow,3,6,Yes,Company Provided,1984-11-07
CUST00135420,Bungalow,2,4,No,Company Provided,1983-12-03
CUST00263846,Flat,2,2,No,Solar,2011-10-10
CUST00148089,Flat,3,2,No,Grid + Solar,2013-12-03
CUST00086086,Flat,2,5,No,Solar,2014-11-20
CUST00175738,Semi-Detached,2,3,Yes,Solar,2013-12-29
CUST00115719,Detached,1,4,No,Solar,1971-06-24
CUST00040627,Flat,3,5,No,Solar,1973-04-26
CUST00137564,Detached,1,2,No,Solar,2014-05-26
CUST00082111,Flat,2,4,Yes,Solar,1974-02-17
CUST00045393,Terraced,2,2,No,Solar,2000-11-15
CUST00203635,Terraced,2,5,Yes,Company Provided,1979-09-03
CUST00098272,Detached,2,7,Yes,Grid + Solar,2013-05-22
CUST00163136,Semi-Detached,3,3,Yes,Company Provided,2002-11-26
CUST00164813,Terraced,2,7,No,Grid + Solar,1988-08-31
CUST00203345,Semi-Detached,1,5,Yes,Company Provided,1988-05-11
CUST00010955,Terraced,2,5,Yes,Grid + Solar,1988-07-01
CUST00107359,Detached,2,7,No,Solar,2006-02-16
CUST00092052,Semi-Detached,3,5,Yes,Grid + Solar,1999-07-25
CUST00076757,Flat,2,7,No,Company Provided,1979-10-26
CUST00076989,Semi-Detached,1,6,No,Grid + Solar,1978-04-13
CUST00109978,Bungalow,3,3,Yes,Company Provided,2011-04-19
CUST00152144,Semi-Detached,2,5,No,Company Provided,1987-12-18
CUST00049023,Semi-Detached,1,3,Yes,Grid + Solar,1973-08-22
CUST00270377,Terraced,3,5,Yes,Grid + Solar,2004-07-15
CUST00041580,Flat,2,4,No,Grid + Solar,2015-12-22
CUST00179217,Detached,1,5,No,Company Provided,1982-06-24
CUST00272023,Flat,3,2,No,Grid + Solar,1999-04-27
CUST00159769,Bungalow,3,7,No,Company Provided,2012-11-03
CUST00209861,Detached,1,6,No,Solar,1981-09-06
CUST00176670,Flat,3,2,Yes,Company Provided,1979-08-03
CUST00128331,Flat,1,5,No,Company Provided,1994-06-13
CUST00071242,Bungalow,3,7,No,Solar,2001-11-02
CUST00102552,Bungalow,3,6,Yes,Grid + Solar,2015-02-23
CUST00137745,Flat,1,4,Yes,Solar,1975-08-17
CUST00244896,Semi-Detached,1,5,Yes,Solar,2011-12-17
CUST00236210,Terraced,3,2,No,Company Provided,1970-08-24
CUST00048372,Terraced,1,4,Yes,Solar,2002-09-13
CUST00127537,Detached,1,3,Yes,Solar,2001-08-03
CUST00118269,Terraced,3,2,No,Solar,1973-09-19
CUST00036719,Semi-Detached,2,4,No,Grid + Solar,1979-07-31
CUST00017317,Flat,2,3,No,Company Provided,1979-07-04
CUST00132894,Detached,1,4,No,Grid + Solar,2017-04-17
CUST00036052,Semi-Detached,1,3,No,Grid + Solar,2000-02-08
CUST00041042,Bungalow,1,7,Yes,Solar,1999-08-07
CUST00237570,Bungalow,1,2,Yes,Company Provided,1996-09-21
CUST00025159,Flat,1,4,No,Solar,1989-09-02
CUST00099657,Semi-Detached,2,7,Yes,Grid + Solar,1991-07-27
CUST00247267,Semi-Detached,1,6,Yes,Solar,1995-10-17
CUST00043627,Semi-Detached,2,4,Yes,Solar,1993-11-08
CUST00156914,Bungalow,3,2,No,Grid + Solar,2009-02-19
CUST00094714,Flat,1,4,Yes,Grid + Solar,1986-04-28
CUST00134088,Flat,3,6,No,Company Provided,1973-07-21
CUST00042960,Semi-Detached,1,2,No,Company Provided,1972-08-08
CUST00101771,Detached,3,3,Yes,Solar,2018-02-04
CUST00184555,Semi-Detached,1,7,No,Company Provided,1992-06-12
CUST00137167,Semi-Detached,1,6,Yes,Company Provided,1975-12-18
CUST00111729,Terraced,2,4,Yes,Company Provided,1976-12-07
CUST00144365,Detached,1,4,No,Solar,2012-04-01
CUST00012508,Flat,2,5,No,Solar,2013-02-11
CUST00013747,Detached,2,7,Yes,Solar,2017-08-19
CUST00174202,Flat,1,7,Yes,Grid + Solar,1971-10-10
CUST00187369,Terraced,2,2,Yes,Solar,1995-01-16
CUST00064035,Detached,3,7,No,Company Provided,1971-12-29
CUST00022629,Bungalow,3,5,No,Grid + Solar,2004-04-27
CUST00078146,Detached,3,4,No,Grid + Solar,2005-10-30
CUST00171994,Detached,1,4,No,Company Provided,2016-10-21
CUST00157351,Bungalow,1,3,Yes,Grid + Solar,1993-08-16
CUST00100809,Semi-Detached,1,2,Yes,Solar,1988-09-18
CUST00044117,Detached,3,2,Yes,Company Provided,2006-07-05
CUST00106711,Flat,2,5,No,Company Provided,1971-02-22
CUST00254553,Detached,2,3,Yes,Company Provided,2002-11-09
CUST00220921,Terraced,2,4,No,Grid + Solar,1992-10-28
CUST00226268,Semi-Detached,1,2,Yes,Grid + Solar,1984-12-25
CUST00269320,Flat,2,6,Yes,Solar,2014-04-24
CUST00086282,Semi-Detached,3,6,Yes,Solar,1989-03-20
CUST00198975,Flat,1,5,No,Grid + Solar,1974-07-16
CUST00135421,Flat,3,3,No,Grid + Solar,1998-06-02
CUST00074323,Semi-Detached,2,6,No,Grid + Solar,1991-02-06
CUST00182485,Terraced,2,6,No,Grid + Solar,2018-09-18
CUST00083322,Bungalow,2,3,Yes,Solar,1970-09-12
CUST00145737,Terraced,3,3,Yes,Company Provided,1992-11-20
CUST00104712,Terraced,3,3,Yes,Company Provided,1998-07-11
CUST00184938,Flat,3,4,Yes,Solar,1986-10-31
CUST00052982,Terraced,3,4,No,Grid + Solar,1970-11-16
CUST00027836,Detached,2,7,Yes,Company Provided,1999-05-14
CUST00098852,Terraced,1,2,No,Solar,1971-04-12
CUST00145504,Flat,1,6,No,Solar,1980-05-21
CUST00159712,Detached,3,7,No,Solar,1986-06-30
CUST00078446,Detached,2,2,No,Solar,2018-03-28
CUST00021042,Terraced,1,6,No,Company Provided,1980-01-18
CUST00196806,Semi-Detached,2,6,Yes,Solar,2001-09-04
CUST00094928,Bungalow,3,6,Yes,Solar,2015-03-06
CUST00252788,Detached,1,4,Yes,Company Provided,1991-09-15
