customer_id,visit_date,visit_status,customer_feedback
CUST00467,2023-07-09,Completed,Average
CUST00468,2025-11-24,Parts Required,Average
CUST00470,2025-02-01,Completed,Average
CUST00471,2026-07-02,Completed,Average
CUST00473,2026-01-17,Completed,Poor
CUST00474,2025-10-16,Parts Required,Poor
CUST00476,2025-05-13,Completed,Good
CUST00476,2026-05-31,Completed,Poor
CUST00476,2024-09-27,Completed,Average
CUST00479,2022-04-18,Completed,Good
CUST00480,2026-07-17,Completed,Average
CUST00481,2026-06-26,Completed,Good
CUST00482,2026-07-25,Completed,Good
CUST00483,2026-06-11,Completed,Average
CUST00485,2024-02-11,Completed,Excellent
CUST00485,2025-08-08,Completed,Poor
CUST00485,2026-08-03,Parts Required,Poor
CUST00487,2021-07-31,Completed,Average
CUST00487,2026-01-13,Completed,Average
CUST00487,2025-05-16,Completed,Poor
CUST00487,2025-10-12,Completed,Poor
CUST00488,2025-08-08,Parts Required,Average
CUST00489,2024-06-08,Completed,Good
CUST00489,2026-01-09,Completed,Good
CUST00489,2025-08-20,Completed,Average
CUST00489,2026-04-22,Parts Required,Poor
CUST00490,2025-09-13,Parts Required,Average
CUST00491,2024-12-06,Completed,Average
CUST00493,2024-01-10,Completed,Good
CUST00494,2026-01-04,Parts Required,Average
CUST00497,2020-02-09,Completed,Excellent
CUST00497,2025-07-10,Completed,Good
CUST00497,2025-09-13,Completed,Average
CUST00498,2026-04-16,Parts Required,Poor
CUST00499,2026-07-23,Completed,Good
CUST00499,2026-01-11,Completed,Average
CUST00499,2024-10-09,Completed,Average
CUST00500,2025-12-31,Completed,Excellent
CUST00500,2024-11-04,Completed,Good
CUST00500,2024-11-23,Completed,Average
CUST00500,2026-01-04,Completed,Average
