job_id,appointment_date,job_category,severity,assigned_pay_id
JOB000556,2025-10-05,Repair,Critical,ENG013
JOB000557,2021-07-23,Installation,Medium,ENG030
JOB000558,2026-05-30,Service,Low,ENG023
JOB000559,2026-02-14,Repair,High,ENG017
JOB000560,2026-06-03,Repair,High,ENG030
JOB000561,2026-05-13,Repair,High,ENG002
JOB000562,2021-02-13,Installation,Medium,ENG003
JOB000563,2025-11-23,Service,Low,ENG028
JOB000564,2025-11-05,Repair,Critical,ENG002
JOB000565,2026-02-16,Repair,Low,ENG025
JOB000566,2026-03-13,Repair,Low,ENG007
JOB000567,2025-08-30,Repair,Low,ENG026
JOB000568,2025-09-11,Repair,Critical,ENG024
JOB000569,2024-01-08,Installation,Medium,ENG008
JOB000570,2026-05-02,Service,Low,ENG011
JOB000571,2026-03-16,Repair,Medium,ENG026
JOB000572,2026-05-27,Repair,High,ENG015
JOB000573,2025-08-09,Repair,Critical,ENG007
JOB000574,2023-08-28,Installation,Medium,ENG026
JOB000575,2025-09-18,Service,Low,ENG028
JOB000576,2023-05-12,Installation,Medium,ENG028
JOB000577,2025-01-19,Service,Low,ENG011
JOB000578,2026-02-10,Service,Low,ENG009
JOB000579,2025-10-17,Repair,High,ENG017
JOB000580,2025-11-21,Repair,Critical,ENG027
JOB000581,2026-04-13,Installation,Medium,ENG029
JOB000582,2024-12-15,Service,Low,ENG016
JOB000583,2024-03-15,Installation,Medium,ENG023
JOB000584,2026-07-05,Service,Low,ENG026
JOB000585,2026-03-12,Service,Low,ENG027
JOB000586,2026-02-28,Repair,Low,ENG003
JOB000587,2026-08-01,Installation,Medium,ENG030
JOB000588,2024-08-07,Service,Low,ENG008
JOB000589,2026-05-12,Repair,High,ENG012
JOB000590,2025-09-11,Repair,Critical,ENG020
JOB000591,2026-07-28,Repair,Critical,ENG022
JOB000592,2025-10-26,Repair,High,ENG003
JOB000593,2024-11-05,Installation,Medium,ENG009
JOB000594,2026-07-19,Service,Low,ENG030
JOB000595,2025-08-30,Service,Low,ENG027
JOB000596,2025-11-11,Installation,Medium,ENG018
JOB000597,2026-05-27,Service,Low,ENG010
JOB000598,2026-02-04,Service,Low,ENG024
JOB000599,2026-02-04,Repair,Low,ENG021
JOB000600,2026-07-02,Installation,Medium,ENG022
JOB000601,2025-05-15,Service,Low,ENG013
JOB000602,2023-08-23,Installation,Medium,ENG019
JOB000603,2026-01-28,Service,Low,ENG010
JOB000604,2024-12-08,Installation,Medium,ENG004
JOB000605,2025-11-04,Service,Low,ENG006
JOB000606,2025-10-14,Repair,Critical,ENG010
JOB000607,2019-04-09,Installation,Medium,ENG020
JOB000608,2025-07-11,Service,Low,ENG018
JOB000609,2026-01-09,Service,Low,ENG012
JOB000610,2025-09-14,Repair,Low,ENG027
JOB000611,2020-06-21,Installation,Medium,ENG024
JOB000612,2025-10-13,Repair,Low,ENG024
JOB000613,2022-11-14,Installation,Medium,ENG003
JOB000614,2026-05-14,Service,Low,ENG011
JOB000615,2025-05-06,Service,Low,ENG007
JOB000616,2023-10-11,Installation,Medium,ENG016
JOB000617,2025-05-25,Service,Low,ENG027
JOB000618,2026-03-07,Installation,Medium,ENG007
JOB000619,2026-01-15,Repair,High,ENG020
JOB000620,2025-10-26,Repair,Low,ENG029
JOB000621,2026-02-19,Repair,Low,ENG020
JOB000622,2019-06-15,Installation,Medium,ENG004
JOB000623,2025-01-27,Service,Low,ENG011
JOB000624,2026-01-09,Repair,High,ENG020
JOB000625,2025-09-16,Repair,Low,ENG029
JOB000626,2026-05-26,Repair,Critical,ENG014
JOB000627,2025-07-12,Installation,Medium,ENG014
JOB000628,2025-04-05,Service,Low,ENG029
JOB000629,2024-11-08,Service,Low,ENG020
JOB000630,2026-01-31,Repair,High,ENG030
JOB000631,2025-09-15,Repair,Low,ENG006
JOB000632,2020-10-16,Installation,Medium,ENG002
JOB000633,2025-09-11,Service,Low,ENG004
JOB000634,2024-11-17,Service,Low,ENG002
JOB000635,2024-08-02,Installation,Medium,ENG021
JOB000636,2026-02-12,Repair,High,ENG003
JOB000637,2022-06-19,Installation,Medium,ENG014
JOB000638,2026-03-19,Service,Low,ENG001
JOB000639,2025-05-11,Service,Low,ENG004
JOB000640,2026-05-04,Repair,High,ENG014
JOB000641,2023-11-20,Installation,Medium,ENG023
JOB000642,2025-03-15,Service,Low,ENG008
JOB000643,2026-03-08,Repair,High,ENG019
JOB000644,2023-01-09,Installation,Medium,ENG003
JOB000645,2026-02-15,Service,Low,ENG020
JOB000646,2025-08-19,Repair,Critical,ENG024
JOB000647,2026-05-15,Installation,Medium,ENG011
JOB000648,2024-10-06,Service,Low,ENG016
JOB000649,2025-04-15,Service,Low,ENG023
JOB000650,2024-02-18,Installation,Medium,ENG029
JOB000651,2025-08-22,Service,Low,ENG006
JOB000652,2025-09-17,Repair,Low,ENG004
JOB000653,2025-12-31,Repair,Critical,ENG019
JOB000654,2025-11-22,Repair,Low,ENG009
JOB000655,2026-01-28,Repair,Low,ENG014
JOB000656,2026-03-25,Repair,High,ENG007
JOB000657,2026-04-25,Installation,Medium,ENG029
JOB000658,2026-02-26,Service,Low,ENG021
JOB000659,2025-12-03,Repair,Critical,ENG012
JOB000660,2023-12-14,Installation,Medium,ENG019
JOB000661,2026-04-27,Repair,High,ENG025
JOB000662,2026-02-24,Installation,Medium,ENG005
JOB000663,2026-06-26,Repair,High,ENG011
JOB000664,2019-10-04,Installation,Medium,ENG013
JOB000665,2025-07-14,Service,Low,ENG023
JOB000666,2021-11-21,Installation,Medium,ENG027
JOB000667,2025-01-26,Service,Low,ENG015
JOB000668,2025-10-08,Service,Low,ENG018
JOB000669,2026-01-09,Repair,High,ENG025
JOB000670,2023-07-09,Installation,Medium,ENG012
JOB000671,2025-11-24,Repair,High,ENG030
JOB000672,2025-02-01,Installation,Medium,ENG009
JOB000673,2026-07-02,Repair,Critical,ENG016
JOB000674,2026-01-17,Repair,Low,ENG029
JOB000675,2025-10-16,Repair,High,ENG002
JOB000676,2025-05-13,Installation,Medium,ENG022
JOB000677,2026-05-31,Service,Low,ENG006
JOB000678,2024-09-27,Service,Low,ENG022
JOB000679,2022-04-18,Installation,Medium,ENG017
JOB000680,2026-07-17,Repair,Medium,ENG012
JOB000681,2026-06-26,Repair,High,ENG030
JOB000682,2026-07-25,Installation,Medium,ENG012
JOB000683,2026-06-11,Repair,High,ENG024
JOB000684,2024-02-11,Installation,Medium,ENG007
JOB000685,2025-08-08,Service,Low,ENG009
JOB000686,2026-08-03,Repair,High,ENG012
JOB000687,2021-07-31,Installation,Medium,ENG012
JOB000688,2026-01-13,Service,Low,ENG026
JOB000689,2025-05-16,Service,Low,ENG003
JOB000690,2025-10-12,Repair,Medium,ENG030
JOB000691,2025-08-08,Repair,Critical,ENG019
JOB000692,2024-06-08,Installation,Medium,ENG011
JOB000693,2026-01-09,Service,Low,ENG029
JOB000694,2025-08-20,Service,Low,ENG006
JOB000695,2026-04-22,Repair,Low,ENG015
JOB000696,2025-09-13,Repair,High,ENG020
JOB000697,2024-12-06,Installation,Medium,ENG013
JOB000698,2024-01-10,Installation,Medium,ENG022
JOB000699,2026-01-04,Repair,Low,ENG026
JOB000700,2020-02-09,Installation,Medium,ENG014
JOB000701,2025-07-10,Service,Low,ENG008
JOB000702,2025-09-13,Service,Low,ENG006
JOB000703,2026-04-16,Repair,Critical,ENG027
JOB000704,2026-07-23,Installation,Medium,ENG029
JOB000705,2026-01-11,Service,Low,ENG024
JOB000706,2024-10-09,Service,Low,ENG012
JOB000707,2025-12-31,Installation,Medium,ENG013
JOB000708,2024-11-04,Service,Low,ENG008
JOB000709,2024-11-23,Service,Low,ENG007
JOB000710,2026-01-04,Repair,Critical,ENG014
