customer_id,property_type,number_of_floors,rooms,have_gas_pipeline,external_or_internal_electricity_source,property_built_date
CUST00444,Terraced,3,8,Yes,Company Provided,1988-10-29
CUST00445,Semi-Detached,1,2,No,Grid + Solar,2004-07-20
CUST00446,Terraced,3,3,No,Solar,1986-04-06
CUST00447,Semi-Detached,4,4,Yes,Company Provided,2018-04-24
CUST00448,Bungalow,4,4,Yes,Grid + Solar,1978-12-31
CUST00449,Terraced,1,4,Yes,Grid + Solar,2009-07-31
CUST00450,Bungalow,4,3,No,Solar,1984-03-08
CUST00451,Terraced,3,4,No,Solar,2012-06-25
CUST00452,Semi-Detached,4,7,No,Company Provided,2015-11-29
CUST00453,Detached,4,7,No,Solar,2009-01-01
CUST00454,Detached,3,8,No,Solar,2002-08-03
CUST00455,Flat,2,5,Yes,Company Provided,1983-04-13
CUST00456,Terraced,1,8,No,Company Provided,1977-04-24
CUST00457,Detached,3,4,No,Grid + Solar,1978-11-29
CUST00458,Detached,2,6,No,Solar,1985-06-07
CUST00459,Semi-Detached,1,3,No,Solar,1995-05-27
CUST00460,Bungalow,2,8,Yes,Grid + Solar,1994-03-02
CUST00461,Detached,4,4,No,Grid + Solar,1991-06-16
CUST00462,Terraced,2,3,Yes,Company Provided,1986-09-21
CUST00463,Bungalow,1,5,Yes,Solar,2006-04-08
CUST00464,Semi-Detached,3,2,Yes,Company Provided,1980-05-07
CUST00465,Semi-Detached,3,3,Yes,Grid + Solar,2021-07-22
CUST00466,Flat,4,3,Yes,Solar,1989-09-25
CUST00467,Detached,3,5,Yes,Solar,1980-05-29
CUST00468,Flat,3,3,Yes,Grid + Solar,1979-02-07
CUST00469,Semi-Detached,4,5,Yes,Grid + Solar,1997-07-04
CUST00470,Semi-Detached,4,7,No,Solar,1980-11-20
CUST00471,Bungalow,3,3,No,Company Provided,1999-06-04
CUST00472,Detached,1,5,Yes,Company Provided,1979-05-13
CUST00473,Bungalow,4,8,No,Company Provided,2024-09-08
CUST00474,Detached,4,2,No,Solar,2023-08-30
CUST00475,Semi-Detached,4,5,Yes,Solar,1989-08-26
CUST00476,Flat,2,6,Yes,Solar,1984-04-05
CUST00477,Terraced,3,8,Yes,Grid + Solar,1999-05-05
CUST00478,Detached,2,3,Yes,Grid + Solar,1981-06-01
CUST00479,Bungalow,3,2,No,Grid + Solar,2004-09-02
CUST00480,Terraced,1,8,No,Company Provided,2002-12-14
CUST00481,Bungalow,3,4,No,Company Provided,1980-08-26
CUST00482,Bungalow,4,8,Yes,Grid + Solar,2020-01-04
CUST00483,Flat,2,4,Yes,Grid + Solar,2008-02-01
CUST00484,Flat,4,4,No,Grid + Solar,1976-12-09
CUST00485,Terraced,4,6,Yes,Grid + Solar,2024-01-01
CUST00486,Flat,3,8,No,Grid + Solar,2020-08-31
CUST00487,Detached,2,8,No,Solar,2024-06-10
CUST00488,Bungalow,2,7,Yes,Grid + Solar,2005-07-29
CUST00489,Terraced,1,5,Yes,Company Provided,1984-02-23
CUST00490,Terraced,3,8,No,Grid + Solar,1999-05-21
CUST00491,Flat,4,4,Yes,Solar,1994-10-15
CUST00492,Flat,3,8,No,Company Provided,2007-05-08
CUST00493,Terraced,1,6,Yes,Solar,1987-10-22
CUST00494,Flat,1,4,Yes,Solar,2006-10-19
CUST00495,Bungalow,1,4,No,Grid + Solar,2021-11-26
CUST00496,Flat,2,2,No,Company Provided,1979-10-25
CUST00497,Bungalow,4,8,No,Solar,1992-10-13
CUST00498,Terraced,2,5,No,Grid + Solar,2007-02-09
CUST00499,Detached,4,6,No,Grid + Solar,1976-11-19
CUST00500,Semi-Detached,2,8,No,Solar,2023-06-28
