pay_id,shift_date,productivity
ENG00494,2026-07-09,6.39
ENG00494,2026-07-10,5.25
ENG00494,2026-07-11,5.35
ENG00494,2026-07-12,6.58
ENG00494,2026-07-13,5.51
ENG00494,2026-07-14,7.32
ENG00494,2026-07-15,6.55
ENG00494,2026-07-16,5.43
ENG00494,2026-07-17,6.25
ENG00494,2026-07-18,4.74
ENG00494,2026-07-19,6.09
ENG00494,2026-07-20,7.98
ENG00494,2026-07-21,6.21
ENG00494,2026-07-22,5.16
ENG00494,2026-07-23,7.53
ENG00494,2026-07-24,7.91
ENG00494,2026-07-25,6.86
ENG00494,2026-07-26,7.31
ENG00494,2026-07-27,4.64
ENG00494,2026-07-28,5.03
ENG00494,2026-07-29,7.6
ENG00494,2026-07-30,5.28
ENG00494,2026-07-31,5.5
ENG00494,2026-08-01,5.51
ENG00494,2026-08-02,4.18
ENG00494,2026-08-03,4.16
ENG00494,2026-08-04,7.49
ENG00494,2026-08-05,5.04
ENG00495,2026-07-09,4.06
ENG00495,2026-07-10,6.55
ENG00495,2026-07-11,6.93
ENG00495,2026-07-12,5.84
ENG00495,2026-07-13,7.67
ENG00495,2026-07-14,4.03
ENG00495,2026-07-15,5.63
ENG00495,2026-07-16,5.4
ENG00495,2026-07-17,6.83
ENG00495,2026-07-18,4.4
ENG00495,2026-07-19,5.03
ENG00495,2026-07-20,4.28
ENG00495,2026-07-21,5.67
ENG00495,2026-07-22,6.97
ENG00495,2026-07-23,7.96
ENG00495,2026-07-24,4.52
ENG00495,2026-07-25,4.72
ENG00495,2026-07-26,4.69
ENG00495,2026-07-27,6.1
ENG00495,2026-07-28,5.97
ENG00495,2026-07-29,5.97
ENG00495,2026-07-30,6.73
ENG00495,2026-07-31,4.03
ENG00495,2026-08-01,7.79
ENG00495,2026-08-02,6.28
ENG00495,2026-08-03,5.63
ENG00495,2026-08-04,4.17
ENG00495,2026-08-05,5.03
ENG00496,2026-07-09,5.69
ENG00496,2026-07-10,7.82
ENG00496,2026-07-11,7.96
ENG00496,2026-07-12,6.25
ENG00496,2026-07-13,4.82
ENG00496,2026-07-14,4.86
ENG00496,2026-07-15,5.32
ENG00496,2026-07-16,4.48
ENG00496,2026-07-17,7.36
ENG00496,2026-07-18,7.93
ENG00496,2026-07-19,6.96
ENG00496,2026-07-20,5.76
ENG00496,2026-07-21,7.42
ENG00496,2026-07-22,7.58
ENG00496,2026-07-23,4.9
ENG00496,2026-07-24,4.93
ENG00496,2026-07-25,7.74
ENG00496,2026-07-26,7.77
ENG00496,2026-07-27,6.0
ENG00496,2026-07-28,6.6
ENG00496,2026-07-29,4.99
ENG00496,2026-07-30,7.03
ENG00496,2026-07-31,7.01
ENG00496,2026-08-01,6.74
ENG00496,2026-08-02,4.15
ENG00496,2026-08-03,6.8
ENG00496,2026-08-04,5.99
ENG00496,2026-08-05,6.39
ENG00497,2026-07-09,7.81
ENG00497,2026-07-10,5.47
ENG00497,2026-07-11,6.05
ENG00497,2026-07-12,6.43
ENG00497,2026-07-13,4.08
ENG00497,2026-07-14,6.9
ENG00497,2026-07-15,5.21
ENG00497,2026-07-16,5.89
ENG00497,2026-07-17,5.94
ENG00497,2026-07-18,6.36
ENG00497,2026-07-19,5.26
ENG00497,2026-07-20,7.64
ENG00497,2026-07-21,5.96
ENG00497,2026-07-22,7.0
ENG00497,2026-07-23,6.07
ENG00497,2026-07-24,7.99
ENG00497,2026-07-25,6.5
ENG00497,2026-07-26,4.27
ENG00497,2026-07-27,5.09
ENG00497,2026-07-28,5.4
ENG00497,2026-07-29,4.47
ENG00497,2026-07-30,6.28
ENG00497,2026-07-31,7.68
ENG00497,2026-08-01,6.03
ENG00497,2026-08-02,5.74
ENG00497,2026-08-03,4.21
ENG00497,2026-08-04,7.9
ENG00497,2026-08-05,4.9
ENG00498,2026-07-09,6.27
ENG00498,2026-07-10,6.34
ENG00498,2026-07-11,6.22
ENG00498,2026-07-12,4.64
ENG00498,2026-07-13,5.47
ENG00498,2026-07-14,7.65
ENG00498,2026-07-15,4.32
ENG00498,2026-07-16,6.02
ENG00498,2026-07-17,4.0
ENG00498,2026-07-18,4.53
ENG00498,2026-07-19,4.82
ENG00498,2026-07-20,7.23
ENG00498,2026-07-21,4.21
ENG00498,2026-07-22,6.94
ENG00498,2026-07-23,6.53
ENG00498,2026-07-24,5.74
ENG00498,2026-07-25,5.76
ENG00498,2026-07-26,5.63
ENG00498,2026-07-27,5.25
ENG00498,2026-07-28,6.61
ENG00498,2026-07-29,7.21
ENG00498,2026-07-30,6.64
ENG00498,2026-07-31,6.05
ENG00498,2026-08-01,4.13
ENG00498,2026-08-02,7.52
ENG00498,2026-08-03,6.07
ENG00498,2026-08-04,6.17
ENG00498,2026-08-05,7.45
ENG00499,2026-07-09,7.8
ENG00499,2026-07-10,5.18
ENG00499,2026-07-11,6.36
ENG00499,2026-07-12,5.72
ENG00499,2026-07-13,4.21
ENG00499,2026-07-14,6.84
ENG00499,2026-07-15,6.43
ENG00499,2026-07-16,7.25
ENG00499,2026-07-17,5.12
ENG00499,2026-07-18,6.1
ENG00499,2026-07-19,5.0
ENG00499,2026-07-20,7.71
ENG00499,2026-07-21,7.31
ENG00499,2026-07-22,6.61
ENG00499,2026-07-23,5.46
ENG00499,2026-07-24,6.62
ENG00499,2026-07-25,6.2
ENG00499,2026-07-26,6.19
ENG00499,2026-07-27,7.95
ENG00499,2026-07-28,5.24
ENG00499,2026-07-29,5.96
ENG00499,2026-07-30,7.29
ENG00499,2026-07-31,5.54
ENG00499,2026-08-01,7.7
ENG00499,2026-08-02,6.41
ENG00499,2026-08-03,6.98
ENG00499,2026-08-04,7.21
ENG00499,2026-08-05,4.04
ENG00500,2026-07-09,6.51
ENG00500,2026-07-10,4.99
ENG00500,2026-07-11,6.1
ENG00500,2026-07-12,6.36
ENG00500,2026-07-13,6.27
ENG00500,2026-07-14,6.16
ENG00500,2026-07-15,7.78
ENG00500,2026-07-16,7.18
ENG00500,2026-07-17,6.71
ENG00500,2026-07-18,7.4
ENG00500,2026-07-19,7.82
ENG00500,2026-07-20,4.91
ENG00500,2026-07-21,7.49
ENG00500,2026-07-22,5.47
ENG00500,2026-07-23,7.94
ENG00500,2026-07-24,5.9
ENG00500,2026-07-25,6.96
ENG00500,2026-07-26,6.66
ENG00500,2026-07-27,5.88
ENG00500,2026-07-28,5.5
ENG00500,2026-07-29,5.14
ENG00500,2026-07-30,6.51
ENG00500,2026-07-31,6.55
ENG00500,2026-08-01,7.89
ENG00500,2026-08-02,6.29
ENG00500,2026-08-03,6.8
ENG00500,2026-08-04,7.19
ENG00500,2026-08-05,6.85
ENG00501,2026-07-09,4.87
ENG00501,2026-07-10,7.06
ENG00501,2026-07-11,4.7
ENG00501,2026-07-12,4.08
ENG00501,2026-07-13,7.17
ENG00501,2026-07-14,6.95
ENG00501,2026-07-15,7.91
ENG00501,2026-07-16,5.92
ENG00501,2026-07-17,7.03
ENG00501,2026-07-18,7.95
ENG00501,2026-07-19,5.83
ENG00501,2026-07-20,4.73
ENG00501,2026-07-21,7.24
ENG00501,2026-07-22,5.56
ENG00501,2026-07-23,4.55
ENG00501,2026-07-24,5.37
ENG00501,2026-07-25,6.0
ENG00501,2026-07-26,4.58
ENG00501,2026-07-27,5.86
ENG00501,2026-07-28,4.88
ENG00501,2026-07-29,4.41
ENG00501,2026-07-30,6.29
ENG00501,2026-07-31,6.6
ENG00501,2026-08-01,6.82
ENG00501,2026-08-02,6.95
ENG00501,2026-08-03,4.47
ENG00501,2026-08-04,5.82
ENG00501,2026-08-05,4.81
ENG00502,2026-07-09,5.07
ENG00502,2026-07-10,5.33
ENG00502,2026-07-11,5.86
ENG00502,2026-07-12,4.9
ENG00502,2026-07-13,4.33
ENG00502,2026-07-14,7.15
ENG00502,2026-07-15,5.32
ENG00502,2026-07-16,6.55
ENG00502,2026-07-17,7.61
ENG00502,2026-07-18,6.54
ENG00502,2026-07-19,4.58
ENG00502,2026-07-20,6.12
ENG00502,2026-07-21,6.17
ENG00502,2026-07-22,6.42
ENG00502,2026-07-23,5.8
ENG00502,2026-07-24,5.64
ENG00502,2026-07-25,5.69
ENG00502,2026-07-26,4.02
ENG00502,2026-07-27,7.34
ENG00502,2026-07-28,6.08
ENG00502,2026-07-29,5.04
ENG00502,2026-07-30,6.33
ENG00502,2026-07-31,6.63
ENG00502,2026-08-01,7.01
ENG00502,2026-08-02,4.91
ENG00502,2026-08-03,7.72
ENG00502,2026-08-04,6.37
ENG00502,2026-08-05,4.52
ENG00503,2026-07-09,4.79
ENG00503,2026-07-10,5.77
ENG00503,2026-07-11,7.3
ENG00503,2026-07-12,7.93
ENG00503,2026-07-13,7.03
ENG00503,2026-07-14,5.64
ENG00503,2026-07-15,7.57
ENG00503,2026-07-16,4.2
ENG00503,2026-07-17,7.61
ENG00503,2026-07-18,6.16
ENG00503,2026-07-19,5.05
ENG00503,2026-07-20,6.0
ENG00503,2026-07-21,7.13
ENG00503,2026-07-22,5.4
ENG00503,2026-07-23,6.34
ENG00503,2026-07-24,7.88
ENG00503,2026-07-25,4.94
ENG00503,2026-07-26,5.82
ENG00503,2026-07-27,6.93
ENG00503,2026-07-28,5.31
ENG00503,2026-07-29,5.11
ENG00503,2026-07-30,5.66
ENG00503,2026-07-31,6.98
ENG00503,2026-08-01,6.53
ENG00503,2026-08-02,5.11
ENG00503,2026-08-03,7.75
ENG00503,2026-08-04,6.37
ENG00503,2026-08-05,6.01
ENG00504,2026-07-09,4.63
ENG00504,2026-07-10,5.08
ENG00504,2026-07-11,5.25
ENG00504,2026-07-12,5.13
ENG00504,2026-07-13,5.92
ENG00504,2026-07-14,4.05
ENG00504,2026-07-15,4.79
ENG00504,2026-07-16,5.26
ENG00504,2026-07-17,7.38
ENG00504,2026-07-18,6.08
ENG00504,2026-07-19,4.82
ENG00504,2026-07-20,5.68
ENG00504,2026-07-21,6.54
ENG00504,2026-07-22,6.96
ENG00504,2026-07-23,6.74
ENG00504,2026-07-24,6.8
ENG00504,2026-07-25,7.03
ENG00504,2026-07-26,4.18
ENG00504,2026-07-27,5.22
ENG00504,2026-07-28,6.1
ENG00504,2026-07-29,6.89
ENG00504,2026-07-30,6.62
ENG00504,2026-07-31,6.29
ENG00504,2026-08-01,7.45
ENG00504,2026-08-02,6.28
ENG00504,2026-08-03,7.47
ENG00504,2026-08-04,4.67
ENG00504,2026-08-05,6.77
ENG00505,2026-07-09,6.31
ENG00505,2026-07-10,7.17
ENG00505,2026-07-11,6.97
ENG00505,2026-07-12,6.22
ENG00505,2026-07-13,5.02
ENG00505,2026-07-14,7.15
ENG00505,2026-07-15,5.59
ENG00505,2026-07-16,7.49
ENG00505,2026-07-17,4.95
ENG00505,2026-07-18,6.25
ENG00505,2026-07-19,5.87
ENG00505,2026-07-20,6.93
ENG00505,2026-07-21,6.42
ENG00505,2026-07-22,5.98
ENG00505,2026-07-23,6.79
ENG00505,2026-07-24,5.97
ENG00505,2026-07-25,7.28
ENG00505,2026-07-26,4.86
ENG00505,2026-07-27,5.74
ENG00505,2026-07-28,7.34
ENG00505,2026-07-29,6.42
ENG00505,2026-07-30,7.47
ENG00505,2026-07-31,4.81
ENG00505,2026-08-01,4.04
ENG00505,2026-08-02,6.62
ENG00505,2026-08-03,4.1
ENG00505,2026-08-04,4.91
ENG00505,2026-08-05,7.96
ENG00506,2026-07-09,7.36
ENG00506,2026-07-10,6.12
ENG00506,2026-07-11,5.74
ENG00506,2026-07-12,6.35
ENG00506,2026-07-13,7.5
ENG00506,2026-07-14,6.65
ENG00506,2026-07-15,7.89
ENG00506,2026-07-16,5.35
ENG00506,2026-07-17,5.82
ENG00506,2026-07-18,4.13
ENG00506,2026-07-19,4.58
ENG00506,2026-07-20,5.02
ENG00506,2026-07-21,6.74
ENG00506,2026-07-22,7.31
ENG00506,2026-07-23,7.61
ENG00506,2026-07-24,4.5
ENG00506,2026-07-25,7.99
ENG00506,2026-07-26,6.03
ENG00506,2026-07-27,6.28
ENG00506,2026-07-28,4.21
ENG00506,2026-07-29,4.93
ENG00506,2026-07-30,5.88
ENG00506,2026-07-31,6.04
ENG00506,2026-08-01,5.8
ENG00506,2026-08-02,6.28
ENG00506,2026-08-03,5.88
ENG00506,2026-08-04,6.01
ENG00506,2026-08-05,4.38
ENG00507,2026-07-09,7.4
ENG00507,2026-07-10,5.79
ENG00507,2026-07-11,5.95
ENG00507,2026-07-12,6.65
ENG00507,2026-07-13,4.73
ENG00507,2026-07-14,7.55
ENG00507,2026-07-15,6.6
ENG00507,2026-07-16,4.33
ENG00507,2026-07-17,6.6
ENG00507,2026-07-18,6.52
ENG00507,2026-07-19,5.9
ENG00507,2026-07-20,5.66
ENG00507,2026-07-21,4.94
ENG00507,2026-07-22,4.89
ENG00507,2026-07-23,6.57
ENG00507,2026-07-24,6.26
ENG00507,2026-07-25,7.91
ENG00507,2026-07-26,6.01
ENG00507,2026-07-27,7.86
ENG00507,2026-07-28,4.16
ENG00507,2026-07-29,4.87
ENG00507,2026-07-30,5.55
ENG00507,2026-07-31,6.59
ENG00507,2026-08-01,7.88
ENG00507,2026-08-02,5.65
ENG00507,2026-08-03,7.35
ENG00507,2026-08-04,5.4
ENG00507,2026-08-05,7.79
ENG00508,2026-07-09,6.31
ENG00508,2026-07-10,5.88
ENG00508,2026-07-11,6.75
ENG00508,2026-07-12,6.56
ENG00508,2026-07-13,4.31
ENG00508,2026-07-14,6.47
ENG00508,2026-07-15,4.09
ENG00508,2026-07-16,6.22
ENG00508,2026-07-17,6.58
ENG00508,2026-07-18,5.52
ENG00508,2026-07-19,4.29
ENG00508,2026-07-20,7.09
ENG00508,2026-07-21,7.81
ENG00508,2026-07-22,4.29
ENG00508,2026-07-23,7.51
ENG00508,2026-07-24,5.04
ENG00508,2026-07-25,7.85
ENG00508,2026-07-26,4.48
ENG00508,2026-07-27,7.39
ENG00508,2026-07-28,6.09
ENG00508,2026-07-29,7.87
ENG00508,2026-07-30,4.31
ENG00508,2026-07-31,6.55
ENG00508,2026-08-01,4.35
ENG00508,2026-08-02,5.39
ENG00508,2026-08-03,7.42
ENG00508,2026-08-04,7.28
ENG00508,2026-08-05,4.57
ENG00509,2026-07-09,5.84
ENG00509,2026-07-10,7.98
ENG00509,2026-07-11,4.85
ENG00509,2026-07-12,7.23
ENG00509,2026-07-13,5.52
ENG00509,2026-07-14,5.09
ENG00509,2026-07-15,7.6
ENG00509,2026-07-16,4.58
ENG00509,2026-07-17,5.73
ENG00509,2026-07-18,5.85
ENG00509,2026-07-19,6.28
ENG00509,2026-07-20,4.9
ENG00509,2026-07-21,5.07
ENG00509,2026-07-22,4.34
ENG00509,2026-07-23,6.62
ENG00509,2026-07-24,4.36
ENG00509,2026-07-25,7.18
ENG00509,2026-07-26,5.87
ENG00509,2026-07-27,4.58
ENG00509,2026-07-28,6.35
ENG00509,2026-07-29,4.4
ENG00509,2026-07-30,5.58
ENG00509,2026-07-31,6.99
ENG00509,2026-08-01,5.58
ENG00509,2026-08-02,7.91
ENG00509,2026-08-03,7.24
ENG00509,2026-08-04,7.42
ENG00509,2026-08-05,7.26
ENG00510,2026-07-09,7.47
ENG00510,2026-07-10,6.86
ENG00510,2026-07-11,7.02
ENG00510,2026-07-12,4.54
ENG00510,2026-07-13,6.49
ENG00510,2026-07-14,4.87
ENG00510,2026-07-15,4.78
ENG00510,2026-07-16,4.03
ENG00510,2026-07-17,5.95
ENG00510,2026-07-18,7.51
ENG00510,2026-07-19,6.75
ENG00510,2026-07-20,5.37
ENG00510,2026-07-21,6.04
ENG00510,2026-07-22,5.53
ENG00510,2026-07-23,6.17
ENG00510,2026-07-24,4.83
ENG00510,2026-07-25,6.36
ENG00510,2026-07-26,4.77
ENG00510,2026-07-27,6.74
ENG00510,2026-07-28,6.68
ENG00510,2026-07-29,5.06
ENG00510,2026-07-30,4.45
ENG00510,2026-07-31,6.84
ENG00510,2026-08-01,5.61
ENG00510,2026-08-02,4.04
ENG00510,2026-08-03,4.39
ENG00510,2026-08-04,5.65
ENG00510,2026-08-05,7.49
ENG00511,2026-07-09,5.44
ENG00511,2026-07-10,6.43
ENG00511,2026-07-11,7.29
ENG00511,2026-07-12,7.92
ENG00511,2026-07-13,5.3
ENG00511,2026-07-14,7.17
ENG00511,2026-07-15,6.3
ENG00511,2026-07-16,6.67
ENG00511,2026-07-17,7.06
ENG00511,2026-07-18,6.06
ENG00511,2026-07-19,4.84
ENG00511,2026-07-20,7.16
ENG00511,2026-07-21,5.81
ENG00511,2026-07-22,6.86
ENG00511,2026-07-23,7.4
ENG00511,2026-07-24,7.47
ENG00511,2026-07-25,6.75
ENG00511,2026-07-26,5.49
ENG00511,2026-07-27,4.73
ENG00511,2026-07-28,4.65
ENG00511,2026-07-29,5.84
ENG00511,2026-07-30,6.52
ENG00511,2026-07-31,6.92
ENG00511,2026-08-01,5.2
ENG00511,2026-08-02,6.82
ENG00511,2026-08-03,7.4
ENG00511,2026-08-04,7.8
ENG00511,2026-08-05,4.16
ENG00512,2026-07-09,4.26
ENG00512,2026-07-10,6.51
ENG00512,2026-07-11,4.21
ENG00512,2026-07-12,7.38
ENG00512,2026-07-13,7.96
ENG00512,2026-07-14,6.98
ENG00512,2026-07-15,7.68
ENG00512,2026-07-16,4.27
ENG00512,2026-07-17,7.28
ENG00512,2026-07-18,4.56
ENG00512,2026-07-19,6.73
ENG00512,2026-07-20,6.05
ENG00512,2026-07-21,7.79
ENG00512,2026-07-22,5.68
ENG00512,2026-07-23,4.18
ENG00512,2026-07-24,4.43
ENG00512,2026-07-25,5.25
ENG00512,2026-07-26,5.81
ENG00512,2026-07-27,6.33
ENG00512,2026-07-28,6.55
ENG00512,2026-07-29,6.5
ENG00512,2026-07-30,5.32
ENG00512,2026-07-31,5.73
ENG00512,2026-08-01,6.74
ENG00512,2026-08-02,4.99
ENG00512,2026-08-03,5.61
ENG00512,2026-08-04,7.09
ENG00512,2026-08-05,4.6
ENG00513,2026-07-09,4.38
ENG00513,2026-07-10,7.05
ENG00513,2026-07-11,5.32
ENG00513,2026-07-12,6.6
ENG00513,2026-07-13,6.56
ENG00513,2026-07-14,6.22
ENG00513,2026-07-15,5.27
ENG00513,2026-07-16,4.36
ENG00513,2026-07-17,7.03
ENG00513,2026-07-18,5.95
ENG00513,2026-07-19,4.3
ENG00513,2026-07-20,7.06
ENG00513,2026-07-21,5.91
ENG00513,2026-07-22,5.51
ENG00513,2026-07-23,7.7
ENG00513,2026-07-24,4.92
ENG00513,2026-07-25,4.16
ENG00513,2026-07-26,6.44
ENG00513,2026-07-27,6.83
ENG00513,2026-07-28,7.55
ENG00513,2026-07-29,4.42
ENG00513,2026-07-30,7.4
ENG00513,2026-07-31,5.56
ENG00513,2026-08-01,5.32
ENG00513,2026-08-02,4.82
ENG00513,2026-08-03,4.75
ENG00513,2026-08-04,4.29
ENG00513,2026-08-05,4.57
ENG00514,2026-07-09,4.83
ENG00514,2026-07-10,6.48
ENG00514,2026-07-11,6.82
ENG00514,2026-07-12,5.18
ENG00514,2026-07-13,4.44
ENG00514,2026-07-14,7.59
ENG00514,2026-07-15,7.04
ENG00514,2026-07-16,7.14
ENG00514,2026-07-17,5.06
ENG00514,2026-07-18,5.58
ENG00514,2026-07-19,7.81
ENG00514,2026-07-20,4.07
ENG00514,2026-07-21,5.46
ENG00514,2026-07-22,5.96
ENG00514,2026-07-23,7.09
ENG00514,2026-07-24,7.87
ENG00514,2026-07-25,5.27
ENG00514,2026-07-26,6.25
ENG00514,2026-07-27,5.6
ENG00514,2026-07-28,6.96
ENG00514,2026-07-29,4.96
ENG00514,2026-07-30,7.17
ENG00514,2026-07-31,7.47
ENG00514,2026-08-01,5.21
ENG00514,2026-08-02,4.32
ENG00514,2026-08-03,5.85
ENG00514,2026-08-04,6.73
ENG00514,2026-08-05,7.98
ENG00515,2026-07-09,5.83
ENG00515,2026-07-10,5.33
ENG00515,2026-07-11,5.92
ENG00515,2026-07-12,7.67
ENG00515,2026-07-13,7.09
ENG00515,2026-07-14,4.51
ENG00515,2026-07-15,4.74
ENG00515,2026-07-16,4.28
ENG00515,2026-07-17,6.89
ENG00515,2026-07-18,6.3
ENG00515,2026-07-19,7.57
ENG00515,2026-07-20,5.41
ENG00515,2026-07-21,7.52
ENG00515,2026-07-22,4.96
ENG00515,2026-07-23,5.57
ENG00515,2026-07-24,6.12
ENG00515,2026-07-25,6.29
ENG00515,2026-07-26,4.14
ENG00515,2026-07-27,5.4
ENG00515,2026-07-28,7.94
ENG00515,2026-07-29,7.91
ENG00515,2026-07-30,4.23
ENG00515,2026-07-31,7.94
ENG00515,2026-08-01,7.48
ENG00515,2026-08-02,6.4
ENG00515,2026-08-03,7.35
ENG00515,2026-08-04,5.44
ENG00515,2026-08-05,6.25
ENG00516,2026-07-09,5.81
ENG00516,2026-07-10,4.4
ENG00516,2026-07-11,4.15
ENG00516,2026-07-12,7.1
ENG00516,2026-07-13,6.58
ENG00516,2026-07-14,6.25
ENG00516,2026-07-15,5.39
ENG00516,2026-07-16,6.09
ENG00516,2026-07-17,5.2
ENG00516,2026-07-18,7.92
ENG00516,2026-07-19,7.48
ENG00516,2026-07-20,6.79
ENG00516,2026-07-21,7.5
ENG00516,2026-07-22,4.0
ENG00516,2026-07-23,6.43
ENG00516,2026-07-24,5.6
ENG00516,2026-07-25,7.82
ENG00516,2026-07-26,5.06
ENG00516,2026-07-27,4.48
ENG00516,2026-07-28,6.08
ENG00516,2026-07-29,5.26
ENG00516,2026-07-30,7.37
ENG00516,2026-07-31,4.65
ENG00516,2026-08-01,5.85
ENG00516,2026-08-02,5.06
ENG00516,2026-08-03,5.83
ENG00516,2026-08-04,7.45
ENG00516,2026-08-05,7.52
ENG00517,2026-07-09,7.21
ENG00517,2026-07-10,6.62
ENG00517,2026-07-11,7.49
ENG00517,2026-07-12,7.32
ENG00517,2026-07-13,4.91
ENG00517,2026-07-14,7.7
ENG00517,2026-07-15,6.74
ENG00517,2026-07-16,5.16
ENG00517,2026-07-17,6.15
ENG00517,2026-07-18,6.28
ENG00517,2026-07-19,7.43
ENG00517,2026-07-20,4.96
ENG00517,2026-07-21,5.48
ENG00517,2026-07-22,5.71
ENG00517,2026-07-23,6.68
ENG00517,2026-07-24,4.89
ENG00517,2026-07-25,6.78
ENG00517,2026-07-26,6.76
ENG00517,2026-07-27,6.96
ENG00517,2026-07-28,4.21
ENG00517,2026-07-29,4.93
ENG00517,2026-07-30,6.88
ENG00517,2026-07-31,4.59
ENG00517,2026-08-01,6.98
ENG00517,2026-08-02,7.27
ENG00517,2026-08-03,6.23
ENG00517,2026-08-04,7.96
ENG00517,2026-08-05,4.71
ENG00518,2026-07-09,5.31
ENG00518,2026-07-10,5.21
ENG00518,2026-07-11,5.63
ENG00518,2026-07-12,6.71
ENG00518,2026-07-13,4.63
ENG00518,2026-07-14,5.48
ENG00518,2026-07-15,5.81
ENG00518,2026-07-16,5.21
ENG00518,2026-07-17,4.93
ENG00518,2026-07-18,6.37
ENG00518,2026-07-19,7.75
ENG00518,2026-07-20,5.87
ENG00518,2026-07-21,6.19
ENG00518,2026-07-22,5.17
ENG00518,2026-07-23,5.33
ENG00518,2026-07-24,6.01
ENG00518,2026-07-25,7.6
ENG00518,2026-07-26,4.2
ENG00518,2026-07-27,4.26
ENG00518,2026-07-28,5.64
ENG00518,2026-07-29,7.27
ENG00518,2026-07-30,5.11
ENG00518,2026-07-31,6.01
ENG00518,2026-08-01,4.57
ENG00518,2026-08-02,5.62
ENG00518,2026-08-03,6.47
ENG00518,2026-08-04,5.26
ENG00518,2026-08-05,7.79
ENG00519,2026-07-09,5.38
ENG00519,2026-07-10,7.39
ENG00519,2026-07-11,4.63
ENG00519,2026-07-12,6.51
ENG00519,2026-07-13,7.84
ENG00519,2026-07-14,4.1
ENG00519,2026-07-15,7.82
ENG00519,2026-07-16,5.53
ENG00519,2026-07-17,7.19
ENG00519,2026-07-18,6.89
ENG00519,2026-07-19,5.23
ENG00519,2026-07-20,4.89
ENG00519,2026-07-21,5.84
ENG00519,2026-07-22,7.48
ENG00519,2026-07-23,5.14
ENG00519,2026-07-24,7.22
ENG00519,2026-07-25,4.21
ENG00519,2026-07-26,4.8
ENG00519,2026-07-27,7.49
ENG00519,2026-07-28,5.51
ENG00519,2026-07-29,6.64
ENG00519,2026-07-30,5.88
ENG00519,2026-07-31,7.76
ENG00519,2026-08-01,5.13
ENG00519,2026-08-02,6.87
ENG00519,2026-08-03,4.71
ENG00519,2026-08-04,4.08
ENG00519,2026-08-05,5.49
ENG00520,2026-07-09,5.41
ENG00520,2026-07-10,7.92
ENG00520,2026-07-11,6.55
ENG00520,2026-07-12,4.96
ENG00520,2026-07-13,6.04
ENG00520,2026-07-14,5.42
ENG00520,2026-07-15,5.53
ENG00520,2026-07-16,4.44
ENG00520,2026-07-17,5.95
ENG00520,2026-07-18,5.95
ENG00520,2026-07-19,7.28
ENG00520,2026-07-20,7.56
ENG00520,2026-07-21,5.83
ENG00520,2026-07-22,7.19
ENG00520,2026-07-23,4.18
ENG00520,2026-07-24,6.63
ENG00520,2026-07-25,7.06
ENG00520,2026-07-26,4.32
ENG00520,2026-07-27,5.22
ENG00520,2026-07-28,5.01
ENG00520,2026-07-29,7.8
ENG00520,2026-07-30,7.25
ENG00520,2026-07-31,5.82
ENG00520,2026-08-01,6.56
ENG00520,2026-08-02,5.89
ENG00520,2026-08-03,4.96
ENG00520,2026-08-04,6.44
ENG00520,2026-08-05,6.23
ENG00521,2026-07-09,5.7
ENG00521,2026-07-10,5.45
ENG00521,2026-07-11,5.61
ENG00521,2026-07-12,4.55
ENG00521,2026-07-13,5.3
ENG00521,2026-07-14,5.45
ENG00521,2026-07-15,4.58
ENG00521,2026-07-16,5.88
ENG00521,2026-07-17,4.51
ENG00521,2026-07-18,5.39
ENG00521,2026-07-19,5.04
ENG00521,2026-07-20,7.57
ENG00521,2026-07-21,5.36
ENG00521,2026-07-22,4.82
ENG00521,2026-07-23,5.87
ENG00521,2026-07-24,6.72
ENG00521,2026-07-25,6.67
ENG00521,2026-07-26,7.69
ENG00521,2026-07-27,6.58
ENG00521,2026-07-28,7.56
ENG00521,2026-07-29,7.59
ENG00521,2026-07-30,4.51
ENG00521,2026-07-31,6.03
ENG00521,2026-08-01,7.48
ENG00521,2026-08-02,5.08
ENG00521,2026-08-03,6.47
ENG00521,2026-08-04,4.64
ENG00521,2026-08-05,7.26
ENG00522,2026-07-09,5.67
ENG00522,2026-07-10,4.85
ENG00522,2026-07-11,7.63
ENG00522,2026-07-12,5.55
ENG00522,2026-07-13,6.26
ENG00522,2026-07-14,7.28
ENG00522,2026-07-15,6.76
ENG00522,2026-07-16,5.49
ENG00522,2026-07-17,7.0
ENG00522,2026-07-18,5.74
ENG00522,2026-07-19,4.33
ENG00522,2026-07-20,5.93
ENG00522,2026-07-21,7.3
ENG00522,2026-07-22,5.59
ENG00522,2026-07-23,4.46
ENG00522,2026-07-24,7.61
ENG00522,2026-07-25,4.69
ENG00522,2026-07-26,7.57
ENG00522,2026-07-27,5.16
ENG00522,2026-07-28,7.79
ENG00522,2026-07-29,5.57
ENG00522,2026-07-30,5.45
ENG00522,2026-07-31,7.43
ENG00522,2026-08-01,7.48
ENG00522,2026-08-02,7.06
ENG00522,2026-08-03,4.89
ENG00522,2026-08-04,7.14
ENG00522,2026-08-05,4.61
ENG00523,2026-07-09,5.88
ENG00523,2026-07-10,4.38
ENG00523,2026-07-11,7.22
ENG00523,2026-07-12,6.93
ENG00523,2026-07-13,5.79
ENG00523,2026-07-14,7.85
ENG00523,2026-07-15,4.98
ENG00523,2026-07-16,5.17
ENG00523,2026-07-17,6.05
ENG00523,2026-07-18,4.75
