pincode,customer_id,epc_rating,current_energy_efficiency,potential_energy_efficiency
PC9323,CUST00185933,F,91,99
PC2388,CUST00216290,F,71,96
PC7845,CUST00088504,A,28,97
PC2783,CUST00133956,A,73,65
PC9041,CUST00013852,C,86,92
PC5291,CUST00146702,C,63,82
PC4164,CUST00264657,E,24,79
PC2726,CUST00222559,B,41,51
PC1803,CUST00057857,C,41,53
PC4786,CUST00046626,B,78,88
PC9387,CUST00127288,G,30,87
PC9764,CUST00154072,G,18,89
PC7463,CUST00262581,F,93,58
PC2398,CUST00089555,B,81,76
PC9143,CUST00039303,C,73,50
PC6496,CUST00108314,E,29,79
PC1911,CUST00064888,C,69,94
PC8408,CUST00169488,G,95,99
PC5815,CUST00054162,C,79,84
PC2869,CUST00172126,D,96,76
PC7923,CUST00057607,C,39,86
PC2017,CUST00193686,E,37,55
PC8582,CUST00024915,F,64,85
PC8599,CUST00132950,F,37,77
PC7635,CUST00201594,D,58,68
PC7820,CUST00262554,D,42,74
PC2024,CUST00269060,A,85,56
PC7248,CUST00161623,D,67,77
PC3253,CUST00174619,E,43,86
PC9297,CUST00005854,B,77,71
PC9554,CUST00147915,D,84,88
PC8910,CUST00018252,D,23,74
PC8980,CUST00080739,G,88,54
PC3936,CUST00262041,C,65,66
PC2232,CUST00081863,D,73,78
PC2649,CUST00096290,C,9,80
PC1953,CUST00097798,G,76,68
PC1426,CUST00249960,D,79,72
PC7853,CUST00169168,F,86,66
PC7684,CUST00061443,G,32,50
PC3882,CUST00106468,C,47,55
PC1717,CUST00163193,A,22,93
PC1828,CUST00085144,C,93,76
PC5004,CUST00169906,A,83,66
PC1346,CUST00231789,G,94,69
PC2282,CUST00121207,C,87,88
PC7336,CUST00094974,E,42,91
PC9671,CUST00128914,F,64,52
PC2874,CUST00091440,D,54,83
PC5231,CUST00100861,D,32,74
PC6474,CUST00235194,C,25,79
PC7640,CUST00103654,A,53,88
PC9698,CUST00146484,B,53,94
PC6946,CUST00010527,A,6,94
PC2070,CUST00266390,D,10,63
PC7534,CUST00127121,A,14,89
PC6270,CUST00156238,B,98,56
PC4517,CUST00266140,D,76,51
PC5420,CUST00031801,E,38,89
PC7353,CUST00181516,A,65,60
PC8116,CUST00120224,F,74,63
PC4377,CUST00011749,F,83,55
PC9816,CUST00168373,F,48,79
PC2981,CUST00207831,D,19,58
PC3888,CUST00179491,D,74,97
PC7436,CUST00162522,F,83,74
PC5806,CUST00230850,F,22,79
PC7244,CUST00037453,E,64,55
PC6453,CUST00031341,E,24,64
PC4610,CUST00078049,G,45,82
PC9291,CUST00012071,G,48,81
PC9203,CUST00174916,F,29,70
PC5234,CUST00020941,F,10,53
PC6748,CUST00034471,C,71,93
PC9547,CUST00073396,C,87,88
PC9938,CUST00002995,F,29,81
PC9655,CUST00047527,F,54,63
PC8829,CUST00143343,B,54,71
PC6798,CUST00213491,D,19,93
PC9298,CUST00223457,E,26,71
PC1838,CUST00001762,B,9,53
PC7385,CUST00266318,F,4,66
PC1377,CUST00223207,D,92,81
PC9502,CUST00021177,B,53,98
PC8353,CUST00183399,G,47,59
PC8803,CUST00081705,A,23,70
PC4986,CUST00105680,G,61,60
PC8836,CUST00209984,F,17,84
PC3030,CUST00252550,A,78,54
PC3207,CUST00112189,D,9,55
PC2421,CUST00224402,G,1,75
PC3989,CUST00138500,B,20,56
PC6979,CUST00050782,B,60,62
PC7130,CUST00206307,C,31,81
PC8193,CUST00102812,E,73,97
PC8235,CUST00255272,G,9,53
PC5815,CUST00008005,F,37,81
PC2823,CUST00058347,E,46,84
PC3219,CUST00222906,C,42,75
PC4067,CUST00098828,B,2,67
PC1145,CUST00000253,B,74,91
PC8763,CUST00133221,F,16,83
PC3075,CUST00208270,A,40,81
PC1267,CUST00155498,A,95,87
PC5721,CUST00168766,G,99,62
PC4072,CUST00240562,B,21,53
PC6250,CUST00241580,D,54,92
PC3862,CUST00058961,D,28,52
PC7193,CUST00131993,F,19,65
PC9961,CUST00010355,D,39,83
PC6964,CUST00178769,D,53,62
PC1173,CUST00127270,C,43,50
PC5722,CUST00034608,E,89,68
PC5882,CUST00200619,D,16,61
PC8065,CUST00097927,B,34,59
PC9526,CUST00110666,D,5,58
PC6085,CUST00001176,F,27,85
PC8923,CUST00051526,B,2,95
PC9945,CUST00039294,F,22,78
PC2496,CUST00018326,E,12,77
PC2924,CUST00082949,E,53,68
PC7271,CUST00123726,D,41,55
PC5438,CUST00005843,G,32,68
PC2574,CUST00017153,E,25,94
PC3477,CUST00211471,A,17,50
PC3715,CUST00178287,F,47,69
PC1485,CUST00179194,D,88,84
PC7746,CUST00076298,G,30,59
PC3362,CUST00052949,A,30,66
PC1150,CUST00190111,A,24,55
PC4045,CUST00244672,F,66,78
PC9617,CUST00250320,A,7,65
PC5168,CUST00271782,D,23,98
PC4422,CUST00111312,A,85,99
PC1682,CUST00165784,G,23,96
PC7985,CUST00076733,F,4,99
PC3461,CUST00067359,B,7,80
PC5993,CUST00144673,B,87,64
PC3000,CUST00155111,A,80,59
PC2454,CUST00261706,B,22,97
PC3776,CUST00179120,F,8,94
PC1044,CUST00224791,A,88,97
PC6127,CUST00269183,F,96,75
PC6760,CUST00189774,F,67,67
PC6550,CUST00051194,G,49,92
PC2884,CUST00238256,D,37,86
PC2977,CUST00129109,C,2,95
PC2105,CUST00271832,F,55,59
PC9480,CUST00218897,C,31,57
PC6796,CUST00175814,G,35,70
PC6246,CUST00039611,E,3,63
PC4206,CUST00093194,E,74,56
PC4189,CUST00195093,G,12,84
PC4002,CUST00089091,F,75,82
PC2592,CUST00060788,D,30,61
PC5134,CUST00096822,C,86,68
PC7976,CUST00256660,E,34,75
PC8616,CUST00035133,D,73,94
PC1749,CUST00024093,D,54,73
PC9148,CUST00024164,B,37,84
PC4410,CUST00027620,E,1,94
PC2808,CUST00152234,G,79,84
PC2933,CUST00234668,A,55,91
PC9501,CUST00133307,E,37,88
PC6313,CUST00106838,B,65,73
PC5651,CUST00116816,F,60,96
PC9152,CUST00247997,G,74,50
PC7598,CUST00161525,E,48,50
PC9179,CUST00119422,A,51,56
PC6174,CUST00010310,A,55,73
PC6886,CUST00124346,B,13,59
PC7671,CUST00146748,A,62,91
PC9279,CUST00267214,F,88,79
PC5200,CUST00140712,F,33,61
PC7936,CUST00097083,D,1,78
PC8834,CUST00085295,F,85,57
PC5095,CUST00198320,D,27,87
PC7064,CUST00139750,E,87,63
PC6775,CUST00133128,F,28,88
PC9403,CUST00250291,A,54,68
PC4488,CUST00188052,D,42,92
PC7271,CUST00146980,B,38,61
PC4810,CUST00068860,F,61,83
PC8859,CUST00134188,G,74,50
PC1407,CUST00136221,F,27,61
PC4103,CUST00250670,A,64,57
PC2692,CUST00151063,B,14,80
PC1375,CUST00036412,A,91,52
PC6905,CUST00239243,E,83,54
PC1744,CUST00067770,B,79,90
PC8195,CUST00150157,G,12,76
PC8010,CUST00229124,A,94,73
PC5050,CUST00265530,F,77,96
PC9554,CUST00093630,F,78,84
PC1261,CUST00115713,C,53,78
PC2185,CUST00062462,G,97,53
PC4157,CUST00054855,D,26,82
PC6842,CUST00169276,D,30,58
PC3769,CUST00083156,B,13,60
PC7930,CUST00111619,A,68,52
PC5283,CUST00244009,A,43,59
PC8889,CUST00112838,A,47,77
PC1645,CUST00062480,E,72,83
PC7703,CUST00171479,E,54,69
PC6073,CUST00212602,B,90,82
PC1591,CUST00240034,D,20,77
PC7065,CUST00026958,E,74,76
PC9939,CUST00042517,E,99,75
PC8066,CUST00106706,G,43,78
PC7506,CUST00193344,F,77,56
PC4165,CUST00090954,G,6,98
PC9216,CUST00178177,C,71,52
PC6763,CUST00250952,B,94,92
PC6874,CUST00087579,G,45,80
PC2662,CUST00122717,G,20,63
PC4212,CUST00075006,F,29,95
PC2770,CUST00170967,F,22,70
PC7152,CUST00261272,B,15,72
PC2565,CUST00130760,C,88,72
PC8447,CUST00175904,E,77,60
PC4644,CUST00260310,F,18,78
PC8408,CUST00192157,F,39,56
PC5578,CUST00150426,F,17,96
PC6120,CUST00103146,E,66,64
PC1642,CUST00068943,A,14,95
PC7122,CUST00057427,D,71,61
PC9548,CUST00232130,C,35,82
PC9385,CUST00137382,A,97,59
PC5605,CUST00143526,F,89,51
PC9705,CUST00124233,B,88,63
PC4166,CUST00074866,C,23,76
PC8685,CUST00088158,C,5,71
PC5556,CUST00046017,D,75,73
PC8479,CUST00090798,A,54,71
PC9670,CUST00070664,B,87,65
PC4355,CUST00006749,C,13,55
PC7226,CUST00003967,A,7,71
PC3610,CUST00017501,C,85,74
PC6561,CUST00020165,E,54,67
PC5318,CUST00092328,A,45,98
PC5105,CUST00145413,E,13,73
PC1022,CUST00153286,F,65,94
PC2119,CUST00210223,E,89,75
PC8554,CUST00041294,E,10,98
PC8063,CUST00125263,F,96,53
PC3866,CUST00202001,E,39,81
PC9405,CUST00048061,B,57,80
PC4539,CUST00127712,E,78,50
PC2189,CUST00025653,D,7,72
PC9383,CUST00049292,E,92,54
PC5399,CUST00250826,F,62,61
PC2071,CUST00019275,C,57,82
PC3146,CUST00161765,A,95,55
PC6200,CUST00183353,D,85,77
PC2343,CUST00080933,D,69,69
PC3559,CUST00117382,A,83,95
PC3690,CUST00167032,A,19,59
PC5827,CUST00253805,A,39,68
PC2339,CUST00015074,C,8,77
PC7587,CUST00052761,E,81,56
PC6457,CUST00158589,C,37,78
PC6419,CUST00123893,D,93,78
PC7832,CUST00048918,B,10,69
PC8517,CUST00205484,E,28,61
PC4932,CUST00179135,B,54,72
PC2563,CUST00179488,B,56,95
PC3205,CUST00027289,G,71,90
PC8904,CUST00176018,A,5,78
PC2811,CUST00199923,F,19,84
PC1074,CUST00039432,F,21,72
PC2677,CUST00178919,A,24,92
PC6928,CUST00220488,A,74,69
PC7202,CUST00108633,D,20,95
PC8792,CUST00157223,D,83,57
PC9378,CUST00220210,C,66,68
PC8905,CUST00052252,E,17,85
PC5293,CUST00062708,D,59,70
PC6643,CUST00088548,A,20,51
PC4970,CUST00209573,F,88,56
PC3577,CUST00062190,E,68,99
PC4908,CUST00052620,G,6,71
PC7545,CUST00122285,D,36,84
PC6042,CUST00227441,A,21,59
PC2819,CUST00135454,G,83,54
PC1329,CUST00067088,A,97,73
PC1669,CUST00085715,G,93,51
PC6161,CUST00020439,G,31,63
PC7831,CUST00128158,D,88,89
PC8372,CUST00213455,G,34,87
PC7384,CUST00217932,E,26,80
PC7060,CUST00222303,B,32,76
PC3559,CUST00026935,B,34,87
PC8243,CUST00187944,B,53,99
PC8269,CUST00058342,F,74,92
PC4341,CUST00010722,A,12,64
PC9175,CUST00080592,F,25,58
PC4026,CUST00093155,C,46,80
PC1899,CUST00124647,C,85,99
PC6197,CUST00267595,D,61,76
PC5337,CUST00005058,F,1,70
PC9195,CUST00088381,B,56,98
PC6256,CUST00102263,D,35,94
PC6773,CUST00182392,A,78,56
PC5952,CUST00240206,G,62,63
PC8621,CUST00147137,A,71,70
PC5918,CUST00006679,B,17,90
PC2484,CUST00178155,F,92,88
PC7123,CUST00038363,D,3,77
PC7266,CUST00115335,G,4,86
PC8518,CUST00196250,A,2,94
PC1725,CUST00014266,G,99,53
PC8618,CUST00243121,D,23,87
PC7814,CUST00140602,D,27,81
PC1868,CUST00106238,E,15,63
PC1880,CUST00026561,C,44,65
PC9919,CUST00063294,A,42,66
PC6241,CUST00199834,A,97,83
PC4970,CUST00043268,C,57,86
PC4673,CUST00118577,G,35,83
PC9798,CUST00198636,A,26,92
PC8588,CUST00187556,B,34,86
PC5510,CUST00216556,D,40,62
PC3635,CUST00057811,C,17,50
PC6706,CUST00268094,G,99,92
PC8918,CUST00102300,D,38,96
PC9044,CUST00258705,B,97,75
PC2615,CUST00223313,A,27,80
PC9702,CUST00250648,B,19,66
PC6283,CUST00217210,D,47,72
PC3606,CUST00235680,B,11,53
PC7062,CUST00000874,A,9,70
PC9926,CUST00173634,C,11,82
PC7034,CUST00188286,E,67,86
PC3127,CUST00083704,G,10,58
PC2322,CUST00122238,C,41,99
PC9753,CUST00138796,D,98,98
PC5698,CUST00115192,F,16,55
PC8173,CUST00167457,E,43,77
PC4827,CUST00217729,A,95,79
PC3200,CUST00259368,D,59,93
PC2445,CUST00191697,A,24,58
PC5026,CUST00007394,A,34,87
PC9078,CUST00170049,F,76,96
PC1519,CUST00193210,C,65,81
PC3874,CUST00241634,A,77,68
PC1295,CUST00001579,F,48,58
PC1786,CUST00059435,E,14,63
PC9078,CUST00190319,G,58,87
PC7265,CUST00231627,F,12,84
PC6433,CUST00028441,G,63,58
PC1291,CUST00035894,G,49,87
PC1556,CUST00151057,E,15,60
PC1832,CUST00193493,F,43,83
PC8479,CUST00214200,E,95,71
PC2357,CUST00187910,A,41,98
PC8998,CUST00191616,D,47,51
PC3718,CUST00106377,A,67,50
PC1942,CUST00016976,E,71,75
PC2408,CUST00146998,C,73,53
PC9091,CUST00121892,A,43,58
PC4764,CUST00127626,D,60,83
PC9546,CUST00069867,D,35,60
PC6849,CUST00134551,B,8,58
PC4321,CUST00263411,B,85,74
PC5871,CUST00029547,A,46,53
PC8952,CUST00147278,E,5,72
PC2021,CUST00050244,E,7,53
PC6050,CUST00172217,F,84,81
PC9052,CUST00209068,G,70,74
PC5590,CUST00130497,E,49,63
PC7646,CUST00194258,C,63,83
PC8111,CUST00115450,C,98,74
PC9329,CUST00028407,G,10,79
PC8248,CUST00079175,F,50,90
PC4294,CUST00111874,B,23,50
PC4304,CUST00101508,B,18,64
PC7405,CUST00212509,F,4,88
PC1736,CUST00145891,F,31,72
PC6318,CUST00146871,D,14,60
PC1202,CUST00249836,C,3,50
PC5845,CUST00067757,D,21,72
PC3051,CUST00044409,F,69,81
PC4390,CUST00260066,F,68,84
PC3023,CUST00247405,B,14,54
PC8028,CUST00252203,E,98,92
PC4307,CUST00082414,F,53,51
PC7003,CUST00187111,G,68,51
PC1640,CUST00151983,C,77,81
PC8793,CUST00200290,B,58,88
PC6279,CUST00076577,G,34,89
PC2314,CUST00095569,D,80,81
PC7634,CUST00212444,G,53,84
PC5306,CUST00052286,B,55,82
PC1102,CUST00171762,B,29,76
PC3651,CUST00111787,F,99,95
PC4994,CUST00207474,F,48,90
PC4398,CUST00065218,A,87,85
PC9621,CUST00012974,A,21,88
PC6198,CUST00056145,D,86,58
PC7461,CUST00176438,F,87,93
PC2661,CUST00243046,B,68,83
PC7959,CUST00089532,A,39,65
PC9792,CUST00213347,G,87,78
PC4005,CUST00215757,C,83,61
PC4574,CUST00106056,A,99,58
PC4077,CUST00035016,E,48,61
PC4535,CUST00122350,B,70,94
PC3005,CUST00185988,D,32,81
PC6816,CUST00085119,E,77,56
PC4977,CUST00108904,A,5,62
PC1206,CUST00095666,E,86,55
PC4750,CUST00258403,G,30,90
PC2205,CUST00094159,A,95,53
PC1215,CUST00197044,A,59,59
PC6506,CUST00261873,A,32,91
PC4888,CUST00142495,C,7,70
PC7087,CUST00228108,A,51,97
PC9257,CUST00187614,G,25,85
PC1715,CUST00211632,G,19,56
PC3651,CUST00125942,A,71,71
PC9966,CUST00053187,B,79,70
PC6654,CUST00128310,E,25,61
PC5655,CUST00074117,F,89,85
PC3880,CUST00124699,G,47,79
PC2750,CUST00015318,D,16,92
PC1363,CUST00245478,C,91,82
PC9263,CUST00264854,C,15,59
PC8148,CUST00182036,G,6,73
PC9016,CUST00200437,D,4,51
PC9917,CUST00270471,G,64,87
PC4316,CUST00240568,F,57,66
PC8837,CUST00128729,F,46,62
PC1575,CUST00173018,D,18,61
PC8758,CUST00200892,B,8,91
PC5995,CUST00013951,E,25,90
PC4635,CUST00212771,C,97,91
PC7922,CUST00037404,F,58,71
PC6223,CUST00118939,A,91,64
PC3176,CUST00016238,E,24,68
PC7765,CUST00271909,F,77,53
PC9582,CUST00263942,E,57,60
PC9011,CUST00207910,A,2,59
PC5962,CUST00014494,E,12,81
PC8776,CUST00161910,G,20,54
PC9424,CUST00200975,A,28,63
PC6699,CUST00093263,A,99,71
PC2632,CUST00165198,B,44,53
PC2915,CUST00028634,F,8,64
PC7972,CUST00224199,A,94,60
PC5926,CUST00036852,C,17,68
PC9130,CUST00130767,C,98,55
PC1778,CUST00048382,G,42,73
PC4009,CUST00216471,G,46,56
PC9048,CUST00002883,B,48,59
PC1143,CUST00066929,C,31,59
PC2303,CUST00214963,F,62,59
PC4946,CUST00120864,B,73,96
PC7846,CUST00199712,A,96,64
PC9339,CUST00017676,D,60,91
PC4880,CUST00133203,G,3,58
PC9468,CUST00255317,G,46,72
PC1888,CUST00030132,B,31,53
PC4507,CUST00160098,D,84,62
PC5410,CUST00235631,E,4,54
PC8205,CUST00057054,A,67,97
PC9598,CUST00069265,E,36,80
PC6559,CUST00033220,F,32,82
PC1036,CUST00135527,B,31,95
PC3039,CUST00148264,B,79,95
PC5893,CUST00164937,E,39,50
PC7083,CUST00222832,E,82,62
PC9343,CUST00028224,A,23,73
PC1448,CUST00084668,C,39,70
PC5486,CUST00119968,A,64,97
PC6963,CUST00002377,F,44,70
PC5154,CUST00069817,G,38,91
PC8317,CUST00135962,D,20,99
PC4361,CUST00189137,D,95,55
PC6606,CUST00032577,A,14,88
PC9552,CUST00125503,B,68,62
PC9265,CUST00224256,A,78,99
PC4033,CUST00209504,G,15,93
PC8557,CUST00162104,E,43,88
PC9509,CUST00124036,G,30,87
PC1177,CUST00168707,B,82,59
PC6050,CUST00078722,G,56,58
PC8074,CUST00037230,B,31,90
PC4477,CUST00165742,G,60,50
PC6964,CUST00173468,C,83,87
PC1081,CUST00230788,E,54,55
PC1933,CUST00002558,B,5,77
PC9941,CUST00146307,F,70,82
PC3332,CUST00056297,B,55,75
PC9826,CUST00268767,D,99,51
PC9945,CUST00095409,C,34,87
PC8655,CUST00216761,D,3,73
PC7107,CUST00227999,G,27,80
PC2996,CUST00022069,D,66,54
PC6996,CUST00083846,D,47,78
PC5659,CUST00117089,G,13,61
PC6781,CUST00257316,C,65,52
PC7580,CUST00092892,A,66,59
PC4197,CUST00065576,D,31,54
PC1334,CUST00049390,G,16,66
PC6380,CUST00072518,C,14,69
PC1966,CUST00229877,A,25,69
PC2937,CUST00246262,G,61,60
PC8213,CUST00053868,D,34,69
PC3154,CUST00116142,D,13,63
PC4162,CUST00234182,B,52,98
PC9626,CUST00109736,B,92,98
PC6146,CUST00121244,A,39,85
PC3486,CUST00263151,E,60,80
PC5225,CUST00180423,C,35,78
PC1856,CUST00234812,E,37,88
PC5754,CUST00173821,C,18,76
PC1221,CUST00216246,D,21,96
PC1865,CUST00236105,D,43,68
PC9101,CUST00198089,F,85,74
PC1981,CUST00164731,A,63,95
PC7109,CUST00071619,G,30,71
PC4321,CUST00263906,B,8,98
PC8886,CUST00043684,D,61,65
PC5409,CUST00064637,E,60,81
PC8041,CUST00089975,D,79,67
PC3585,CUST00047513,A,9,80
PC9667,CUST00256693,C,72,63
PC5647,CUST00153160,C,60,78
PC9962,CUST00043258,D,14,61
PC3663,CUST00003077,A,7,84
PC5071,CUST00042885,D,76,56
PC7879,CUST00003345,G,82,74
PC2994,CUST00269655,A,20,98
PC6037,CUST00194185,G,55,61
PC7642,CUST00155233,B,67,95
PC4272,CUST00006381,A,84,57
PC6939,CUST00133609,C,57,96
PC2461,CUST00102259,D,10,61
PC2212,CUST00199430,B,14,70
PC5925,CUST00097240,F,65,98
PC1500,CUST00015524,A,88,73
PC1361,CUST00028264,G,99,56
PC6360,CUST00123818,D,36,59
PC7709,CUST00172500,G,88,93
PC3766,CUST00179735,C,67,71
PC4169,CUST00229565,E,82,98
PC2412,CUST00117471,E,52,54
PC6723,CUST00156782,D,16,55
PC2731,CUST00259432,C,62,78
PC4146,CUST00093112,F,39,52
PC7334,CUST00041469,G,11,68
PC6405,CUST00112665,C,73,57
PC8670,CUST00069566,G,54,99
PC2686,CUST00084590,B,13,79
PC6820,CUST00197739,A,48,68
PC2202,CUST00151389,E,81,85
PC6598,CUST00187588,E,82,67
PC2086,CUST00017960,C,15,96
PC4529,CUST00270975,F,65,70
PC3192,CUST00258456,G,48,82
PC5419,CUST00137248,B,73,96
PC8221,CUST00159689,F,8,57
PC6653,CUST00141054,D,18,91
PC9806,CUST00061312,C,53,82
PC1855,CUST00148382,G,19,96
PC1129,CUST00189418,A,73,76
PC4936,CUST00086641,C,76,69
PC9714,CUST00027860,A,76,96
PC3657,CUST00196051,A,94,64
PC2193,CUST00153677,A,9,75
PC3784,CUST00060532,A,69,60
PC2275,CUST00180012,G,46,62
PC9146,CUST00133680,B,28,66
PC2683,CUST00217245,F,43,96
PC3222,CUST00038767,E,56,89
PC1833,CUST00222326,F,85,56
PC6266,CUST00133483,E,55,90
PC2622,CUST00217914,G,72,82
PC6859,CUST00236554,G,5,90
PC8658,CUST00001166,F,73,76
PC3641,CUST00209712,G,2,65
PC1402,CUST00067192,G,98,96
PC2392,CUST00007233,A,8,78
PC3262,CUST00214170,F,13,50
PC5798,CUST00099607,F,89,79
PC5742,CUST00146713,A,55,94
PC9594,CUST00201783,E,92,58
PC5709,CUST00232425,B,37,89
PC8245,CUST00082670,C,35,69
PC4115,CUST00184965,F,8,73
PC7650,CUST00181587,G,56,79
PC5441,CUST00220688,E,65,95
PC4019,CUST00115866,B,8,61
PC5663,CUST00232796,D,48,81
PC1119,CUST00230526,D,33,82
PC7782,CUST00212820,G,49,89
PC8361,CUST00267099,B,66,65
PC7990,CUST00230585,D,47,92
PC2880,CUST00199715,D,19,54
PC1485,CUST00247682,G,4,68
PC4817,CUST00061909,E,2,63
PC1842,CUST00230593,G,30,89
PC3323,CUST00152960,D,25,90
PC6256,CUST00187909,D,89,85
PC7041,CUST00247529,D,3,76
PC2357,CUST00190855,E,61,97
PC8705,CUST00271714,G,85,62
PC7090,CUST00127403,G,73,55
PC9990,CUST00256162,A,33,52
PC8119,CUST00150521,G,66,52
PC4306,CUST00201271,D,96,74
PC1351,CUST00134564,D,36,58
PC1679,CUST00076894,F,61,56
PC6069,CUST00101953,C,19,86
PC5480,CUST00206183,G,48,58
PC2142,CUST00192163,G,28,56
PC7218,CUST00006965,A,56,99
PC1168,CUST00267113,F,30,50
PC5374,CUST00119171,E,29,54
PC4914,CUST00252003,A,63,71
PC5413,CUST00144004,A,29,67
PC4806,CUST00245532,B,61,54
PC8063,CUST00143247,F,41,89
PC5737,CUST00243018,C,79,53
PC8537,CUST00050514,D,23,79
PC5745,CUST00135946,D,37,57
PC6515,CUST00092801,G,37,60
PC4432,CUST00071504,D,92,77
PC6315,CUST00094045,A,65,94
PC9959,CUST00173767,B,3,87
PC5423,CUST00059983,G,80,58
PC3202,CUST00004108,F,57,70
PC6489,CUST00195199,F,87,75
PC1461,CUST00174736,D,28,87
PC8643,CUST00175480,D,88,67
PC9155,CUST00017430,G,93,85
PC3247,CUST00115352,G,52,71
PC1869,CUST00190129,D,67,50
PC4085,CUST00078153,D,25,79
PC5945,CUST00130702,G,33,53
PC9621,CUST00020839,E,45,78
PC3841,CUST00218269,F,57,74
PC3502,CUST00158471,E,74,59
PC1072,CUST00073133,D,31,85
PC6125,CUST00001182,C,31,97
PC5933,CUST00003386,C,17,79
PC9218,CUST00160205,B,66,69
PC4491,CUST00236700,B,17,88
PC6807,CUST00060952,B,72,51
PC8371,CUST00088106,G,59,65
PC7707,CUST00132212,A,68,86
PC5933,CUST00267454,D,40,60
PC8320,CUST00004011,D,30,50
PC3350,CUST00204405,F,26,73
PC9717,CUST00093440,C,90,89
PC3375,CUST00091877,C,14,70
PC4469,CUST00254575,G,65,51
PC3343,CUST00087840,G,85,53
PC6033,CUST00102043,E,16,62
PC8411,CUST00221576,B,9,74
PC7025,CUST00083159,A,77,63
PC9214,CUST00225076,A,98,90
PC6900,CUST00017994,F,64,79
PC2204,CUST00099758,C,93,53
PC6139,CUST00144619,B,39,82
PC8146,CUST00137451,B,10,88
PC9846,CUST00228000,C,44,83
PC2337,CUST00149264,F,34,80
PC5331,CUST00094572,G,25,50
PC6074,CUST00156161,E,85,91
PC5305,CUST00065075,C,8,89
PC4378,CUST00094293,G,87,96
PC2271,CUST00141859,D,63,85
PC5834,CUST00202690,G,38,64
PC4912,CUST00077780,B,67,88
PC9603,CUST00114911,C,14,57
PC4289,CUST00270852,C,94,84
PC6739,CUST00020116,C,83,57
PC4248,CUST00165950,G,31,91
PC4149,CUST00257012,B,85,64
PC7079,CUST00211143,D,34,70
PC2705,CUST00049540,F,82,71
PC1473,CUST00050854,F,58,62
PC8172,CUST00133874,F,99,72
PC7442,CUST00051366,E,78,71
PC1787,CUST00049191,G,38,92
PC6681,CUST00251937,C,62,84
PC7846,CUST00177070,E,4,52
PC6398,CUST00227417,F,39,75
PC1266,CUST00143385,A,27,94
PC2462,CUST00063175,B,6,91
PC9098,CUST00165097,F,44,87
PC1603,CUST00000697,D,90,89
PC9004,CUST00172268,D,74,60
PC5095,CUST00018646,A,91,73
PC1579,CUST00118093,E,1,57
PC7844,CUST00165900,E,75,94
PC4266,CUST00220738,B,60,70
PC5657,CUST00121356,B,37,79
PC9327,CUST00008928,C,59,95
PC5324,CUST00063912,A,78,94
PC8308,CUST00072848,D,14,65
PC6329,CUST00103591,C,39,92
PC4150,CUST00101294,E,12,53
PC3463,CUST00113019,B,82,62
PC9705,CUST00226893,D,33,84
PC2625,CUST00227391,C,53,68
PC8477,CUST00077010,G,7,90
PC5370,CUST00065114,F,14,60
PC7532,CUST00004390,C,1,92
PC5026,CUST00035424,B,70,69
PC1714,CUST00017175,A,59,50
PC2941,CUST00020231,B,63,77
PC1390,CUST00238897,B,13,59
PC3238,CUST00111247,B,58,60
PC6820,CUST00210049,E,1,89
PC5268,CUST00005667,F,15,66
PC6795,CUST00086450,D,68,94
PC1840,CUST00057550,G,83,90
PC7891,CUST00028269,B,56,76
PC5688,CUST00047594,C,93,70
PC1702,CUST00194544,D,73,62
PC3381,CUST00033892,G,14,98
PC5205,CUST00198195,F,17,59
PC6699,CUST00064507,B,77,84
PC5094,CUST00230078,D,51,57
PC5227,CUST00216270,C,68,55
PC9790,CUST00075171,E,51,79
PC1301,CUST00129052,F,43,81
PC4751,CUST00255790,B,83,94
PC8613,CUST00128246,G,51,66
PC1057,CUST00000647,B,98,60
PC4154,CUST00147337,F,60,62
PC2356,CUST00007886,A,93,67
PC5994,CUST00146690,D,61,63
PC6873,CUST00060287,F,36,78
PC6932,CUST00131217,F,41,72
PC5548,CUST00042259,C,11,71
PC5408,CUST00257261,G,35,61
PC2086,CUST00087972,F,93,92
PC6553,CUST00231908,E,61,61
PC1340,CUST00059655,D,56,74
PC2664,CUST00264893,D,35,64
PC7341,CUST00043985,B,80,89
PC6209,CUST00157082,C,81,81
PC1148,CUST00085574,B,57,99
PC7920,CUST00007612,F,79,51
PC2837,CUST00084343,E,90,69
PC6632,CUST00239411,D,17,62
PC8923,CUST00178574,A,5,86
PC9126,CUST00145872,D,33,71
PC7145,CUST00174743,F,42,52
PC8652,CUST00063116,D,87,51
PC5314,CUST00166362,E,44,61
PC6303,CUST00232955,B,73,54
PC1870,CUST00044702,C,6,69
PC8055,CUST00079539,E,28,66
PC3211,CUST00209365,A,94,85
PC1991,CUST00002475,E,52,83
PC3820,CUST00131792,D,95,80
PC9382,CUST00105485,C,70,94
PC2785,CUST00038719,B,40,76
PC5446,CUST00197938,D,51,61
PC5659,CUST00115674,C,5,65
PC7028,CUST00119080,F,75,75
PC2061,CUST00134145,F,83,88
PC7827,CUST00221509,E,36,84
PC6670,CUST00269251,C,46,93
PC7970,CUST00035203,F,70,69
PC5535,CUST00043321,A,31,64
PC9060,CUST00211405,B,46,56
PC2359,CUST00218837,D,49,77
PC1094,CUST00267076,D,47,93
PC7883,CUST00234311,F,83,85
PC1690,CUST00001340,B,49,97
