customer_id,repair_date,repair_type,parts_changed,fault_code,fault_reason
CUST00051435,2026-07-12,Emergency,Part_Y1,F27,System error occurred due to component failure
CUST00051436,2026-07-15,Emergency,Part_M10,F69,System error occurred due to component failure
CUST00051437,2026-07-15,Emergency,Part_P4,F27,System error occurred due to component failure
CUST00051438,2026-07-10,Emergency,Part_F0,F11,System error occurred due to component failure
CUST00051439,2026-07-12,Emergency,Part_R9,F16,System error occurred due to component failure
CUST00051440,2026-07-13,Emergency,Part_F8,F30,System error occurred due to component failure
CUST00051441,2026-07-10,Emergency,Part_D18,F53,System error occurred due to component failure
CUST00051442,2026-07-14,Emergency,Part_U2,F78,System error occurred due to component failure
CUST00051443,2026-07-09,Emergency,Part_U2,F27,System error occurred due to component failure
CUST00051444,2026-07-11,Emergency,Part_M10,F82,System error occurred due to component failure
CUST00051445,2026-07-11,Emergency,Part_M10,F64,System error occurred due to component failure
CUST00051446,2026-07-14,Emergency,Part_X6,F92,System error occurred due to component failure
CUST00051447,2026-07-12,Emergency,Part_A13,F53,System error occurred due to component failure
CUST00051448,2026-07-12,Emergency,Part_A13,F53,System error occurred due to component failure
CUST00051449,2026-07-13,Emergency,Part_R9,F27,System error occurred due to component failure
CUST00051450,2026-07-13,Emergency,Part_M10,F27,System error occurred due to component failure
CUST00051451,2026-07-09,Emergency,Part_Z17,F11,System error occurred due to component failure
CUST00051452,2026-07-15,Emergency,Part_Q15,F78,System error occurred due to component failure
CUST00051453,2026-07-10,Emergency,Part_Q15,F78,System error occurred due to component failure
CUST00051454,2026-07-10,Emergency,Part_U2,F16,System error occurred due to component failure
CUST00051455,2026-07-09,Emergency,Part_Q11,F11,System error occurred due to component failure
CUST00051456,2026-07-10,Emergency,Part_H5,F44,System error occurred due to component failure
CUST00051457,2026-07-10,Emergency,Part_F0,F53,System error occurred due to component failure
CUST00051458,2026-07-10,Emergency,Part_Z17,F69,System error occurred due to component failure
CUST00051459,2026-07-09,Emergency,Part_P4,F69,System error occurred due to component failure
CUST00051460,2026-07-10,Emergency,Part_R9,F44,System error occurred due to component failure
CUST00051461,2026-07-10,Emergency,Part_F0,F16,System error occurred due to component failure
CUST00051462,2026-07-09,Emergency,Part_Y1,F64,System error occurred due to component failure
CUST00051463,2026-07-15,Emergency,Part_Y7,F27,System error occurred due to component failure
CUST00051464,2026-07-13,Emergency,Part_M10,F53,System error occurred due to component failure
CUST00051465,2026-07-09,Emergency,Part_R9,F73,System error occurred due to component failure
CUST00051466,2026-07-09,Emergency,Part_F0,F30,System error occurred due to component failure
CUST00051467,2026-07-10,Emergency,Part_H5,F27,System error occurred due to component failure
CUST00051468,2026-07-15,Emergency,Part_C12,F69,System error occurred due to component failure
CUST00051469,2026-07-09,Emergency,Part_P4,F30,System error occurred due to component failure
CUST00051470,2026-07-11,Emergency,Part_C14,F92,System error occurred due to component failure
CUST00051471,2026-07-13,Emergency,Part_R16,F64,System error occurred due to component failure
CUST00051472,2026-07-11,Emergency,Part_M10,F27,System error occurred due to component failure
CUST00051473,2026-07-09,Emergency,Part_H5,F92,System error occurred due to component failure
CUST00051474,2026-07-09,Emergency,Part_R9,F92,System error occurred due to component failure
CUST00051475,2026-07-13,Emergency,Part_Q15,F64,System error occurred due to component failure
CUST00051476,2026-07-10,Emergency,Part_U2,F59,System error occurred due to component failure
CUST00051477,2026-07-14,Emergency,Part_L3,F59,System error occurred due to component failure
CUST00051478,2026-07-09,Emergency,Part_F8,F59,System error occurred due to component failure
CUST00051479,2026-07-15,Emergency,Part_N19,F16,System error occurred due to component failure
CUST00051480,2026-07-10,Emergency,Part_C14,F53,System error occurred due to component failure
CUST00051481,2026-07-10,Emergency,Part_N19,F92,System error occurred due to component failure
CUST00051482,2026-07-10,Emergency,Part_Y7,F30,System error occurred due to component failure
CUST00051483,2026-07-15,Emergency,Part_R16,F27,System error occurred due to component failure
CUST00051484,2026-07-15,Emergency,Part_M10,F92,System error occurred due to component failure
CUST00051485,2026-07-09,Emergency,Part_Q15,F11,System error occurred due to component failure
CUST00051486,2026-07-15,Emergency,Part_Q11,F16,System error occurred due to component failure
CUST00051487,2026-07-13,Emergency,Part_C12,F73,System error occurred due to component failure
CUST00051488,2026-07-10,Emergency,Part_Q15,F16,System error occurred due to component failure
CUST00051489,2026-07-09,Emergency,Part_Z17,F78,System error occurred due to component failure
CUST00051490,2026-07-12,Emergency,Part_P4,F27,System error occurred due to component failure
CUST00051491,2026-07-13,Emergency,Part_H5,F73,System error occurred due to component failure
CUST00051492,2026-07-13,Emergency,Part_Z17,F44,System error occurred due to component failure
CUST00051493,2026-07-13,Emergency,Part_P4,F27,System error occurred due to component failure
CUST00051494,2026-07-11,Emergency,Part_N19,F30,System error occurred due to component failure
CUST00051495,2026-07-12,Emergency,Part_Q15,F78,System error occurred due to component failure
CUST00051496,2026-07-12,Emergency,Part_A13,F11,System error occurred due to component failure
CUST00051497,2026-07-15,Emergency,Part_F8,F69,System error occurred due to component failure
CUST00051498,2026-07-12,Emergency,Part_Z17,F59,System error occurred due to component failure
CUST00051499,2026-07-14,Emergency,Part_X6,F73,System error occurred due to component failure
CUST00051500,2026-07-12,Emergency,Part_D18,F27,System error occurred due to component failure
CUST00051501,2026-07-12,Emergency,Part_D18,F27,System error occurred due to component failure
CUST00051502,2026-07-12,Emergency,Part_R16,F78,System error occurred due to component failure
CUST00051503,2026-07-13,Emergency,Part_Q15,F30,System error occurred due to component failure
CUST00051504,2026-07-13,Emergency,Part_N19,F30,System error occurred due to component failure
CUST00051505,2026-07-09,Emergency,Part_R16,F11,System error occurred due to component failure
CUST00051506,2026-07-15,Emergency,Part_D18,F59,System error occurred due to component failure
CUST00051507,2026-07-14,Emergency,Part_Q11,F27,System error occurred due to component failure
CUST00051508,2026-07-13,Emergency,Part_X6,F11,System error occurred due to component failure
CUST00051509,2026-07-12,Emergency,Part_F8,F78,System error occurred due to component failure
CUST00051510,2026-07-11,Emergency,Part_N19,F27,System error occurred due to component failure
CUST00051511,2026-07-13,Emergency,Part_R16,F69,System error occurred due to component failure
CUST00051512,2026-07-10,Emergency,Part_F8,F73,System error occurred due to component failure
CUST00051513,2026-07-12,Emergency,Part_R16,F53,System error occurred due to component failure
CUST00051514,2026-07-15,Emergency,Part_C14,F73,System error occurred due to component failure
CUST00051515,2026-07-14,Emergency,Part_Y1,F78,System error occurred due to component failure
CUST00051516,2026-07-13,Emergency,Part_X6,F27,System error occurred due to component failure
CUST00051517,2026-07-14,Emergency,Part_R16,F69,System error occurred due to component failure
CUST00051518,2026-07-12,Emergency,Part_F0,F69,System error occurred due to component failure
CUST00051519,2026-07-11,Emergency,Part_F8,F73,System error occurred due to component failure
CUST00051520,2026-07-12,Emergency,Part_L3,F16,System error occurred due to component failure
CUST00051521,2026-07-10,Emergency,Part_R9,F16,System error occurred due to component failure
CUST00051522,2026-07-09,Emergency,Part_Q11,F11,System error occurred due to component failure
CUST00051523,2026-07-15,Emergency,Part_C14,F78,System error occurred due to component failure
CUST00051524,2026-07-10,Emergency,Part_L3,F78,System error occurred due to component failure
CUST00051525,2026-07-14,Emergency,Part_Z17,F64,System error occurred due to component failure
CUST00051526,2026-07-13,Emergency,Part_R9,F27,System error occurred due to component failure
CUST00051527,2026-07-11,Emergency,Part_X6,F30,System error occurred due to component failure
CUST00051528,2026-07-11,Emergency,Part_C14,F82,System error occurred due to component failure
CUST00051529,2026-07-11,Emergency,Part_C12,F53,System error occurred due to component failure
CUST00051530,2026-07-15,Emergency,Part_R16,F92,System error occurred due to component failure
CUST00051531,2026-07-15,Emergency,Part_F8,F69,System error occurred due to component failure
CUST00051532,2026-07-11,Emergency,Part_Z17,F16,System error occurred due to component failure
CUST00051533,2026-07-15,Emergency,Part_A13,F73,System error occurred due to component failure
CUST00051534,2026-07-09,Emergency,Part_X6,F27,System error occurred due to component failure
CUST00051535,2026-07-15,Emergency,Part_C12,F78,System error occurred due to component failure
CUST00051536,2026-07-14,Emergency,Part_Q15,F78,System error occurred due to component failure
CUST00051537,2026-07-09,Emergency,Part_N19,F69,System error occurred due to component failure
CUST00051538,2026-07-14,Emergency,Part_Z17,F78,System error occurred due to component failure
CUST00051539,2026-07-10,Emergency,Part_M10,F69,System error occurred due to component failure
CUST00051540,2026-07-10,Emergency,Part_H5,F92,System error occurred due to component failure
CUST00051541,2026-07-15,Emergency,Part_A13,F92,System error occurred due to component failure
CUST00051542,2026-07-15,Emergency,Part_R16,F27,System error occurred due to component failure
CUST00051543,2026-07-09,Emergency,Part_C12,F53,System error occurred due to component failure
CUST00051544,2026-07-10,Emergency,Part_C14,F78,System error occurred due to component failure
CUST00051545,2026-07-09,Emergency,Part_H5,F16,System error occurred due to component failure
CUST00051546,2026-07-10,Emergency,Part_Y1,F64,System error occurred due to component failure
CUST00051547,2026-07-15,Emergency,Part_A13,F69,System error occurred due to component failure
CUST00051548,2026-07-13,Emergency,Part_N19,F27,System error occurred due to component failure
CUST00051549,2026-07-15,Emergency,Part_R16,F53,System error occurred due to component failure
CUST00051550,2026-07-11,Emergency,Part_Q15,F11,System error occurred due to component failure
CUST00051551,2026-07-15,Emergency,Part_U2,F73,System error occurred due to component failure
CUST00051552,2026-07-09,Emergency,Part_Z17,F53,System error occurred due to component failure
CUST00051553,2026-07-09,Emergency,Part_P4,F53,System error occurred due to component failure
CUST00051554,2026-07-10,Emergency,Part_C14,F78,System error occurred due to component failure
CUST00051555,2026-07-15,Emergency,Part_Y1,F16,System error occurred due to component failure
CUST00051556,2026-07-12,Emergency,Part_F0,F82,System error occurred due to component failure
CUST00051557,2026-07-11,Emergency,Part_F8,F78,System error occurred due to component failure
CUST00051558,2026-07-10,Emergency,Part_A13,F27,System error occurred due to component failure
CUST00051559,2026-07-13,Emergency,Part_L3,F11,System error occurred due to component failure
CUST00051560,2026-07-09,Emergency,Part_A13,F27,System error occurred due to component failure
CUST00051561,2026-07-12,Emergency,Part_Y7,F73,System error occurred due to component failure
CUST00051562,2026-07-09,Emergency,Part_P4,F78,System error occurred due to component failure
CUST00051563,2026-07-12,Emergency,Part_P4,F92,System error occurred due to component failure
CUST00051564,2026-07-12,Emergency,Part_Q11,F53,System error occurred due to component failure
CUST00051565,2026-07-15,Emergency,Part_A13,F78,System error occurred due to component failure
CUST00051566,2026-07-14,Emergency,Part_C14,F82,System error occurred due to component failure
CUST00051567,2026-07-12,Emergency,Part_R9,F73,System error occurred due to component failure
CUST00051568,2026-07-09,Emergency,Part_H5,F73,System error occurred due to component failure
CUST00051569,2026-07-12,Emergency,Part_Y1,F27,System error occurred due to component failure
CUST00051570,2026-07-12,Emergency,Part_D18,F44,System error occurred due to component failure
CUST00051571,2026-07-14,Emergency,Part_H5,F82,System error occurred due to component failure
CUST00051572,2026-07-10,Emergency,Part_A13,F73,System error occurred due to component failure
CUST00051573,2026-07-13,Emergency,Part_L3,F27,System error occurred due to component failure
CUST00051574,2026-07-10,Emergency,Part_P4,F78,System error occurred due to component failure
CUST00051575,2026-07-15,Emergency,Part_Z17,F64,System error occurred due to component failure
CUST00051576,2026-07-15,Emergency,Part_C14,F53,System error occurred due to component failure
CUST00051577,2026-07-09,Emergency,Part_F8,F78,System error occurred due to component failure
CUST00051578,2026-07-12,Emergency,Part_Q15,F78,System error occurred due to component failure
CUST00051579,2026-07-13,Emergency,Part_A13,F30,System error occurred due to component failure
CUST00051580,2026-07-09,Emergency,Part_N19,F92,System error occurred due to component failure
CUST00051581,2026-07-10,Emergency,Part_D18,F30,System error occurred due to component failure
CUST00051582,2026-07-15,Emergency,Part_Y1,F11,System error occurred due to component failure
CUST00051583,2026-07-15,Emergency,Part_F0,F82,System error occurred due to component failure
CUST00051584,2026-07-12,Emergency,Part_H5,F30,System error occurred due to component failure
CUST00051585,2026-07-14,Emergency,Part_C14,F69,System error occurred due to component failure
CUST00051586,2026-07-14,Emergency,Part_Y7,F27,System error occurred due to component failure
CUST00051587,2026-07-15,Emergency,Part_Y7,F30,System error occurred due to component failure
CUST00051588,2026-07-14,Emergency,Part_H5,F78,System error occurred due to component failure
CUST00051589,2026-07-14,Emergency,Part_H5,F44,System error occurred due to component failure
CUST00051590,2026-07-12,Emergency,Part_M10,F16,System error occurred due to component failure
CUST00051591,2026-07-10,Emergency,Part_D18,F82,System error occurred due to component failure
CUST00051592,2026-07-11,Emergency,Part_M10,F82,System error occurred due to component failure
CUST00051593,2026-07-10,Emergency,Part_F8,F78,System error occurred due to component failure
CUST00051594,2026-07-15,Emergency,Part_A13,F69,System error occurred due to component failure
CUST00051595,2026-07-10,Emergency,Part_Y1,F27,System error occurred due to component failure
CUST00051596,2026-07-15,Emergency,Part_N19,F73,System error occurred due to component failure
CUST00051597,2026-07-13,Emergency,Part_H5,F16,System error occurred due to component failure
CUST00051598,2026-07-11,Emergency,Part_Z17,F27,System error occurred due to component failure
CUST00051599,2026-07-10,Emergency,Part_Z17,F92,System error occurred due to component failure
CUST00051600,2026-07-11,Emergency,Part_R16,F11,System error occurred due to component failure
CUST00051601,2026-07-09,Emergency,Part_X6,F27,System error occurred due to component failure
CUST00051602,2026-07-10,Emergency,Part_Y1,F78,System error occurred due to component failure
CUST00051603,2026-07-12,Emergency,Part_Y7,F73,System error occurred due to component failure
CUST00051604,2026-07-12,Emergency,Part_Y7,F64,System error occurred due to component failure
CUST00051605,2026-07-14,Emergency,Part_X6,F92,System error occurred due to component failure
CUST00051606,2026-07-10,Emergency,Part_P4,F64,System error occurred due to component failure
CUST00051607,2026-07-12,Emergency,Part_C12,F64,System error occurred due to component failure
CUST00051608,2026-07-13,Emergency,Part_Q15,F92,System error occurred due to component failure
CUST00051609,2026-07-15,Emergency,Part_A13,F27,System error occurred due to component failure
CUST00051610,2026-07-12,Emergency,Part_Q11,F69,System error occurred due to component failure
CUST00051611,2026-07-10,Emergency,Part_H5,F82,System error occurred due to component failure
CUST00051612,2026-07-14,Emergency,Part_R16,F73,System error occurred due to component failure
CUST00051613,2026-07-10,Emergency,Part_R9,F27,System error occurred due to component failure
CUST00051614,2026-07-15,Emergency,Part_U2,F53,System error occurred due to component failure
CUST00051615,2026-07-14,Emergency,Part_C14,F73,System error occurred due to component failure
CUST00051616,2026-07-12,Emergency,Part_F0,F78,System error occurred due to component failure
CUST00051617,2026-07-10,Emergency,Part_M10,F44,System error occurred due to component failure
CUST00051618,2026-07-10,Emergency,Part_C12,F16,System error occurred due to component failure
CUST00051619,2026-07-12,Emergency,Part_Y7,F44,System error occurred due to component failure
CUST00051620,2026-07-12,Emergency,Part_Q15,F82,System error occurred due to component failure
CUST00051621,2026-07-09,Emergency,Part_P4,F30,System error occurred due to component failure
CUST00051622,2026-07-10,Emergency,Part_D18,F82,System error occurred due to component failure
CUST00051623,2026-07-11,Emergency,Part_X6,F78,System error occurred due to component failure
CUST00051624,2026-07-10,Emergency,Part_A13,F27,System error occurred due to component failure
CUST00051625,2026-07-15,Emergency,Part_Q15,F78,System error occurred due to component failure
CUST00051626,2026-07-09,Emergency,Part_C14,F82,System error occurred due to component failure
CUST00051627,2026-07-13,Emergency,Part_Y1,F27,System error occurred due to component failure
CUST00051628,2026-07-15,Emergency,Part_D18,F78,System error occurred due to component failure
CUST00051629,2026-07-11,Emergency,Part_R16,F82,System error occurred due to component failure
CUST00051630,2026-07-14,Emergency,Part_L3,F30,System error occurred due to component failure
CUST00051631,2026-07-09,Emergency,Part_R16,F73,System error occurred due to component failure
CUST00051632,2026-07-14,Emergency,Part_Q15,F30,System error occurred due to component failure
CUST00051633,2026-07-14,Emergency,Part_Z17,F11,System error occurred due to component failure
CUST00051634,2026-07-12,Emergency,Part_M10,F27,System error occurred due to component failure
CUST00051635,2026-07-14,Emergency,Part_A13,F27,System error occurred due to component failure
CUST00051636,2026-07-15,Emergency,Part_L3,F78,System error occurred due to component failure
CUST00051637,2026-07-13,Emergency,Part_A13,F27,System error occurred due to component failure
CUST00051638,2026-07-15,Emergency,Part_C14,F59,System error occurred due to component failure
CUST00051639,2026-07-15,Emergency,Part_Y7,F69,System error occurred due to component failure
CUST00051640,2026-07-12,Emergency,Part_L3,F73,System error occurred due to component failure
CUST00051641,2026-07-09,Emergency,Part_Y1,F82,System error occurred due to component failure
CUST00051642,2026-07-14,Emergency,Part_R9,F69,System error occurred due to component failure
CUST00051643,2026-07-13,Emergency,Part_Y7,F73,System error occurred due to component failure
CUST00051644,2026-07-09,Emergency,Part_N19,F53,System error occurred due to component failure
CUST00051645,2026-07-11,Emergency,Part_H5,F78,System error occurred due to component failure
CUST00051646,2026-07-14,Emergency,Part_Q11,F82,System error occurred due to component failure
CUST00051647,2026-07-09,Emergency,Part_C14,F27,System error occurred due to component failure
CUST00051648,2026-07-15,Emergency,Part_Q11,F11,System error occurred due to component failure
CUST00051649,2026-07-12,Emergency,Part_C12,F59,System error occurred due to component failure
CUST00051650,2026-07-09,Emergency,Part_A13,F59,System error occurred due to component failure
CUST00051651,2026-07-15,Emergency,Part_P4,F16,System error occurred due to component failure
CUST00051652,2026-07-15,Emergency,Part_F0,F27,System error occurred due to component failure
CUST00051653,2026-07-10,Emergency,Part_A13,F92,System error occurred due to component failure
CUST00051654,2026-07-09,Emergency,Part_U2,F27,System error occurred due to component failure
CUST00051655,2026-07-13,Emergency,Part_C14,F27,System error occurred due to component failure
CUST00051656,2026-07-14,Emergency,Part_N19,F27,System error occurred due to component failure
CUST00051657,2026-07-13,Emergency,Part_L3,F92,System error occurred due to component failure
CUST00051658,2026-07-14,Emergency,Part_P4,F27,System error occurred due to component failure
CUST00051659,2026-07-12,Emergency,Part_A13,F59,System error occurred due to component failure
CUST00051660,2026-07-11,Emergency,Part_Z17,F44,System error occurred due to component failure
CUST00051661,2026-07-10,Emergency,Part_D18,F73,System error occurred due to component failure
CUST00051662,2026-07-12,Emergency,Part_X6,F78,System error occurred due to component failure
CUST00051663,2026-07-15,Emergency,Part_Y7,F30,System error occurred due to component failure
CUST00051664,2026-07-10,Emergency,Part_Z17,F27,System error occurred due to component failure
CUST00051665,2026-07-12,Emergency,Part_D18,F59,System error occurred due to component failure
CUST00051666,2026-07-12,Emergency,Part_F0,F69,System error occurred due to component failure
CUST00051667,2026-07-09,Emergency,Part_F8,F73,System error occurred due to component failure
CUST00051668,2026-07-09,Emergency,Part_M10,F73,System error occurred due to component failure
CUST00051669,2026-07-09,Emergency,Part_Q11,F44,System error occurred due to component failure
CUST00051670,2026-07-12,Emergency,Part_Y1,F44,System error occurred due to component failure
CUST00051671,2026-07-12,Emergency,Part_F8,F73,System error occurred due to component failure
CUST00051672,2026-07-13,Emergency,Part_Q15,F82,System error occurred due to component failure
CUST00051673,2026-07-10,Emergency,Part_Q15,F27,System error occurred due to component failure
CUST00051674,2026-07-09,Emergency,Part_A13,F30,System error occurred due to component failure
CUST00051675,2026-07-09,Emergency,Part_F8,F16,System error occurred due to component failure
CUST00051676,2026-07-13,Emergency,Part_Q15,F78,System error occurred due to component failure
CUST00051677,2026-07-13,Emergency,Part_H5,F27,System error occurred due to component failure
CUST00051678,2026-07-13,Emergency,Part_D18,F69,System error occurred due to component failure
CUST00051679,2026-07-13,Emergency,Part_R9,F69,System error occurred due to component failure
CUST00051680,2026-07-13,Emergency,Part_C14,F82,System error occurred due to component failure
CUST00051681,2026-07-14,Emergency,Part_Q11,F27,System error occurred due to component failure
CUST00051682,2026-07-11,Emergency,Part_M10,F64,System error occurred due to component failure
CUST00051683,2026-07-11,Emergency,Part_R16,F92,System error occurred due to component failure
CUST00051684,2026-07-09,Emergency,Part_R16,F11,System error occurred due to component failure
CUST00051685,2026-07-12,Emergency,Part_A13,F30,System error occurred due to component failure
CUST00051686,2026-07-11,Emergency,Part_H5,F73,System error occurred due to component failure
CUST00051687,2026-07-11,Emergency,Part_A13,F78,System error occurred due to component failure
CUST00051688,2026-07-15,Emergency,Part_L3,F69,System error occurred due to component failure
CUST00051689,2026-07-13,Emergency,Part_L3,F27,System error occurred due to component failure
CUST00051690,2026-07-09,Emergency,Part_N19,F92,System error occurred due to component failure
CUST00051691,2026-07-13,Emergency,Part_F0,F53,System error occurred due to component failure
CUST00051692,2026-07-11,Emergency,Part_Q15,F73,System error occurred due to component failure
CUST00051693,2026-07-15,Emergency,Part_D18,F27,System error occurred due to component failure
CUST00051694,2026-07-10,Emergency,Part_Y1,F59,System error occurred due to component failure
CUST00051695,2026-07-15,Emergency,Part_M10,F16,System error occurred due to component failure
CUST00051696,2026-07-15,Emergency,Part_Q15,F69,System error occurred due to component failure
CUST00051697,2026-07-12,Emergency,Part_X6,F78,System error occurred due to component failure
CUST00051698,2026-07-11,Emergency,Part_N19,F73,System error occurred due to component failure
CUST00051699,2026-07-12,Emergency,Part_F8,F82,System error occurred due to component failure
CUST00051700,2026-07-11,Emergency,Part_Y1,F44,System error occurred due to component failure
CUST00051701,2026-07-10,Emergency,Part_U2,F69,System error occurred due to component failure
CUST00051702,2026-07-09,Emergency,Part_X6,F27,System error occurred due to component failure
CUST00051703,2026-07-15,Emergency,Part_Q11,F78,System error occurred due to component failure
CUST00051704,2026-07-10,Emergency,Part_Y7,F78,System error occurred due to component failure
CUST00051705,2026-07-14,Emergency,Part_Z17,F11,System error occurred due to component failure
CUST00051706,2026-07-15,Emergency,Part_Y7,F64,System error occurred due to component failure
CUST00051707,2026-07-10,Emergency,Part_F8,F53,System error occurred due to component failure
CUST00051708,2026-07-11,Emergency,Part_Y1,F27,System error occurred due to component failure
CUST00051709,2026-07-11,Emergency,Part_D18,F64,System error occurred due to component failure
CUST00051710,2026-07-13,Emergency,Part_M10,F11,System error occurred due to component failure
CUST00051711,2026-07-12,Emergency,Part_H5,F92,System error occurred due to component failure
CUST00051712,2026-07-12,Emergency,Part_Y1,F16,System error occurred due to component failure
CUST00051713,2026-07-09,Emergency,Part_N19,F11,System error occurred due to component failure
CUST00051714,2026-07-12,Emergency,Part_M10,F27,System error occurred due to component failure
CUST00051715,2026-07-14,Emergency,Part_X6,F30,System error occurred due to component failure
CUST00051716,2026-07-10,Emergency,Part_F8,F78,System error occurred due to component failure
CUST00051717,2026-07-09,Emergency,Part_Y1,F11,System error occurred due to component failure
CUST00051718,2026-07-14,Emergency,Part_A13,F92,System error occurred due to component failure
CUST00051719,2026-07-12,Emergency,Part_C12,F27,System error occurred due to component failure
CUST00051720,2026-07-12,Emergency,Part_D18,F27,System error occurred due to component failure
CUST00051721,2026-07-09,Emergency,Part_D18,F27,System error occurred due to component failure
CUST00051722,2026-07-09,Emergency,Part_L3,F53,System error occurred due to component failure
CUST00051723,2026-07-13,Emergency,Part_Q11,F73,System error occurred due to component failure
CUST00051724,2026-07-09,Emergency,Part_U2,F30,System error occurred due to component failure
CUST00051725,2026-07-15,Emergency,Part_R16,F27,System error occurred due to component failure
CUST00051726,2026-07-11,Emergency,Part_Y1,F78,System error occurred due to component failure
CUST00051727,2026-07-14,Emergency,Part_A13,F53,System error occurred due to component failure
CUST00051728,2026-07-10,Emergency,Part_F0,F73,System error occurred due to component failure
CUST00051729,2026-07-12,Emergency,Part_C14,F27,System error occurred due to component failure
CUST00051730,2026-07-13,Emergency,Part_F8,F92,System error occurred due to component failure
CUST00051731,2026-07-13,Emergency,Part_Y1,F64,System error occurred due to component failure
CUST00051732,2026-07-11,Emergency,Part_X6,F82,System error occurred due to component failure
CUST00051733,2026-07-14,Emergency,Part_A13,F53,System error occurred due to component failure
CUST00051734,2026-07-11,Emergency,Part_R16,F59,System error occurred due to component failure
CUST00051735,2026-07-11,Emergency,Part_C14,F30,System error occurred due to component failure
CUST00051736,2026-07-12,Emergency,Part_C14,F16,System error occurred due to component failure
CUST00051737,2026-07-13,Emergency,Part_U2,F82,System error occurred due to component failure
CUST00051738,2026-07-15,Emergency,Part_L3,F78,System error occurred due to component failure
CUST00051739,2026-07-10,Emergency,Part_F0,F27,System error occurred due to component failure
CUST00051740,2026-07-10,Emergency,Part_C12,F78,System error occurred due to component failure
CUST00051741,2026-07-15,Emergency,Part_H5,F11,System error occurred due to component failure
CUST00051742,2026-07-15,Emergency,Part_U2,F27,System error occurred due to component failure
CUST00051743,2026-07-12,Emergency,Part_F0,F16,System error occurred due to component failure
CUST00051744,2026-07-09,Emergency,Part_D18,F82,System error occurred due to component failure
CUST00051745,2026-07-10,Emergency,Part_Q15,F69,System error occurred due to component failure
CUST00051746,2026-07-14,Emergency,Part_D18,F27,System error occurred due to component failure
CUST00051747,2026-07-09,Emergency,Part_M10,F82,System error occurred due to component failure
CUST00051748,2026-07-13,Emergency,Part_Q15,F27,System error occurred due to component failure
CUST00051749,2026-07-15,Emergency,Part_Z17,F64,System error occurred due to component failure
CUST00051750,2026-07-14,Emergency,Part_Q15,F53,System error occurred due to component failure
CUST00051751,2026-07-11,Emergency,Part_R9,F69,System error occurred due to component failure
CUST00051752,2026-07-09,Emergency,Part_Y7,F53,System error occurred due to component failure
CUST00051753,2026-07-10,Emergency,Part_Z17,F64,System error occurred due to component failure
CUST00051754,2026-07-15,Emergency,Part_Q11,F64,System error occurred due to component failure
CUST00051755,2026-07-13,Emergency,Part_N19,F78,System error occurred due to component failure
CUST00051756,2026-07-12,Emergency,Part_Q11,F11,System error occurred due to component failure
CUST00051757,2026-07-11,Emergency,Part_Y1,F44,System error occurred due to component failure
CUST00051758,2026-07-14,Emergency,Part_M10,F59,System error occurred due to component failure
CUST00051759,2026-07-13,Emergency,Part_F0,F16,System error occurred due to component failure
CUST00051760,2026-07-10,Emergency,Part_C14,F82,System error occurred due to component failure
CUST00051761,2026-07-12,Emergency,Part_F8,F27,System error occurred due to component failure
CUST00051762,2026-07-14,Emergency,Part_U2,F69,System error occurred due to component failure
CUST00051763,2026-07-12,Emergency,Part_Y1,F73,System error occurred due to component failure
CUST00051764,2026-07-11,Emergency,Part_C12,F27,System error occurred due to component failure
CUST00051765,2026-07-10,Emergency,Part_P4,F27,System error occurred due to component failure
CUST00051766,2026-07-09,Emergency,Part_Q15,F27,System error occurred due to component failure
CUST00051767,2026-07-11,Emergency,Part_C14,F78,System error occurred due to component failure
CUST00051768,2026-07-13,Emergency,Part_Z17,F82,System error occurred due to component failure
CUST00051769,2026-07-12,Emergency,Part_Z17,F78,System error occurred due to component failure
CUST00051770,2026-07-09,Emergency,Part_D18,F27,System error occurred due to component failure
CUST00051771,2026-07-14,Emergency,Part_F8,F64,System error occurred due to component failure
CUST00051772,2026-07-10,Emergency,Part_Z17,F78,System error occurred due to component failure
CUST00051773,2026-07-15,Emergency,Part_X6,F53,System error occurred due to component failure
CUST00051774,2026-07-12,Emergency,Part_D18,F92,System error occurred due to component failure
CUST00051775,2026-07-15,Emergency,Part_R16,F78,System error occurred due to component failure
CUST00051776,2026-07-14,Emergency,Part_X6,F44,System error occurred due to component failure
CUST00051777,2026-07-14,Emergency,Part_Y1,F78,System error occurred due to component failure
CUST00051778,2026-07-11,Emergency,Part_C12,F59,System error occurred due to component failure
CUST00051779,2026-07-10,Emergency,Part_Q15,F27,System error occurred due to component failure
CUST00051780,2026-07-09,Emergency,Part_R9,F82,System error occurred due to component failure
CUST00051781,2026-07-12,Emergency,Part_H5,F11,System error occurred due to component failure
CUST00051782,2026-07-15,Emergency,Part_F8,F73,System error occurred due to component failure
CUST00051783,2026-07-14,Emergency,Part_Q11,F27,System error occurred due to component failure
CUST00051784,2026-07-10,Emergency,Part_M10,F73,System error occurred due to component failure
CUST00051785,2026-07-13,Emergency,Part_C14,F92,System error occurred due to component failure
CUST00051786,2026-07-09,Emergency,Part_R16,F30,System error occurred due to component failure
CUST00051787,2026-07-15,Emergency,Part_Y7,F82,System error occurred due to component failure
CUST00051788,2026-07-14,Emergency,Part_N19,F53,System error occurred due to component failure
CUST00051789,2026-07-11,Emergency,Part_Q11,F69,System error occurred due to component failure
