customer_id,property_type,number_of_floors,rooms,have_gas_pipeline,external_or_internal_electricity_source,property_built_date
CUST00252153,Bungalow,3,5,No,Solar,1971-10-09
CUST00171862,Detached,2,5,No,Solar,1987-02-08
CUST00228424,Terraced,1,4,No,Grid + Solar,2018-10-30
CUST00143131,Semi-Detached,3,2,No,Solar,1992-08-02
CUST00254763,Semi-Detached,3,4,Yes,Solar,2008-01-24
CUST00001107,Terraced,3,6,Yes,Company Provided,1981-04-24
CUST00044766,Semi-Detached,1,3,No,Company Provided,1971-03-21
CUST00043727,Semi-Detached,2,4,No,Solar,1976-09-21
CUST00168037,Terraced,3,3,Yes,Company Provided,1975-12-31
CUST00224297,Detached,1,7,Yes,Grid + Solar,1989-08-05
CUST00191526,Terraced,2,5,Yes,Grid + Solar,1974-11-26
CUST00126996,Detached,2,3,Yes,Company Provided,1995-09-22
CUST00268863,Flat,3,5,Yes,Solar,1993-06-09
CUST00064320,Semi-Detached,3,5,Yes,Grid + Solar,1985-02-05
CUST00242788,Terraced,1,6,No,Solar,1978-09-27
CUST00243631,Bungalow,1,6,Yes,Solar,1977-07-27
CUST00197743,Semi-Detached,3,7,No,Solar,1977-02-24
CUST00049116,Flat,2,4,Yes,Solar,1986-10-25
CUST00256075,Detached,2,4,Yes,Company Provided,1980-10-13
CUST00226301,Bungalow,3,6,No,Grid + Solar,1977-12-14
CUST00054476,Semi-Detached,3,3,Yes,Grid + Solar,2002-08-08
CUST00223984,Bungalow,2,7,No,Solar,2016-06-22
CUST00230330,Flat,3,4,No,Solar,1985-02-19
CUST00050790,Terraced,2,4,No,Grid + Solar,2016-08-18
CUST00047969,Terraced,3,4,Yes,Solar,1975-07-12
CUST00017205,Terraced,2,3,No,Company Provided,1977-11-23
CUST00109802,Detached,2,3,No,Grid + Solar,2011-06-17
CUST00153775,Semi-Detached,1,2,No,Grid + Solar,2013-11-04
CUST00189882,Flat,3,7,No,Solar,1971-09-28
CUST00015198,Flat,3,6,Yes,Company Provided,1980-07-08
CUST00184519,Semi-Detached,3,6,Yes,Solar,1971-10-18
CUST00250434,Flat,2,2,Yes,Company Provided,1991-03-05
CUST00046230,Terraced,3,6,Yes,Solar,2014-04-01
CUST00001240,Detached,3,3,Yes,Grid + Solar,1971-01-26
CUST00021924,Flat,3,7,No,Company Provided,1992-12-19
CUST00161645,Detached,1,3,No,Grid + Solar,1989-11-02
CUST00092294,Flat,1,3,No,Solar,1997-03-29
CUST00141711,Terraced,1,7,Yes,Grid + Solar,2005-01-06
CUST00258706,Semi-Detached,2,6,No,Grid + Solar,1972-01-24
CUST00161410,Detached,1,7,No,Company Provided,1990-08-21
CUST00250866,Bungalow,2,6,No,Company Provided,1986-09-27
CUST00060736,Bungalow,3,3,No,Solar,1971-06-04
CUST00019476,Semi-Detached,3,4,Yes,Company Provided,1994-10-11
CUST00150509,Terraced,3,4,Yes,Company Provided,2000-07-25
CUST00031348,Detached,2,7,No,Grid + Solar,1991-09-29
CUST00230310,Semi-Detached,3,7,No,Grid + Solar,2011-10-25
CUST00017145,Terraced,1,6,Yes,Company Provided,2004-12-07
CUST00010770,Bungalow,1,3,No,Company Provided,1988-03-06
CUST00065071,Flat,3,3,Yes,Grid + Solar,1980-07-15
CUST00132408,Terraced,1,7,No,Solar,1971-07-06
CUST00195009,Flat,2,5,No,Company Provided,2018-10-29
CUST00010471,Semi-Detached,2,2,No,Solar,2003-11-18
CUST00163838,Detached,1,3,No,Grid + Solar,1974-07-08
CUST00121842,Bungalow,3,2,Yes,Grid + Solar,2016-05-19
CUST00088090,Semi-Detached,3,4,Yes,Company Provided,1970-03-11
CUST00202508,Detached,2,6,No,Solar,2015-01-26
CUST00038090,Bungalow,2,2,Yes,Grid + Solar,2015-03-12
CUST00071233,Detached,1,6,Yes,Solar,1972-02-27
CUST00013055,Terraced,1,2,No,Solar,1984-02-05
CUST00244019,Detached,2,4,Yes,Company Provided,1977-09-27
CUST00268744,Flat,1,2,Yes,Solar,1992-03-21
CUST00259690,Detached,3,4,No,Company Provided,1982-08-02
CUST00144353,Bungalow,3,4,Yes,Grid + Solar,2002-01-01
CUST00030459,Detached,3,5,Yes,Solar,1986-08-20
CUST00152990,Detached,3,5,No,Solar,1992-05-28
CUST00125903,Terraced,3,4,Yes,Grid + Solar,2010-03-20
CUST00196366,Bungalow,2,5,Yes,Company Provided,2005-12-23
CUST00047096,Terraced,2,3,Yes,Grid + Solar,1991-08-28
CUST00077597,Flat,3,7,Yes,Grid + Solar,1987-06-16
CUST00169360,Semi-Detached,2,2,Yes,Solar,1985-05-17
CUST00178230,Bungalow,1,4,No,Company Provided,2012-02-22
CUST00179156,Bungalow,2,2,Yes,Solar,2015-03-14
CUST00150708,Terraced,1,6,Yes,Solar,1996-03-26
CUST00225332,Terraced,2,2,Yes,Solar,1998-02-03
CUST00250013,Detached,1,2,Yes,Grid + Solar,1995-09-21
CUST00187656,Flat,1,4,No,Grid + Solar,2006-02-14
CUST00002155,Detached,2,5,No,Grid + Solar,1974-02-26
CUST00191881,Terraced,1,6,Yes,Company Provided,2014-11-20
CUST00016441,Semi-Detached,1,7,Yes,Grid + Solar,2014-06-13
CUST00111212,Bungalow,3,5,No,Grid + Solar,1994-04-30
CUST00131410,Terraced,3,3,Yes,Grid + Solar,1982-11-05
CUST00093720,Terraced,2,7,No,Grid + Solar,1977-08-20
CUST00186796,Terraced,2,6,No,Grid + Solar,1998-09-12
CUST00001344,Flat,1,5,Yes,Grid + Solar,1987-10-22
CUST00004905,Semi-Detached,2,3,Yes,Solar,1972-05-29
CUST00009523,Flat,2,3,No,Grid + Solar,1994-08-15
CUST00169383,Detached,3,2,No,Solar,1970-06-14
CUST00161196,Terraced,2,4,Yes,Solar,2010-02-25
CUST00025928,Flat,3,2,Yes,Company Provided,1984-03-04
CUST00100521,Semi-Detached,2,4,No,Grid + Solar,1997-03-18
CUST00114411,Detached,1,4,No,Company Provided,1993-03-31
CUST00062649,Flat,1,3,No,Grid + Solar,2008-06-01
CUST00046478,Detached,2,3,Yes,Company Provided,1980-12-13
CUST00144611,Semi-Detached,1,6,Yes,Grid + Solar,1996-10-25
CUST00206659,Terraced,3,2,Yes,Company Provided,1986-12-23
CUST00111562,Detached,1,2,No,Company Provided,1982-09-27
CUST00178451,Flat,1,6,Yes,Solar,2011-08-08
CUST00147108,Bungalow,2,2,No,Company Provided,2002-04-14
CUST00271119,Semi-Detached,3,6,Yes,Company Provided,1983-10-01
CUST00014579,Semi-Detached,2,2,Yes,Company Provided,2002-10-06
CUST00028811,Bungalow,2,3,Yes,Grid + Solar,2017-04-10
CUST00025615,Semi-Detached,2,3,Yes,Company Provided,2015-04-11
CUST00079114,Detached,2,5,Yes,Company Provided,1980-10-04
CUST00081875,Bungalow,2,6,No,Solar,1978-08-22
CUST00183802,Terraced,1,4,No,Solar,1987-12-14
CUST00183306,Flat,1,7,Yes,Solar,1989-01-11
CUST00008630,Detached,2,2,Yes,Grid + Solar,1992-02-22
CUST00094954,Detached,2,2,Yes,Grid + Solar,1970-10-08
CUST00144842,Bungalow,1,6,No,Solar,1996-11-13
CUST00157850,Flat,2,5,Yes,Company Provided,2003-10-20
CUST00250726,Bungalow,2,7,Yes,Solar,1973-08-05
CUST00248499,Terraced,3,7,Yes,Grid + Solar,2002-06-29
CUST00119725,Semi-Detached,3,2,No,Grid + Solar,1986-04-29
CUST00132184,Terraced,2,6,Yes,Grid + Solar,1979-01-01
CUST00182442,Semi-Detached,1,6,No,Company Provided,2012-06-29
CUST00097600,Terraced,3,4,No,Grid + Solar,2016-03-23
CUST00216990,Flat,1,7,No,Company Provided,2013-06-02
CUST00106333,Detached,3,3,Yes,Company Provided,2007-08-16
CUST00225079,Semi-Detached,1,7,Yes,Solar,1992-08-15
CUST00027733,Terraced,1,5,Yes,Company Provided,1992-06-14
CUST00018389,Semi-Detached,2,2,Yes,Grid + Solar,1998-04-25
CUST00168714,Flat,2,2,Yes,Solar,1976-08-04
CUST00254620,Semi-Detached,3,6,No,Grid + Solar,2010-12-04
CUST00130545,Terraced,1,6,Yes,Solar,1985-06-02
CUST00193627,Bungalow,3,6,Yes,Company Provided,2018-08-29
CUST00266389,Semi-Detached,2,6,Yes,Company Provided,1977-12-30
CUST00167004,Terraced,2,4,Yes,Solar,1978-10-04
CUST00004446,Bungalow,2,6,No,Company Provided,2001-01-29
CUST00163474,Semi-Detached,3,4,No,Solar,2014-03-11
CUST00018110,Flat,2,7,No,Company Provided,1999-10-22
CUST00147440,Flat,3,2,Yes,Grid + Solar,1983-07-12
CUST00210992,Detached,2,5,No,Solar,1998-08-14
CUST00002821,Bungalow,2,4,No,Solar,1981-03-05
CUST00214900,Flat,3,7,Yes,Company Provided,1973-11-29
CUST00196332,Detached,3,7,No,Solar,2018-10-26
CUST00131140,Terraced,3,5,Yes,Company Provided,1976-04-13
CUST00130774,Semi-Detached,1,3,No,Solar,1994-06-25
CUST00143451,Terraced,1,2,Yes,Company Provided,1998-04-23
CUST00106619,Flat,1,2,Yes,Solar,2012-11-07
CUST00083931,Bungalow,2,5,Yes,Grid + Solar,1973-07-08
CUST00151924,Detached,2,4,No,Company Provided,1976-12-31
CUST00107588,Flat,2,5,Yes,Grid + Solar,1984-08-19
CUST00036025,Bungalow,1,5,No,Solar,1988-09-02
CUST00046221,Detached,2,6,No,Grid + Solar,2019-10-29
CUST00166693,Flat,1,4,No,Solar,2015-07-02
CUST00212703,Detached,1,5,Yes,Solar,2017-12-10
CUST00213845,Terraced,2,3,Yes,Solar,1985-12-24
CUST00084858,Semi-Detached,2,5,No,Solar,1995-03-20
CUST00067388,Bungalow,1,2,No,Grid + Solar,1985-01-14
CUST00094527,Bungalow,3,5,Yes,Solar,1983-11-29
CUST00037655,Flat,3,3,Yes,Company Provided,2006-02-24
CUST00132642,Semi-Detached,1,7,Yes,Solar,2002-06-07
CUST00038304,Bungalow,1,3,Yes,Solar,2001-09-10
CUST00080907,Bungalow,3,6,No,Company Provided,1994-09-11
CUST00056518,Detached,3,2,No,Company Provided,1976-05-03
CUST00031130,Bungalow,1,5,No,Grid + Solar,2013-04-11
CUST00135306,Bungalow,1,5,Yes,Company Provided,1973-01-20
CUST00221773,Flat,2,2,Yes,Solar,2003-03-16
CUST00192026,Bungalow,1,5,Yes,Company Provided,1976-03-31
CUST00242211,Terraced,3,3,Yes,Company Provided,1979-06-30
CUST00030425,Terraced,2,4,Yes,Grid + Solar,1978-03-07
CUST00211165,Detached,1,6,Yes,Company Provided,1976-05-21
CUST00121194,Detached,3,4,Yes,Solar,2010-05-03
CUST00092438,Bungalow,3,7,No,Grid + Solar,2002-04-16
CUST00117270,Detached,2,4,No,Grid + Solar,2018-02-10
CUST00238623,Detached,1,3,Yes,Company Provided,2014-03-27
CUST00039157,Flat,3,2,Yes,Grid + Solar,1981-01-21
CUST00075444,Terraced,1,2,Yes,Solar,1981-09-13
CUST00081926,Bungalow,3,7,Yes,Company Provided,2000-12-22
CUST00052810,Semi-Detached,3,4,Yes,Solar,2017-08-03
CUST00177053,Bungalow,2,6,Yes,Solar,2012-10-07
CUST00118707,Terraced,2,6,Yes,Grid + Solar,2012-01-13
CUST00116052,Detached,3,4,Yes,Grid + Solar,2007-08-19
CUST00184835,Flat,1,4,No,Company Provided,1979-12-11
CUST00132992,Detached,2,3,No,Grid + Solar,1972-08-29
CUST00112905,Bungalow,3,7,Yes,Grid + Solar,2008-11-13
CUST00057895,Semi-Detached,1,4,Yes,Company Provided,2014-09-18
CUST00253127,Flat,1,7,No,Company Provided,1976-05-16
CUST00177326,Detached,1,5,Yes,Company Provided,1981-06-26
CUST00220579,Flat,1,6,No,Grid + Solar,2001-10-13
CUST00109077,Bungalow,3,2,No,Solar,1995-11-03
CUST00208846,Flat,3,7,No,Solar,2006-10-20
CUST00001019,Semi-Detached,3,7,Yes,Solar,1982-01-01
CUST00017029,Bungalow,1,2,Yes,Company Provided,1997-09-13
CUST00237314,Flat,1,7,No,Company Provided,2007-02-25
CUST00122801,Semi-Detached,3,5,No,Company Provided,2002-07-22
CUST00037424,Flat,2,6,No,Solar,2010-03-22
CUST00227316,Flat,3,5,No,Company Provided,1987-05-06
CUST00003477,Terraced,2,2,No,Grid + Solar,2006-12-15
CUST00057042,Detached,1,5,No,Grid + Solar,1981-07-13
CUST00004783,Terraced,3,7,No,Company Provided,2012-11-05
CUST00011309,Terraced,3,2,Yes,Company Provided,1991-11-24
CUST00075961,Flat,3,6,Yes,Solar,1979-10-06
CUST00218140,Semi-Detached,1,7,No,Grid + Solar,2003-11-18
CUST00101013,Flat,3,7,No,Solar,1994-12-02
CUST00036133,Semi-Detached,1,7,No,Solar,1977-09-03
CUST00096540,Flat,1,7,No,Grid + Solar,1974-03-23
CUST00181549,Semi-Detached,3,3,Yes,Company Provided,2011-08-07
CUST00122730,Terraced,2,4,No,Company Provided,1993-01-07
CUST00189288,Terraced,3,3,Yes,Solar,1991-11-13
CUST00199503,Terraced,3,4,No,Solar,2001-03-13
CUST00240122,Semi-Detached,2,2,No,Grid + Solar,1985-08-04
CUST00078397,Flat,3,2,No,Grid + Solar,1990-11-17
CUST00114484,Terraced,1,7,No,Company Provided,1991-09-26
CUST00244239,Bungalow,2,4,No,Solar,1995-06-16
CUST00038800,Semi-Detached,3,3,No,Grid + Solar,1990-06-16
CUST00204948,Flat,3,7,Yes,Company Provided,2004-06-13
CUST00011349,Flat,2,3,No,Grid + Solar,2015-01-29
CUST00140891,Flat,3,6,No,Solar,1982-06-10
CUST00109827,Semi-Detached,3,2,Yes,Solar,1997-05-24
CUST00133754,Flat,2,4,Yes,Company Provided,1973-11-12
CUST00215563,Bungalow,1,5,Yes,Grid + Solar,2012-07-18
CUST00071386,Detached,3,5,Yes,Solar,2018-09-29
CUST00109061,Semi-Detached,1,6,Yes,Grid + Solar,2019-12-15
CUST00043443,Semi-Detached,2,2,No,Company Provided,1978-03-08
CUST00140112,Terraced,3,6,Yes,Solar,1970-10-08
CUST00159654,Flat,1,7,Yes,Company Provided,2019-05-31
CUST00172850,Semi-Detached,1,5,No,Company Provided,1988-05-11
CUST00183655,Flat,1,5,No,Company Provided,2003-11-17
CUST00080459,Bungalow,2,5,No,Solar,1988-12-18
CUST00127551,Terraced,2,2,Yes,Solar,1986-07-09
CUST00236709,Terraced,3,7,No,Grid + Solar,1982-06-01
CUST00046931,Terraced,2,2,Yes,Company Provided,1998-11-22
CUST00150594,Flat,3,2,Yes,Solar,1972-02-17
CUST00212413,Semi-Detached,1,5,No,Solar,1998-12-10
CUST00203944,Semi-Detached,3,2,Yes,Grid + Solar,1993-03-08
CUST00145009,Flat,2,7,Yes,Company Provided,1974-11-13
CUST00125978,Semi-Detached,2,3,No,Solar,2017-01-13
CUST00022428,Bungalow,3,2,No,Company Provided,1994-08-17
CUST00097583,Terraced,1,4,Yes,Solar,2000-03-02
CUST00145819,Terraced,3,2,Yes,Solar,2007-04-02
CUST00187905,Terraced,1,2,Yes,Solar,2008-03-29
CUST00097844,Flat,3,2,No,Grid + Solar,2008-10-07
CUST00130449,Terraced,1,4,Yes,Company Provided,1992-10-01
CUST00266206,Semi-Detached,1,4,No,Grid + Solar,1977-08-04
CUST00214313,Flat,2,5,No,Grid + Solar,1987-04-01
CUST00013314,Terraced,2,4,No,Grid + Solar,1972-12-05
CUST00019549,Detached,1,5,No,Solar,1979-09-20
CUST00042112,Bungalow,1,2,No,Company Provided,1975-06-20
CUST00074507,Detached,2,4,No,Solar,1987-03-08
CUST00160199,Semi-Detached,1,3,No,Solar,1995-02-10
CUST00211246,Flat,3,7,Yes,Grid + Solar,1984-11-24
CUST00249292,Semi-Detached,1,3,Yes,Grid + Solar,2011-10-06
CUST00108211,Bungalow,3,3,No,Grid + Solar,2017-12-17
CUST00019492,Bungalow,1,5,No,Solar,1990-07-13
CUST00167848,Semi-Detached,1,7,No,Solar,2006-04-07
CUST00172660,Flat,2,7,No,Solar,1998-07-21
CUST00018209,Detached,2,3,No,Grid + Solar,2014-06-12
CUST00095172,Semi-Detached,2,4,No,Company Provided,2016-03-31
CUST00211017,Terraced,3,4,Yes,Company Provided,1977-07-18
CUST00221629,Flat,2,6,No,Solar,1993-03-28
CUST00250634,Detached,3,6,No,Company Provided,1991-02-05
CUST00266408,Bungalow,2,4,Yes,Solar,2010-11-26
CUST00104509,Semi-Detached,3,7,No,Grid + Solar,1991-03-31
CUST00221177,Semi-Detached,3,7,No,Grid + Solar,1981-01-06
CUST00109844,Bungalow,3,4,No,Company Provided,1986-09-03
CUST00224770,Semi-Detached,1,3,Yes,Grid + Solar,1975-06-19
CUST00266258,Bungalow,1,2,No,Grid + Solar,1996-09-15
CUST00076214,Detached,1,6,No,Solar,2014-01-29
CUST00224232,Terraced,1,6,Yes,Company Provided,2005-07-11
CUST00069972,Terraced,2,5,No,Solar,2003-04-04
CUST00229931,Flat,3,4,No,Solar,2001-05-07
CUST00133887,Terraced,3,4,No,Company Provided,1972-04-04
CUST00067948,Semi-Detached,1,6,No,Solar,2003-12-07
CUST00073018,Flat,1,5,No,Solar,1986-05-14
CUST00112127,Semi-Detached,1,3,Yes,Solar,1996-07-09
CUST00214546,Bungalow,3,6,No,Solar,2016-05-27
CUST00146811,Semi-Detached,1,6,No,Solar,1992-03-04
CUST00228142,Detached,3,3,Yes,Grid + Solar,1971-03-20
CUST00013335,Terraced,3,5,Yes,Company Provided,1993-05-28
CUST00087279,Semi-Detached,3,3,No,Company Provided,2016-01-12
CUST00203670,Terraced,3,3,No,Grid + Solar,1989-09-10
CUST00230506,Detached,2,6,Yes,Grid + Solar,1994-09-17
CUST00090576,Terraced,3,5,No,Solar,1997-11-22
CUST00048175,Bungalow,1,5,No,Company Provided,2004-09-13
CUST00093827,Semi-Detached,3,6,No,Solar,2015-10-14
CUST00045673,Bungalow,2,7,Yes,Solar,1976-11-11
CUST00103397,Semi-Detached,3,6,No,Solar,2014-04-21
CUST00133898,Detached,2,5,No,Company Provided,1981-05-21
CUST00040448,Flat,1,4,No,Solar,2003-04-24
CUST00209144,Detached,1,2,Yes,Solar,1985-10-19
CUST00226259,Detached,3,4,No,Grid + Solar,1988-09-27
CUST00056153,Bungalow,2,3,Yes,Solar,1993-02-24
CUST00018442,Flat,2,6,No,Grid + Solar,1995-04-12
CUST00156036,Bungalow,2,2,No,Grid + Solar,2015-08-20
CUST00134739,Detached,3,4,No,Company Provided,1975-05-23
CUST00230669,Flat,3,4,No,Grid + Solar,1987-10-03
CUST00178872,Terraced,1,4,Yes,Solar,1975-08-05
CUST00087097,Bungalow,1,6,Yes,Company Provided,1984-10-14
CUST00216148,Detached,2,2,Yes,Grid + Solar,1996-01-29
CUST00164148,Detached,1,4,No,Company Provided,2019-03-04
CUST00077991,Detached,3,7,Yes,Company Provided,1975-06-15
CUST00121418,Flat,1,7,Yes,Grid + Solar,1995-01-19
CUST00134411,Semi-Detached,1,3,Yes,Company Provided,1990-03-18
CUST00135135,Bungalow,1,3,No,Grid + Solar,1992-09-07
CUST00233730,Detached,2,5,No,Grid + Solar,1982-02-13
CUST00202955,Detached,1,5,No,Solar,1989-03-08
CUST00111796,Bungalow,2,7,No,Grid + Solar,2016-10-07
CUST00206303,Detached,1,3,Yes,Solar,1978-10-11
CUST00133782,Terraced,3,5,Yes,Solar,1987-12-24
CUST00154146,Semi-Detached,3,3,No,Company Provided,1989-03-03
CUST00102311,Terraced,1,2,Yes,Solar,2017-04-04
CUST00179962,Detached,2,5,Yes,Company Provided,2004-03-23
CUST00234913,Detached,1,3,Yes,Company Provided,1972-05-01
CUST00116189,Terraced,2,6,No,Solar,1994-06-13
CUST00251209,Semi-Detached,2,4,No,Company Provided,1990-01-05
CUST00167446,Flat,3,2,Yes,Company Provided,1974-05-06
CUST00078519,Flat,3,5,No,Company Provided,2002-10-16
CUST00046496,Flat,3,3,Yes,Solar,1971-10-11
CUST00003997,Semi-Detached,1,6,No,Solar,1996-06-01
CUST00210398,Terraced,1,7,No,Solar,1981-01-31
CUST00234078,Detached,1,7,Yes,Solar,2009-05-23
CUST00220197,Terraced,1,2,No,Grid + Solar,1983-05-04
CUST00121801,Terraced,1,5,No,Solar,1975-06-29
CUST00190553,Flat,3,3,No,Solar,1974-04-18
CUST00099773,Detached,3,3,Yes,Grid + Solar,1988-02-17
CUST00049811,Flat,3,6,Yes,Company Provided,1990-02-26
CUST00230347,Semi-Detached,1,4,Yes,Company Provided,2003-03-12
CUST00247228,Detached,2,4,No,Solar,2016-08-10
CUST00110431,Terraced,3,7,No,Company Provided,1985-07-22
CUST00241674,Flat,2,4,No,Grid + Solar,2002-08-24
CUST00180615,Terraced,1,6,No,Company Provided,2015-06-24
CUST00137841,Flat,2,3,Yes,Solar,2019-10-31
CUST00107329,Detached,3,4,No,Grid + Solar,1980-03-08
CUST00014445,Bungalow,3,3,Yes,Grid + Solar,1998-01-04
CUST00069518,Terraced,2,7,No,Company Provided,1974-04-09
CUST00031799,Bungalow,3,6,No,Solar,1970-12-28
CUST00215774,Terraced,3,3,No,Company Provided,1980-11-20
CUST00217498,Bungalow,1,3,Yes,Solar,2001-08-28
CUST00092453,Bungalow,1,5,Yes,Grid + Solar,1987-07-19
CUST00147299,Bungalow,3,6,Yes,Grid + Solar,2016-01-16
CUST00008716,Semi-Detached,2,2,Yes,Grid + Solar,1999-01-17
CUST00140418,Terraced,1,6,No,Company Provided,1978-12-01
CUST00251617,Bungalow,2,5,Yes,Grid + Solar,1971-03-06
CUST00206193,Detached,1,2,No,Grid + Solar,2009-01-08
CUST00238841,Flat,2,2,No,Company Provided,1978-04-19
CUST00148755,Terraced,2,7,Yes,Company Provided,2004-11-25
CUST00025802,Bungalow,3,7,Yes,Grid + Solar,1982-07-25
CUST00096288,Detached,1,5,Yes,Company Provided,1999-12-17
CUST00052084,Bungalow,3,6,Yes,Grid + Solar,1991-12-20
CUST00145084,Detached,1,3,No,Grid + Solar,2013-10-25
CUST00081947,Flat,2,4,No,Grid + Solar,2007-12-29
CUST00152689,Bungalow,1,4,Yes,Grid + Solar,2007-09-19
CUST00143085,Semi-Detached,2,5,No,Company Provided,1991-11-12
CUST00199523,Detached,3,4,No,Grid + Solar,2000-09-16
CUST00062758,Terraced,1,4,Yes,Solar,2019-11-03
CUST00079605,Semi-Detached,2,6,Yes,Company Provided,1996-12-23
CUST00218527,Flat,1,5,No,Company Provided,1998-12-08
CUST00070002,Terraced,3,2,No,Solar,1991-03-14
CUST00241345,Detached,3,6,No,Company Provided,1995-05-09
CUST00248526,Flat,2,2,No,Grid + Solar,2001-11-04
CUST00180415,Bungalow,1,2,No,Solar,1981-01-30
CUST00209196,Flat,3,4,No,Company Provided,1999-01-02
CUST00124253,Flat,1,7,No,Solar,1974-10-12
CUST00260695,Semi-Detached,3,6,Yes,Company Provided,1989-05-14
CUST00118626,Bungalow,3,4,Yes,Company Provided,1995-01-01
CUST00072010,Terraced,3,7,Yes,Grid + Solar,1997-06-25
CUST00209362,Flat,3,6,Yes,Company Provided,2001-08-06
CUST00018494,Flat,1,4,No,Company Provided,1992-02-13
CUST00130242,Terraced,3,3,Yes,Solar,2013-04-12
CUST00162786,Bungalow,3,5,No,Solar,1996-09-26
CUST00105533,Detached,1,7,No,Company Provided,1988-10-21
CUST00080677,Flat,2,2,No,Company Provided,1976-08-08
CUST00081062,Bungalow,1,6,No,Company Provided,1971-01-30
CUST00068216,Bungalow,2,2,Yes,Solar,1973-04-12
CUST00219500,Terraced,1,2,Yes,Solar,1981-11-04
CUST00220446,Semi-Detached,3,4,Yes,Solar,2014-10-15
CUST00154958,Detached,3,6,Yes,Solar,2017-06-09
CUST00129790,Bungalow,1,2,Yes,Solar,2006-06-25
CUST00091501,Terraced,2,4,No,Solar,1995-05-03
CUST00232388,Detached,1,3,Yes,Company Provided,2005-03-09
CUST00002618,Bungalow,3,2,No,Solar,1994-07-31
CUST00090969,Bungalow,3,5,Yes,Company Provided,1995-07-24
CUST00168769,Semi-Detached,3,7,Yes,Solar,2018-12-28
CUST00228689,Terraced,1,5,No,Solar,2019-08-19
CUST00138900,Flat,1,2,No,Company Provided,1971-04-20
CUST00131173,Terraced,1,3,No,Company Provided,2015-04-21
CUST00189811,Detached,2,4,No,Grid + Solar,1993-01-06
CUST00266764,Detached,3,6,Yes,Grid + Solar,2005-07-26
CUST00222955,Detached,3,7,No,Grid + Solar,1977-08-18
CUST00057554,Flat,2,4,No,Company Provided,2013-08-20
CUST00264428,Bungalow,2,6,Yes,Grid + Solar,1976-06-10
CUST00047947,Bungalow,2,6,No,Company Provided,1995-05-20
CUST00018173,Terraced,2,6,No,Grid + Solar,1987-12-17
CUST00262811,Semi-Detached,2,3,No,Solar,1986-03-21
CUST00252217,Detached,3,7,Yes,Solar,1986-09-13
CUST00252620,Terraced,2,6,No,Grid + Solar,2006-07-29
CUST00212117,Semi-Detached,3,7,Yes,Grid + Solar,1996-10-07
CUST00071280,Detached,1,5,No,Company Provided,1989-07-25
CUST00223614,Terraced,1,7,No,Company Provided,1994-05-09
CUST00028219,Semi-Detached,2,4,Yes,Grid + Solar,1982-08-06
CUST00145077,Flat,1,4,Yes,Company Provided,1993-08-31
CUST00177953,Detached,2,6,No,Solar,2004-10-29
CUST00215094,Terraced,3,2,No,Grid + Solar,1980-06-23
CUST00082106,Flat,1,5,Yes,Company Provided,1974-05-12
CUST00085936,Terraced,3,5,Yes,Grid + Solar,1990-07-27
CUST00109854,Terraced,3,2,No,Grid + Solar,2012-04-02
CUST00081616,Flat,2,7,Yes,Solar,2019-04-05
CUST00254961,Terraced,2,5,No,Solar,1984-06-19
CUST00062316,Semi-Detached,1,7,No,Company Provided,1999-06-23
CUST00172215,Semi-Detached,3,3,No,Grid + Solar,2017-01-24
CUST00252240,Bungalow,3,4,No,Grid + Solar,1970-12-13
CUST00206188,Flat,1,2,Yes,Grid + Solar,1992-11-16
CUST00172860,Terraced,3,5,No,Grid + Solar,1977-01-23
CUST00223087,Bungalow,1,5,No,Grid + Solar,1987-12-28
CUST00034022,Semi-Detached,2,3,Yes,Grid + Solar,1986-12-02
CUST00136294,Terraced,2,6,Yes,Grid + Solar,2012-09-23
CUST00003863,Flat,1,7,No,Company Provided,2010-04-06
CUST00081856,Terraced,1,3,Yes,Grid + Solar,2017-07-05
CUST00002160,Flat,1,6,Yes,Solar,2004-09-21
CUST00079717,Semi-Detached,2,5,No,Grid + Solar,1970-07-28
CUST00246427,Bungalow,3,7,No,Grid + Solar,1976-08-27
CUST00050911,Terraced,1,7,No,Grid + Solar,1986-04-25
CUST00187379,Terraced,2,6,No,Solar,2011-08-23
CUST00043783,Flat,1,4,Yes,Solar,1997-08-31
CUST00262601,Terraced,1,5,No,Company Provided,1992-06-07
CUST00152588,Terraced,1,4,No,Solar,2000-05-08
CUST00157741,Bungalow,2,2,No,Grid + Solar,1997-07-01
CUST00048288,Bungalow,3,5,No,Grid + Solar,1989-08-06
CUST00257987,Semi-Detached,1,2,No,Grid + Solar,1995-06-02
CUST00244736,Terraced,3,3,Yes,Grid + Solar,2004-10-16
CUST00129532,Detached,3,3,No,Solar,1976-12-22
CUST00242840,Bungalow,1,5,No,Company Provided,2010-12-09
CUST00043657,Semi-Detached,1,3,No,Grid + Solar,1972-12-26
CUST00190238,Flat,3,7,No,Solar,1974-04-20
CUST00172802,Flat,3,4,No,Grid + Solar,2005-10-21
CUST00241735,Detached,3,3,No,Solar,1982-11-03
CUST00036584,Bungalow,1,4,Yes,Solar,1974-01-30
CUST00184472,Detached,3,3,Yes,Company Provided,1976-02-20
CUST00199151,Bungalow,3,4,No,Solar,2012-12-07
CUST00004444,Flat,3,7,Yes,Grid + Solar,2002-03-16
CUST00231292,Terraced,1,3,No,Grid + Solar,2007-08-19
