lead_id,primary_quotation,secondary_quotation,final_quotation
LD00001338,1649.2,1570.23,1565.97
LD00001339,2908.81,1537.26,2248.64
LD00001340,1810.26,2290.43,2456.81
LD00001341,2232.55,2269.12,1917.36
LD00001342,2746.56,1583.42,1553.46
LD00001343,1894.58,2323.85,2790.31
LD00001344,2591.04,1625.25,2109.88
LD00001345,2838.41,1249.86,1540.61
LD00001346,2923.77,2015.47,1744.28
LD00001347,2205.17,1829.86,1661.95
LD00001348,1504.8,1287.44,2180.83
LD00001349,2420.07,2020.33,1728.6
LD00001350,2761.04,2337.55,2335.17
LD00001351,1943.13,1484.61,2748.09
LD00001352,1673.73,1804.16,1846.47
LD00001353,2760.18,2323.21,2241.48
LD00001354,2834.72,2217.68,1485.12
LD00001355,2713.55,1752.76,1764.98
LD00001356,2454.4,1259.32,2026.69
LD00001357,2921.82,1997.3,1861.56
LD00001358,1635.38,2116.15,2677.12
LD00001359,2303.21,2480.78,2573.41
LD00001360,2865.98,1630.95,1701.86
LD00001361,2252.25,2228.75,1459.2
LD00001362,1908.69,1360.74,2497.68
LD00001363,1614.79,1855.86,2384.88
LD00001364,2603.81,2230.41,1672.0
LD00001365,1953.23,1796.58,1539.55
LD00001366,1639.59,2456.95,2185.39
LD00001367,1525.82,1846.15,1951.1
LD00001368,1836.09,2467.75,1956.29
LD00001369,1998.65,2252.59,2766.14
LD00001370,1625.83,1724.15,2573.3
LD00001371,1878.04,1604.89,1873.02
LD00001372,1902.22,1471.99,2187.37
LD00001373,2192.06,1827.9,2176.73
LD00001374,2063.53,2183.95,1626.93
LD00001375,1558.59,1751.44,1639.01
LD00001376,1513.89,1352.86,2794.04
LD00001377,2345.72,1415.73,1806.28
LD00001378,2208.17,1473.8,1862.25
LD00001379,1976.53,1432.99,2058.69
LD00001380,2306.6,1630.35,1485.55
LD00001381,2017.44,1218.37,1669.7
LD00001382,2436.75,1724.25,1756.65
LD00001383,1654.46,1481.37,1649.66
LD00001384,2363.48,2309.42,2246.69
LD00001385,1752.15,2218.37,2784.72
LD00001386,2213.2,1200.32,1508.9
LD00001387,1990.63,1850.49,1564.22
LD00001388,1967.64,1878.58,2142.96
LD00001389,2759.81,1928.63,2086.13
LD00001390,1767.02,2325.98,2597.52
LD00001391,2073.69,1432.71,2446.68
LD00001392,2379.28,1626.99,2675.46
LD00001393,2470.83,2034.18,1957.61
LD00001394,2794.78,2405.85,2796.12
LD00001395,1557.29,1237.49,2651.97
LD00001396,2129.36,2299.54,1478.47
LD00001397,2975.11,1452.44,2259.61
LD00001398,2274.51,2422.71,1964.44
LD00001399,2593.44,1309.16,2020.76
LD00001400,2452.95,2294.76,2717.53
LD00001401,2199.38,2286.94,1520.53
LD00001402,1778.49,1968.49,2752.07
LD00001403,1621.91,2141.56,1745.42
LD00001404,1580.0,2117.69,1649.21
LD00001405,1909.2,1458.99,2770.99
LD00001406,2032.73,1672.7,2481.32
LD00001407,2924.5,1960.79,1617.99
LD00001408,1811.17,2109.55,2105.27
LD00001409,1827.38,1539.1,2690.69
LD00001410,2200.87,1619.89,2189.28
LD00001411,2803.99,1210.27,1989.97
LD00001412,1959.41,1806.89,1660.63
LD00001413,2210.36,1516.67,2412.72
LD00001414,1560.19,2407.69,1728.02
LD00001415,2389.61,1413.23,1632.94
LD00001416,1694.84,1633.09,2743.88
LD00001417,1748.01,1201.1,1606.49
LD00001418,2786.64,1767.51,2413.79
LD00001419,1738.99,1329.89,2169.76
LD00001420,2559.34,2191.97,1534.15
LD00001421,2729.69,2149.48,1994.43
LD00001422,1832.54,1991.08,2474.98
LD00001423,2871.88,2039.25,1593.31
LD00001424,2009.38,2050.26,1996.0
LD00001425,1891.53,2441.52,1651.33
LD00001426,2019.43,2152.47,2318.22
LD00001427,2362.02,1699.19,2036.57
LD00001428,1954.43,1536.24,2287.76
LD00001429,2568.04,2297.42,2760.48
LD00001430,1725.58,1638.25,2707.85
LD00001431,1572.82,1566.23,1570.17
LD00001432,2138.55,2077.5,2473.57
LD00001433,2125.59,1780.8,1816.76
LD00001434,1872.94,1309.26,1532.4
LD00001435,2018.08,1795.44,2264.14
LD00001436,1614.8,1684.63,1605.45
LD00001437,2891.16,2174.05,1991.54
LD00001438,2947.74,2231.74,2199.25
LD00001439,2061.35,1814.79,2465.01
LD00001440,2252.34,1259.46,1958.14
LD00001441,1810.7,2216.67,2320.1
LD00001442,1831.99,1223.49,1854.45
LD00001443,2452.16,1627.38,1944.66
LD00001444,2733.94,1397.31,2596.1
LD00001445,1883.54,1241.95,2593.21
LD00001446,1811.33,2480.33,1916.87
LD00001447,1733.85,1960.42,2273.97
LD00001448,2984.52,1687.87,2152.63
LD00001449,1816.96,1343.82,1805.09
LD00001450,2626.92,1743.63,2238.95
LD00001451,2253.46,1892.26,1715.14
LD00001452,2885.87,1430.91,1803.77
LD00001453,2075.03,2049.04,2763.95
LD00001454,2414.56,1854.37,1512.71
LD00001455,1749.69,2013.14,2358.11
LD00001456,2775.46,1409.79,1916.69
LD00001457,1698.98,1284.26,1443.25
LD00001458,2695.13,2464.65,2100.3
LD00001459,2193.32,2451.22,1409.64
LD00001460,1605.55,1742.22,1764.04
LD00001461,2221.21,2143.84,1810.15
LD00001462,2574.94,1865.03,2309.48
LD00001463,2636.91,1953.76,2508.27
LD00001464,2869.46,2234.22,1694.12
LD00001465,2848.79,1839.05,1742.62
LD00001466,2681.06,2109.43,2195.52
LD00001467,1831.53,1682.11,1907.81
LD00001468,2569.62,2075.26,1616.22
LD00001469,1885.96,1496.29,2591.29
LD00001470,2046.24,1861.17,2618.33
LD00001471,2465.78,1963.28,2101.53
LD00001472,1763.08,2366.27,1419.93
LD00001473,1725.13,1991.23,2420.27
LD00001474,2354.11,2030.23,1417.08
LD00001475,2496.37,1718.04,1538.38
LD00001476,2169.95,1879.83,1742.57
LD00001477,2534.46,1792.89,1456.33
LD00001478,2600.01,2392.71,2668.6
LD00001479,1865.91,2190.18,2068.2
LD00001480,2217.45,1774.47,2066.45
LD00001481,2353.99,1956.23,2605.59
LD00001482,2988.36,1527.27,1970.04
LD00001483,2271.3,2436.87,1819.49
LD00001484,1667.21,2183.6,1655.05
LD00001485,1768.19,2188.57,2342.17
LD00001486,2668.19,2191.71,1698.5
LD00001487,2527.12,2405.82,1694.41
LD00001488,2678.72,2308.06,2254.17
LD00001489,1843.09,1541.71,2708.06
LD00001490,2743.85,1609.95,1831.22
LD00001491,2953.02,1659.7,2527.52
LD00001492,2493.08,1532.71,2565.57
LD00001493,2696.21,2002.82,2016.14
LD00001494,2584.27,2423.94,2230.12
LD00001495,1920.21,1988.72,1925.03
LD00001496,2157.19,1569.51,2060.58
LD00001497,2810.93,1966.75,2203.72
LD00001498,2335.01,2262.5,2365.4
LD00001499,2857.66,1779.59,2638.42
LD00001500,1999.52,2080.97,2385.68
LD00001501,2463.36,1755.53,2528.49
LD00001502,2348.57,2494.35,2743.7
LD00001503,2451.56,2154.76,2191.43
LD00001504,2360.89,1808.98,2310.24
LD00001505,2198.57,2356.16,2792.09
LD00001506,2181.07,2215.45,2435.24
LD00001507,2435.53,1706.93,1411.95
LD00001508,2298.55,2049.7,1680.46
LD00001509,2659.49,1467.99,1654.22
LD00001510,2931.99,1625.7,1841.47
LD00001511,2136.43,1552.4,2710.82
LD00001512,1684.67,2432.42,1435.59
LD00001513,2170.22,1718.93,1687.89
LD00001514,1744.32,1472.53,2716.97
LD00001515,1786.47,2480.7,2519.71
LD00001516,1524.22,1694.04,1988.02
LD00001517,2918.91,2047.6,1721.1
LD00001518,1523.78,2453.5,2421.48
LD00001519,1691.92,1402.49,2373.1
LD00001520,2426.33,2270.23,1986.93
LD00001521,2818.62,1342.21,1627.32
LD00001522,2432.87,1237.02,1436.16
LD00001523,1569.75,1690.15,2237.91
LD00001524,2845.78,1319.76,2783.47
LD00001525,2785.37,2252.25,1401.01
LD00001526,2935.36,2068.96,1534.96
LD00001527,2272.1,2247.08,1599.63
LD00001528,2830.38,1336.8,1716.71
LD00001529,2502.53,1875.89,2208.03
LD00001530,2491.8,1953.18,2708.47
LD00001531,2969.3,1218.62,2288.48
LD00001532,2225.77,1647.07,2280.2
LD00001533,2318.82,1353.16,1791.03
LD00001534,2710.48,1833.56,2168.46
LD00001535,2672.93,1754.47,1435.58
LD00001536,1680.42,2126.5,1576.82
LD00001537,2096.34,2423.62,2797.96
LD00001538,2600.12,1660.12,2241.31
LD00001539,2309.19,2101.8,2796.04
LD00001540,2764.86,2176.44,1612.87
LD00001541,1944.74,2371.24,2760.81
LD00001542,1612.31,2120.84,2335.37
LD00001543,2632.75,1382.39,2073.3
LD00001544,2086.5,1451.38,2568.06
LD00001545,2588.97,1961.71,2341.24
LD00001546,1516.15,1352.48,1835.62
LD00001547,2490.63,1588.47,1574.81
LD00001548,2812.85,2434.33,1457.36
LD00001549,2814.36,2098.87,2512.24
LD00001550,1861.94,2304.96,2092.34
LD00001551,2763.49,2152.18,2666.62
LD00001552,1624.64,1331.47,2528.39
LD00001553,1655.95,2215.2,2391.94
LD00001554,1563.15,1340.14,2573.49
LD00001555,2950.09,1510.2,2212.17
LD00001556,2577.43,1251.82,2305.92
LD00001557,2719.74,2016.55,2488.68
LD00001558,1536.22,2429.73,1538.33
LD00001559,2037.88,2087.92,1893.33
LD00001560,1986.77,2108.84,2288.73
LD00001561,2611.06,2179.31,2493.36
LD00001562,2027.71,1899.71,2527.22
LD00001563,2871.26,1317.56,1968.49
LD00001564,1803.22,2312.77,2079.62
LD00001565,2938.96,1619.59,1556.07
LD00001566,2096.96,2104.33,1678.07
LD00001567,1718.65,1642.21,1895.32
LD00001568,2420.13,2461.97,1853.37
LD00001569,2321.98,2067.78,1783.3
LD00001570,2812.7,1772.46,2536.14
LD00001571,2946.89,2314.79,2076.58
LD00001572,1779.09,1874.14,1959.46
LD00001573,2705.14,1542.62,1918.32
LD00001574,2937.14,1374.84,2603.92
LD00001575,2971.52,2219.48,2110.44
LD00001576,2710.88,1985.32,2408.15
LD00001577,1903.7,2287.6,2044.33
LD00001578,2929.75,1422.74,2183.94
LD00001579,2214.94,2118.2,1489.29
LD00001580,2921.03,2146.09,2399.06
LD00001581,1822.81,1787.75,2153.75
LD00001582,2354.79,2338.76,2724.77
LD00001583,2956.33,1268.86,2456.25
LD00001584,2294.66,2149.49,2425.58
LD00001585,1544.23,2407.47,2420.13
LD00001586,2361.0,2433.74,1942.43
LD00001587,2770.9,1437.89,1835.67
LD00001588,2249.52,1439.94,1962.0
LD00001589,2177.59,1322.24,1760.87
LD00001590,1643.24,1202.25,2779.18
LD00001591,1959.4,2240.05,2195.31
LD00001592,2454.72,1847.66,2149.3
LD00001593,2360.98,2358.87,2388.91
LD00001594,1545.51,1250.41,2152.63
LD00001595,1661.66,2087.94,2226.15
LD00001596,2405.26,2496.54,2688.0
LD00001597,2916.02,2069.32,1491.65
LD00001598,2940.58,1838.0,2511.68
LD00001599,2716.36,2382.57,2390.69
LD00001600,2495.27,1616.72,2138.27
LD00001601,1923.84,1376.12,2468.93
LD00001602,2152.71,1307.11,1433.37
LD00001603,1958.85,2489.97,2479.04
LD00001604,1782.12,1315.94,2648.93
LD00001605,2608.89,1894.58,1466.09
LD00001606,2946.28,1268.17,2555.55
LD00001607,2521.7,1258.14,1700.29
LD00001608,1609.45,1464.69,1689.43
LD00001609,2883.13,1467.84,2365.15
LD00001610,2976.6,2483.21,2557.2
LD00001611,1712.5,1520.03,2335.95
LD00001612,2910.41,2049.34,2679.23
LD00001613,2735.33,1690.27,2579.69
LD00001614,2439.81,1714.11,2374.4
LD00001615,2456.4,1349.86,2663.1
LD00001616,1751.05,2162.12,2737.44
LD00001617,2304.39,1570.12,2198.15
LD00001618,2925.31,1921.17,2097.15
LD00001619,2218.23,1344.83,1453.24
LD00001620,1862.63,1999.92,2013.35
LD00001621,2652.82,2142.38,1461.26
LD00001622,2882.76,1655.15,1680.91
LD00001623,1729.65,1579.35,1489.11
LD00001624,2487.02,1770.53,2619.87
LD00001625,1715.05,2453.43,1479.4
LD00001626,2427.88,1420.89,2705.92
LD00001627,2526.47,1207.67,1404.79
LD00001628,2643.26,1245.75,2163.82
LD00001629,1923.7,2000.86,2029.54
LD00001630,2017.72,2484.37,2036.98
LD00001631,1716.61,2028.22,1644.09
LD00001632,2610.01,1761.26,1819.8
LD00001633,2981.23,1362.53,2277.1
LD00001634,2190.87,1788.01,2733.32
LD00001635,2498.06,1373.05,2141.91
LD00001636,2922.01,2148.1,2497.78
LD00001637,2466.0,1477.57,1597.86
LD00001638,2857.01,2442.45,2618.16
LD00001639,2006.52,2356.9,2323.51
LD00001640,1535.75,1468.39,2194.35
LD00001641,2362.6,2241.09,1610.96
LD00001642,2643.93,1832.69,2254.5
LD00001643,2680.44,1311.48,1412.14
LD00001644,1969.94,2372.34,1684.21
LD00001645,2044.41,2382.02,2216.83
LD00001646,2555.4,1576.66,1542.1
LD00001647,2122.78,1892.0,2265.6
LD00001648,2534.95,2374.75,2766.57
LD00001649,2633.51,1376.28,1933.33
LD00001650,2379.26,2484.1,1907.34
LD00001651,2840.98,2461.39,2725.25
LD00001652,2829.74,1289.56,1588.92
LD00001653,1666.46,2415.54,2744.58
LD00001654,2567.11,2433.39,1516.3
LD00001655,2987.55,1674.78,1753.8
LD00001656,1977.85,1416.95,2309.17
LD00001657,2994.23,1638.77,1781.97
LD00001658,1999.38,1240.79,2620.86
LD00001659,2071.01,2375.9,1932.02
LD00001660,2003.45,2244.09,2595.08
LD00001661,1698.51,1650.11,1766.22
LD00001662,1624.96,1784.84,2340.53
LD00001663,1534.51,1367.08,2466.89
LD00001664,1597.44,1943.48,1731.72
LD00001665,2604.76,1643.48,2672.48
LD00001666,2679.2,1337.58,1570.77
LD00001667,1778.36,2133.73,1528.22
LD00001668,1575.0,1303.24,1848.57
LD00001669,2562.36,1843.89,2388.78
LD00001670,1777.39,1208.21,1646.19
LD00001671,2549.95,2113.73,1506.09
LD00001672,2092.0,2286.85,1815.41
LD00001673,2139.78,2271.81,2429.62
LD00001674,2631.45,1284.05,1487.9
LD00001675,1619.93,2193.76,2402.55
LD00001676,2382.21,2391.23,1906.07
LD00001677,2590.72,1614.78,1901.36
LD00001678,1950.37,1835.81,2164.28
LD00001679,1564.05,1658.76,2050.92
LD00001680,2803.02,1803.71,1613.76
LD00001681,2810.04,2224.74,1934.04
LD00001682,2048.57,1764.7,2544.37
LD00001683,1642.27,1708.68,1609.86
LD00001684,2088.35,1594.58,2737.27
LD00001685,2229.8,2140.85,2006.0
LD00001686,2030.05,1337.81,2734.13
LD00001687,1852.73,2426.34,2525.07
LD00001688,2447.26,1640.15,1834.86
LD00001689,2294.46,1643.43,1922.7
LD00001690,1594.69,1781.2,1983.8
LD00001691,2450.81,2372.39,2066.66
LD00001692,2547.49,2372.41,2751.66
LD00001693,2719.98,1523.83,2188.62
LD00001694,2625.29,2010.69,1513.83
LD00001695,2174.23,2210.66,2507.79
LD00001696,2771.66,1276.73,1745.22
LD00001697,2737.26,1827.32,1604.57
LD00001698,2407.16,1897.2,2553.79
LD00001699,2600.13,2156.14,1672.92
LD00001700,2686.06,1749.89,2546.02
LD00001701,1716.09,1232.87,2312.29
LD00001702,2197.41,2382.75,1606.66
LD00001703,2637.69,1340.07,1782.97
LD00001704,1744.35,1367.1,2738.55
LD00001705,2053.23,1609.85,2408.7
LD00001706,2093.31,1624.59,2570.5
LD00001707,2348.43,1939.09,2636.56
LD00001708,1595.82,1288.26,1612.2
LD00001709,2631.99,2464.02,1873.42
LD00001710,2100.84,1280.8,1982.89
LD00001711,2721.55,1783.05,1561.35
LD00001712,1584.77,2088.58,1433.92
LD00001713,1563.59,1484.7,1725.73
LD00001714,2081.29,2024.63,1954.13
LD00001715,2504.46,2106.26,2170.04
LD00001716,1844.26,1838.9,1889.13
LD00001717,2095.77,1397.93,1410.29
LD00001718,2334.39,1864.14,1623.81
LD00001719,1793.66,2367.31,1949.69
LD00001720,2168.32,2458.06,2340.58
LD00001721,1669.04,1703.69,1549.42
LD00001722,2749.39,2076.47,2641.31
LD00001723,1581.55,2013.95,2193.59
LD00001724,1964.85,1481.35,1653.29
LD00001725,2579.95,1795.25,1947.06
LD00001726,2341.24,1570.95,2781.49
LD00001727,2826.62,2308.49,2266.99
LD00001728,1955.17,1695.85,2195.36
LD00001729,1822.96,1448.02,1992.43
LD00001730,2480.44,1586.71,1448.99
LD00001731,2185.39,2411.92,2776.6
LD00001732,1761.87,1346.36,2414.73
LD00001733,1533.84,1932.2,1488.6
LD00001734,2096.31,1690.65,1452.03
LD00001735,2959.36,1949.79,1461.65
LD00001736,1804.05,1547.47,2339.74
LD00001737,2715.53,2494.59,1461.77
LD00001738,2573.35,2165.28,1801.12
LD00001739,2731.07,1907.97,1922.57
LD00001740,2602.79,1650.82,1643.55
LD00001741,2650.97,1391.92,2341.72
LD00001742,2942.08,1312.38,1754.48
LD00001743,2176.15,1900.98,2352.47
LD00001744,2310.32,2281.62,1623.2
LD00001745,2737.03,1715.26,2552.82
LD00001746,2363.2,1531.13,2170.63
LD00001747,2233.77,1623.13,2571.06
LD00001748,1828.61,1656.47,1971.2
LD00001749,1733.55,2102.13,2454.65
LD00001750,1716.53,1293.87,2730.15
LD00001751,2312.95,1325.56,2540.29
LD00001752,1681.61,1441.43,2486.49
LD00001753,2926.52,1748.49,1900.52
LD00001754,2081.62,1470.98,1999.93
LD00001755,2965.52,1849.99,1892.1
LD00001756,2629.38,2200.72,1991.78
LD00001757,2991.96,1693.96,2747.88
LD00001758,2315.6,1307.85,2413.99
LD00001759,2069.78,1638.6,2245.05
LD00001760,2328.94,2115.25,2031.68
LD00001761,2525.74,1971.46,2345.34
LD00001762,2253.11,1802.13,2375.98
LD00001763,2378.49,2107.68,2087.54
LD00001764,1935.43,1630.84,1553.54
LD00001765,2229.37,1207.4,2486.04
LD00001766,1565.81,1437.48,1876.1
LD00001767,2570.74,2250.94,2727.26
LD00001768,1698.0,2472.44,2247.29
LD00001769,2691.51,1758.97,2391.77
LD00001770,2210.49,1562.57,2180.19
LD00001771,1894.16,2433.26,1900.7
LD00001772,1681.52,1410.59,2198.59
LD00001773,2336.05,1821.24,2759.21
LD00001774,2339.5,1501.92,1606.34
LD00001775,2057.79,1863.25,1417.03
LD00001776,1955.02,2254.9,1847.34
LD00001777,2496.05,1821.76,1699.77
LD00001778,2500.62,2315.2,1603.56
LD00001779,2349.24,1521.19,2454.78
LD00001780,2741.96,1728.31,2453.32
LD00001781,1788.91,2144.44,1923.16
LD00001782,2219.05,2434.2,2113.37
LD00001783,2398.47,1573.92,2482.34
LD00001784,1599.5,1310.3,2648.31
LD00001785,1916.08,1565.08,2310.23
LD00001786,2783.07,1810.89,2082.9
LD00001787,2005.61,2098.85,2765.32
LD00001788,2443.68,2414.41,2624.65
LD00001789,2890.23,1621.41,1735.18
LD00001790,2738.6,1872.97,1976.15
LD00001791,2652.47,2357.72,1594.99
LD00001792,2530.66,1669.93,2159.89
LD00001793,1675.82,2139.57,1808.05
LD00001794,2830.91,2252.45,1925.0
LD00001795,2306.11,1390.24,2248.38
LD00001796,1504.9,1445.61,2707.77
LD00001797,1798.79,1266.29,1998.79
LD00001798,2155.76,1607.08,1595.62
LD00001799,2770.76,1560.56,2167.89
LD00001800,1807.34,2358.71,2193.19
LD00001801,1926.28,1512.88,1708.61
LD00001802,2761.15,1397.21,2175.19
LD00001803,1804.71,2001.19,2736.26
LD00001804,1686.84,1520.05,1968.96
LD00001805,2876.44,1563.31,1404.44
LD00001806,2169.25,1501.83,2586.2
LD00001807,1725.58,2354.55,2590.82
LD00001808,1807.69,2075.3,2011.31
LD00001809,2248.55,2000.33,2573.51
LD00001810,2555.18,1981.24,2378.5
LD00001811,1826.89,1659.25,1783.8
LD00001812,2400.65,1810.63,1433.99
LD00001813,2569.6,1228.44,2200.32
LD00001814,2154.44,1778.93,1993.79
LD00001815,1903.68,2385.08,1763.8
LD00001816,2768.85,2472.91,1910.4
LD00001817,1638.57,2103.91,1470.09
LD00001818,1723.54,1384.12,2010.25
LD00001819,1967.4,1876.66,1724.54
LD00001820,1932.36,1811.32,1992.57
LD00001821,2403.95,1300.16,2481.97
LD00001822,2330.16,1679.61,1650.49
LD00001823,1988.22,1423.33,1781.27
LD00001824,1702.42,1262.85,1618.27
LD00001825,2193.61,1791.43,2394.29
LD00001826,1600.61,1690.65,1400.8
LD00001827,2325.47,2144.11,2644.31
LD00001828,2627.45,1880.51,1970.75
LD00001829,1810.34,1979.74,1914.5
LD00001830,2063.92,1685.71,1840.36
LD00001831,2662.61,2175.45,2029.92
LD00001832,2094.54,1385.01,2660.71
LD00001833,2199.52,1804.77,2635.34
LD00001834,1868.05,1389.2,2296.03
LD00001835,2025.83,2382.21,2641.87
LD00001836,2032.16,1866.33,2067.95
LD00001837,1997.18,1603.44,2109.4
LD00001838,1589.83,1862.36,2282.94
LD00001839,2001.06,1996.8,1885.7
LD00001840,2701.84,1961.31,2636.95
LD00001841,2499.48,1912.39,2448.51
LD00001842,1995.23,2128.55,2424.03
LD00001843,2643.16,1455.23,2263.62
LD00001844,1566.02,1215.75,1586.12
LD00001845,2699.21,2348.12,1997.68
LD00001846,2986.54,1412.41,1452.45
LD00001847,2202.46,2475.56,2694.75
LD00001848,2717.53,1645.56,2419.09
LD00001849,2447.29,1624.49,1617.84
LD00001850,1839.3,1228.89,2076.75
LD00001851,2959.14,2488.71,1471.8
LD00001852,2736.1,1921.52,2582.28
LD00001853,2889.08,2106.6,2108.18
LD00001854,2349.86,1588.81,1739.49
LD00001855,2889.19,1273.97,1968.29
LD00001856,2967.54,1633.92,1918.53
LD00001857,2891.75,1715.25,1699.64
LD00001858,2415.86,1414.36,1622.87
LD00001859,1650.99,1307.0,2432.4
LD00001860,2844.87,2414.69,2511.03
LD00001861,1503.13,1430.84,1586.88
LD00001862,1560.64,2360.74,1862.2
LD00001863,2421.55,2267.86,1669.15
LD00001864,1901.0,1578.86,2571.59
LD00001865,1597.41,1988.02,1763.98
LD00001866,2409.73,2095.74,1444.85
LD00001867,2715.41,1666.38,2112.43
LD00001868,2710.45,1505.66,2778.44
LD00001869,1861.02,1393.34,1617.31
LD00001870,1661.51,1783.6,1609.06
LD00001871,2368.91,2134.23,2009.47
LD00001872,2843.38,2053.04,1909.89
LD00001873,1573.37,2293.46,2525.08
LD00001874,2487.49,1716.74,2392.8
LD00001875,2617.92,2119.6,2321.77
LD00001876,2803.76,1413.43,1750.84
LD00001877,1563.04,1382.44,2117.9
LD00001878,2126.81,2202.12,2284.15
LD00001879,1504.11,1827.64,2554.05
LD00001880,1998.78,2056.27,2431.16
LD00001881,2152.41,2434.76,2520.39
LD00001882,1566.77,1632.39,1970.27
LD00001883,2893.57,2388.34,2252.26
LD00001884,1897.05,2358.97,2593.03
LD00001885,1898.05,1889.97,1456.76
LD00001886,1503.38,1262.09,1506.55
LD00001887,2252.63,2438.38,2512.48
LD00001888,2983.3,1477.44,2325.8
LD00001889,2341.13,1627.16,2163.09
LD00001890,1993.16,1519.28,2071.81
LD00001891,2486.19,2073.35,1981.81
LD00001892,1646.41,2411.26,1833.29
LD00001893,2974.22,2335.19,2594.24
LD00001894,2947.72,1347.38,2031.81
LD00001895,2221.86,1998.68,2499.7
LD00001896,2081.82,1446.09,2722.92
LD00001897,1743.44,1644.73,2130.92
LD00001898,2986.67,2184.51,1891.94
LD00001899,2710.91,2208.62,1963.44
LD00001900,2964.21,2168.05,2568.32
LD00001901,1983.32,1679.53,2659.96
LD00001902,2356.41,1222.26,2330.41
LD00001903,2624.6,1209.67,1841.24
LD00001904,2391.97,1929.84,1563.09
LD00001905,1679.63,2254.08,2500.6
LD00001906,2305.62,1753.33,1454.51
LD00001907,2543.86,2260.4,2798.99
LD00001908,2962.69,1672.92,2097.6
LD00001909,1539.22,1570.7,1658.69
LD00001910,1670.06,2467.03,2475.2
LD00001911,2373.34,1302.49,1468.71
LD00001912,2859.48,2055.27,1540.61
LD00001913,1639.45,1633.25,2437.53
LD00001914,1660.24,1820.07,2056.91
LD00001915,1738.21,2421.55,2653.03
LD00001916,1777.69,2393.61,2380.98
LD00001917,1827.63,2120.61,1637.12
LD00001918,1507.93,1879.87,1782.64
LD00001919,2321.35,1277.18,1695.41
LD00001920,2016.4,1725.88,2227.08
LD00001921,2424.58,2356.44,2389.67
LD00001922,2966.72,1727.21,1667.63
LD00001923,2721.67,1954.27,2754.04
LD00001924,2997.22,2168.34,2423.75
LD00001925,1914.82,1346.4,1403.94
LD00001926,2120.03,1643.76,2025.9
LD00001927,1987.67,1734.46,2323.33
LD00001928,2786.63,1389.69,1944.9
LD00001929,2233.37,1556.07,1468.51
LD00001930,1592.11,2355.62,1483.43
LD00001931,2120.11,2345.7,1596.98
LD00001932,2209.85,2191.42,1491.41
LD00001933,2174.01,2094.96,1785.86
LD00001934,2220.53,1769.57,1586.88
LD00001935,1828.31,2433.07,2113.58
LD00001936,2283.04,2096.88,1780.54
LD00001937,1530.45,1937.3,2638.73
LD00001938,2636.61,2068.98,2178.34
LD00001939,2966.18,1204.38,2742.07
LD00001940,1502.19,1451.44,1551.85
LD00001941,2544.04,1553.52,1679.25
LD00001942,2069.88,2012.0,2646.36
LD00001943,2207.08,1513.52,1866.8
LD00001944,1654.79,2364.7,1723.83
LD00001945,2118.54,2494.74,1501.65
LD00001946,1831.1,1478.89,1919.23
LD00001947,1680.42,1564.53,2224.08
LD00001948,2885.35,1995.31,1530.91
LD00001949,2214.02,1560.21,1633.85
LD00001950,2725.6,1481.27,1976.53
LD00001951,2887.22,1560.97,1997.95
LD00001952,1540.35,1326.76,2278.09
LD00001953,1758.1,1404.04,2432.47
LD00001954,1796.47,1583.5,1485.79
LD00001955,1676.81,2385.91,1685.83
LD00001956,2531.88,2283.71,1622.7
LD00001957,1552.69,1427.62,2580.07
LD00001958,1817.68,1399.86,1551.82
LD00001959,2570.55,2127.84,2637.36
LD00001960,1736.1,2496.38,2145.99
LD00001961,1758.2,2287.7,2023.11
LD00001962,1794.4,1584.19,2481.58
LD00001963,2851.25,1498.66,2380.38
LD00001964,2864.0,1954.86,2432.66
LD00001965,2698.41,1512.63,1471.06
LD00001966,2308.5,1308.64,2135.11
LD00001967,2323.36,2276.54,1461.63
LD00001968,2548.16,1316.2,1606.95
LD00001969,2606.61,1618.4,1630.49
LD00001970,2648.22,2214.06,2485.43
LD00001971,1983.74,2184.83,2531.16
LD00001972,2221.17,2246.99,2014.57
LD00001973,2681.2,2173.01,2246.82
LD00001974,2068.57,1349.7,2679.96
LD00001975,1738.91,1909.51,1607.12
LD00001976,2236.71,2383.33,1507.25
LD00001977,2069.17,1252.5,2008.57
LD00001978,2493.06,2351.53,1929.05
LD00001979,2585.85,1557.6,1609.94
LD00001980,2119.46,2237.01,2116.36
LD00001981,1965.19,1421.31,2207.56
LD00001982,1579.56,1470.29,1974.26
LD00001983,2679.78,1222.09,2274.16
LD00001984,1596.77,1548.15,1465.78
LD00001985,2835.31,2389.81,2433.91
LD00001986,2321.22,1815.73,2632.64
LD00001987,2577.27,1443.99,2306.84
LD00001988,2509.5,1383.95,1960.12
LD00001989,2111.46,1406.17,1739.8
LD00001990,2583.37,2298.55,2003.24
LD00001991,2192.95,1253.01,1946.26
LD00001992,2919.21,1685.76,1806.86
LD00001993,2104.92,1497.8,2346.05
LD00001994,1940.75,2446.98,2676.01
LD00001995,2204.75,1600.05,2508.93
LD00001996,2658.06,2150.01,1915.72
LD00001997,2745.62,1558.06,2415.69
LD00001998,2510.52,1641.91,1805.57
LD00001999,1858.23,2391.43,1692.51
LD00002000,2742.79,1535.03,1841.1
LD00002001,2592.68,2248.72,2528.33
LD00002002,2289.32,2137.63,2502.32
