job_id,job_registration_datetime,contact_center_agent_id,mode_of_contact
JOB00004690,2026-07-12 09:00:00,CCA148,Email
JOB00004691,2026-07-14 09:00:00,CCA116,Call
JOB00004692,2026-07-14 09:00:00,CCA119,Visit
JOB00004693,2026-07-09 09:00:00,CCA125,Visit
JOB00004694,2026-07-10 09:00:00,CCA149,App
JOB00004695,2026-07-12 09:00:00,CCA135,Call
JOB00004696,2026-07-14 09:00:00,CCA147,App
JOB00004697,2026-07-09 09:00:00,CCA146,Call
JOB00004698,2026-07-13 09:00:00,CCA130,Call
JOB00004699,2026-07-10 09:00:00,CCA117,Visit
JOB00004700,2026-07-15 09:00:00,CCA127,Visit
JOB00004701,2026-07-12 09:00:00,CCA146,Visit
JOB00004702,2026-07-12 09:00:00,CCA134,Call
JOB00004703,2026-07-09 09:00:00,CCA104,Email
JOB00004704,2026-07-10 09:00:00,CCA104,Visit
JOB00004705,2026-07-11 09:00:00,CCA130,Call
JOB00004706,2026-07-15 09:00:00,CCA147,Visit
JOB00004707,2026-07-12 09:00:00,CCA104,Call
JOB00004708,2026-07-14 09:00:00,CCA129,App
JOB00004709,2026-07-10 09:00:00,CCA128,Visit
JOB00004710,2026-07-11 09:00:00,CCA134,App
JOB00004711,2026-07-15 09:00:00,CCA146,Email
JOB00004712,2026-07-11 09:00:00,CCA117,Email
JOB00004713,2026-07-11 09:00:00,CCA119,App
JOB00004714,2026-07-10 09:00:00,CCA141,Call
JOB00004715,2026-07-15 09:00:00,CCA132,Email
JOB00004716,2026-07-13 09:00:00,CCA125,App
JOB00004717,2026-07-10 09:00:00,CCA140,Call
JOB00004718,2026-07-09 09:00:00,CCA141,Email
JOB00004719,2026-07-10 09:00:00,CCA112,Call
JOB00004720,2026-07-09 09:00:00,CCA135,Email
JOB00004721,2026-07-12 09:00:00,CCA147,Call
JOB00004722,2026-07-12 09:00:00,CCA127,Call
JOB00004723,2026-07-13 09:00:00,CCA103,Email
JOB00004724,2026-07-09 09:00:00,CCA143,Call
JOB00004725,2026-07-15 09:00:00,CCA108,Email
JOB00004726,2026-07-11 09:00:00,CCA145,Visit
JOB00004727,2026-07-13 09:00:00,CCA150,Visit
JOB00004728,2026-07-12 09:00:00,CCA129,Visit
JOB00004729,2026-07-11 09:00:00,CCA124,Call
JOB00004730,2026-07-15 09:00:00,CCA129,Visit
JOB00004731,2026-07-15 09:00:00,CCA112,Call
JOB00004732,2026-07-11 09:00:00,CCA112,Call
JOB00004733,2026-07-13 09:00:00,CCA112,App
JOB00004734,2026-07-10 09:00:00,CCA137,Visit
JOB00004735,2026-07-13 09:00:00,CCA100,Email
JOB00004736,2026-07-11 09:00:00,CCA141,Visit
JOB00004737,2026-07-09 09:00:00,CCA133,Visit
JOB00004738,2026-07-11 09:00:00,CCA107,Call
JOB00004739,2026-07-12 09:00:00,CCA131,App
JOB00004740,2026-07-11 09:00:00,CCA111,App
JOB00004741,2026-07-10 09:00:00,CCA144,App
JOB00004742,2026-07-13 09:00:00,CCA113,Visit
JOB00004743,2026-07-14 09:00:00,CCA141,Visit
JOB00004744,2026-07-14 09:00:00,CCA140,App
JOB00004745,2026-07-15 09:00:00,CCA149,Call
JOB00004746,2026-07-13 09:00:00,CCA123,Email
JOB00004747,2026-07-10 09:00:00,CCA137,Visit
JOB00004748,2026-07-11 09:00:00,CCA132,Visit
JOB00004749,2026-07-09 09:00:00,CCA105,Visit
JOB00004750,2026-07-12 09:00:00,CCA104,App
JOB00004751,2026-07-09 09:00:00,CCA115,Visit
JOB00004752,2026-07-13 09:00:00,CCA104,App
JOB00004753,2026-07-15 09:00:00,CCA129,App
JOB00004754,2026-07-09 09:00:00,CCA132,App
JOB00004755,2026-07-11 09:00:00,CCA100,App
JOB00004756,2026-07-10 09:00:00,CCA144,Email
JOB00004757,2026-07-13 09:00:00,CCA104,Call
JOB00004758,2026-07-11 09:00:00,CCA101,Visit
JOB00004759,2026-07-13 09:00:00,CCA126,App
JOB00004760,2026-07-13 09:00:00,CCA111,Visit
JOB00004761,2026-07-12 09:00:00,CCA140,Visit
JOB00004762,2026-07-13 09:00:00,CCA134,Email
JOB00004763,2026-07-14 09:00:00,CCA114,Call
JOB00004764,2026-07-15 09:00:00,CCA109,Visit
JOB00004765,2026-07-15 09:00:00,CCA141,Call
JOB00004766,2026-07-11 09:00:00,CCA136,Email
JOB00004767,2026-07-10 09:00:00,CCA120,Visit
JOB00004768,2026-07-15 09:00:00,CCA137,Visit
JOB00004769,2026-07-10 09:00:00,CCA102,App
JOB00004770,2026-07-10 09:00:00,CCA119,App
JOB00004771,2026-07-09 09:00:00,CCA105,Email
JOB00004772,2026-07-12 09:00:00,CCA150,Visit
JOB00004773,2026-07-10 09:00:00,CCA144,App
JOB00004774,2026-07-12 09:00:00,CCA101,Call
JOB00004775,2026-07-14 09:00:00,CCA117,App
JOB00004776,2026-07-12 09:00:00,CCA105,Email
JOB00004777,2026-07-14 09:00:00,CCA109,Call
JOB00004778,2026-07-11 09:00:00,CCA128,Call
JOB00004779,2026-07-15 09:00:00,CCA102,Visit
JOB00004780,2026-07-15 09:00:00,CCA108,Email
JOB00004781,2026-07-13 09:00:00,CCA119,Email
JOB00004782,2026-07-12 09:00:00,CCA113,App
JOB00004783,2026-07-13 09:00:00,CCA135,App
JOB00004784,2026-07-14 09:00:00,CCA130,Visit
JOB00004785,2026-07-15 09:00:00,CCA128,App
JOB00004786,2026-07-12 09:00:00,CCA145,App
JOB00004787,2026-07-15 09:00:00,CCA139,Email
JOB00004788,2026-07-14 09:00:00,CCA145,Visit
JOB00004789,2026-07-12 09:00:00,CCA136,Call
JOB00004790,2026-07-12 09:00:00,CCA149,App
JOB00004791,2026-07-11 09:00:00,CCA144,App
JOB00004792,2026-07-13 09:00:00,CCA116,Visit
JOB00004793,2026-07-12 09:00:00,CCA145,Visit
JOB00004794,2026-07-14 09:00:00,CCA130,Email
JOB00004795,2026-07-12 09:00:00,CCA132,Email
JOB00004796,2026-07-11 09:00:00,CCA121,App
JOB00004797,2026-07-12 09:00:00,CCA145,App
JOB00004798,2026-07-13 09:00:00,CCA136,Visit
JOB00004799,2026-07-14 09:00:00,CCA117,Email
JOB00004800,2026-07-13 09:00:00,CCA126,Call
JOB00004801,2026-07-13 09:00:00,CCA132,Visit
JOB00004802,2026-07-12 09:00:00,CCA119,Visit
JOB00004803,2026-07-10 09:00:00,CCA124,Call
JOB00004804,2026-07-11 09:00:00,CCA117,Email
JOB00004805,2026-07-11 09:00:00,CCA111,Email
JOB00004806,2026-07-15 09:00:00,CCA131,Call
JOB00004807,2026-07-10 09:00:00,CCA130,Visit
JOB00004808,2026-07-13 09:00:00,CCA150,Call
JOB00004809,2026-07-12 09:00:00,CCA146,Call
JOB00004810,2026-07-10 09:00:00,CCA146,App
JOB00004811,2026-07-10 09:00:00,CCA137,Email
JOB00004812,2026-07-09 09:00:00,CCA150,Call
JOB00004813,2026-07-11 09:00:00,CCA131,Email
JOB00004814,2026-07-09 09:00:00,CCA110,App
JOB00004815,2026-07-13 09:00:00,CCA100,App
JOB00004816,2026-07-11 09:00:00,CCA107,Call
JOB00004817,2026-07-13 09:00:00,CCA149,Call
JOB00004818,2026-07-13 09:00:00,CCA129,Call
JOB00004819,2026-07-15 09:00:00,CCA146,Visit
JOB00004820,2026-07-13 09:00:00,CCA143,Call
JOB00004821,2026-07-10 09:00:00,CCA139,Email
JOB00004822,2026-07-09 09:00:00,CCA143,App
JOB00004823,2026-07-15 09:00:00,CCA137,Email
JOB00004824,2026-07-10 09:00:00,CCA102,Call
JOB00004825,2026-07-12 09:00:00,CCA128,Email
JOB00004826,2026-07-11 09:00:00,CCA130,Email
JOB00004827,2026-07-13 09:00:00,CCA113,Visit
JOB00004828,2026-07-13 09:00:00,CCA100,App
JOB00004829,2026-07-14 09:00:00,CCA148,Call
JOB00004830,2026-07-15 09:00:00,CCA125,Call
JOB00004831,2026-07-15 09:00:00,CCA120,App
JOB00004832,2026-07-10 09:00:00,CCA145,Email
JOB00004833,2026-07-09 09:00:00,CCA136,App
JOB00004834,2026-07-09 09:00:00,CCA147,App
JOB00004835,2026-07-12 09:00:00,CCA126,Call
JOB00004836,2026-07-14 09:00:00,CCA112,Call
JOB00004837,2026-07-12 09:00:00,CCA125,Call
JOB00004838,2026-07-15 09:00:00,CCA110,Email
JOB00004839,2026-07-11 09:00:00,CCA123,App
JOB00004840,2026-07-13 09:00:00,CCA144,Call
JOB00004841,2026-07-13 09:00:00,CCA118,Visit
JOB00004842,2026-07-10 09:00:00,CCA124,App
JOB00004843,2026-07-11 09:00:00,CCA121,Email
JOB00004844,2026-07-11 09:00:00,CCA150,Call
JOB00004845,2026-07-12 09:00:00,CCA112,Email
JOB00004846,2026-07-15 09:00:00,CCA126,Call
JOB00004847,2026-07-11 09:00:00,CCA115,Visit
JOB00004848,2026-07-15 09:00:00,CCA119,App
JOB00004849,2026-07-13 09:00:00,CCA124,Call
JOB00004850,2026-07-13 09:00:00,CCA150,Call
JOB00004851,2026-07-13 09:00:00,CCA148,Email
JOB00004852,2026-07-13 09:00:00,CCA102,Email
JOB00004853,2026-07-09 09:00:00,CCA140,Call
JOB00004854,2026-07-10 09:00:00,CCA114,Email
JOB00004855,2026-07-13 09:00:00,CCA116,Email
JOB00004856,2026-07-09 09:00:00,CCA147,App
JOB00004857,2026-07-09 09:00:00,CCA115,App
JOB00004858,2026-07-13 09:00:00,CCA110,Visit
JOB00004859,2026-07-14 09:00:00,CCA138,Visit
JOB00004860,2026-07-09 09:00:00,CCA141,Email
JOB00004861,2026-07-11 09:00:00,CCA104,Visit
JOB00004862,2026-07-09 09:00:00,CCA117,Email
JOB00004863,2026-07-11 09:00:00,CCA138,Call
JOB00004864,2026-07-09 09:00:00,CCA111,Email
JOB00004865,2026-07-12 09:00:00,CCA150,App
JOB00004866,2026-07-10 09:00:00,CCA103,App
JOB00004867,2026-07-14 09:00:00,CCA126,Email
JOB00004868,2026-07-12 09:00:00,CCA112,App
JOB00004869,2026-07-14 09:00:00,CCA141,Email
JOB00004870,2026-07-09 09:00:00,CCA118,Call
JOB00004871,2026-07-10 09:00:00,CCA131,App
JOB00004872,2026-07-12 09:00:00,CCA131,Email
JOB00004873,2026-07-15 09:00:00,CCA142,Visit
JOB00004874,2026-07-14 09:00:00,CCA146,Visit
JOB00004875,2026-07-11 09:00:00,CCA124,App
JOB00004876,2026-07-10 09:00:00,CCA105,App
JOB00004877,2026-07-12 09:00:00,CCA121,App
JOB00004878,2026-07-13 09:00:00,CCA108,Call
JOB00004879,2026-07-15 09:00:00,CCA119,Email
JOB00004880,2026-07-11 09:00:00,CCA101,Visit
JOB00004881,2026-07-13 09:00:00,CCA139,Email
JOB00004882,2026-07-11 09:00:00,CCA135,Visit
JOB00004883,2026-07-12 09:00:00,CCA128,App
JOB00004884,2026-07-13 09:00:00,CCA107,Visit
JOB00004885,2026-07-14 09:00:00,CCA124,App
JOB00004886,2026-07-11 09:00:00,CCA133,App
JOB00004887,2026-07-15 09:00:00,CCA138,App
JOB00004888,2026-07-13 09:00:00,CCA133,App
JOB00004889,2026-07-13 09:00:00,CCA114,Call
JOB00004890,2026-07-11 09:00:00,CCA134,Visit
JOB00004891,2026-07-11 09:00:00,CCA102,Email
JOB00004892,2026-07-13 09:00:00,CCA143,Email
JOB00004893,2026-07-15 09:00:00,CCA116,App
JOB00004894,2026-07-11 09:00:00,CCA129,Call
JOB00004895,2026-07-12 09:00:00,CCA123,Email
JOB00004896,2026-07-11 09:00:00,CCA146,Visit
JOB00004897,2026-07-12 09:00:00,CCA126,Call
JOB00004898,2026-07-09 09:00:00,CCA121,Email
JOB00004899,2026-07-12 09:00:00,CCA110,App
JOB00004900,2026-07-11 09:00:00,CCA129,Email
JOB00004901,2026-07-09 09:00:00,CCA115,Call
JOB00004902,2026-07-11 09:00:00,CCA100,Visit
JOB00004903,2026-07-12 09:00:00,CCA110,Call
JOB00004904,2026-07-10 09:00:00,CCA126,Call
JOB00004905,2026-07-14 09:00:00,CCA135,Email
JOB00004906,2026-07-13 09:00:00,CCA130,App
JOB00004907,2026-07-09 09:00:00,CCA130,Email
JOB00004908,2026-07-09 09:00:00,CCA112,Visit
JOB00004909,2026-07-15 09:00:00,CCA140,Visit
JOB00004910,2026-07-11 09:00:00,CCA128,App
JOB00004911,2026-07-14 09:00:00,CCA149,App
JOB00004912,2026-07-15 09:00:00,CCA105,App
JOB00004913,2026-07-15 09:00:00,CCA104,App
JOB00004914,2026-07-10 09:00:00,CCA126,App
JOB00004915,2026-07-14 09:00:00,CCA126,Call
JOB00004916,2026-07-12 09:00:00,CCA150,Visit
JOB00004917,2026-07-15 09:00:00,CCA125,Visit
JOB00004918,2026-07-15 09:00:00,CCA107,Visit
JOB00004919,2026-07-09 09:00:00,CCA109,App
JOB00004920,2026-07-10 09:00:00,CCA143,App
JOB00004921,2026-07-11 09:00:00,CCA139,Email
JOB00004922,2026-07-12 09:00:00,CCA123,Email
JOB00004923,2026-07-13 09:00:00,CCA128,Call
JOB00004924,2026-07-15 09:00:00,CCA114,App
JOB00004925,2026-07-11 09:00:00,CCA115,Email
JOB00004926,2026-07-13 09:00:00,CCA121,Email
JOB00004927,2026-07-09 09:00:00,CCA106,App
JOB00004928,2026-07-12 09:00:00,CCA103,Call
JOB00004929,2026-07-15 09:00:00,CCA144,Visit
JOB00004930,2026-07-15 09:00:00,CCA139,Visit
JOB00004931,2026-07-11 09:00:00,CCA110,Call
JOB00004932,2026-07-09 09:00:00,CCA137,Visit
JOB00004933,2026-07-15 09:00:00,CCA122,Visit
JOB00004934,2026-07-15 09:00:00,CCA120,Call
JOB00004935,2026-07-11 09:00:00,CCA122,App
JOB00004936,2026-07-13 09:00:00,CCA139,App
JOB00004937,2026-07-13 09:00:00,CCA102,Call
JOB00004938,2026-07-13 09:00:00,CCA113,Visit
JOB00004939,2026-07-09 09:00:00,CCA108,Email
JOB00004940,2026-07-09 09:00:00,CCA107,Email
JOB00004941,2026-07-14 09:00:00,CCA120,Email
JOB00004942,2026-07-14 09:00:00,CCA129,App
JOB00004943,2026-07-13 09:00:00,CCA105,Visit
JOB00004944,2026-07-12 09:00:00,CCA146,Visit
JOB00004945,2026-07-15 09:00:00,CCA114,Visit
JOB00004946,2026-07-15 09:00:00,CCA127,Email
JOB00004947,2026-07-10 09:00:00,CCA105,Email
JOB00004948,2026-07-11 09:00:00,CCA128,App
JOB00004949,2026-07-12 09:00:00,CCA126,Visit
JOB00004950,2026-07-13 09:00:00,CCA149,Email
JOB00004951,2026-07-09 09:00:00,CCA126,Email
JOB00004952,2026-07-09 09:00:00,CCA113,Call
JOB00004953,2026-07-13 09:00:00,CCA104,App
JOB00004954,2026-07-10 09:00:00,CCA111,App
JOB00004955,2026-07-11 09:00:00,CCA113,Email
JOB00004956,2026-07-14 09:00:00,CCA123,Email
JOB00004957,2026-07-11 09:00:00,CCA147,Call
JOB00004958,2026-07-10 09:00:00,CCA103,Visit
JOB00004959,2026-07-15 09:00:00,CCA117,App
JOB00004960,2026-07-12 09:00:00,CCA111,App
JOB00004961,2026-07-11 09:00:00,CCA143,Call
JOB00004962,2026-07-09 09:00:00,CCA148,Visit
JOB00004963,2026-07-14 09:00:00,CCA138,Call
JOB00004964,2026-07-11 09:00:00,CCA113,Email
JOB00004965,2026-07-10 09:00:00,CCA140,Email
JOB00004966,2026-07-15 09:00:00,CCA121,App
JOB00004967,2026-07-10 09:00:00,CCA142,App
JOB00004968,2026-07-15 09:00:00,CCA141,Call
JOB00004969,2026-07-12 09:00:00,CCA132,Call
JOB00004970,2026-07-15 09:00:00,CCA150,Email
JOB00004971,2026-07-14 09:00:00,CCA150,Email
JOB00004972,2026-07-15 09:00:00,CCA115,Email
JOB00004973,2026-07-15 09:00:00,CCA129,Email
JOB00004974,2026-07-13 09:00:00,CCA132,Email
JOB00004975,2026-07-09 09:00:00,CCA144,Visit
JOB00004976,2026-07-14 09:00:00,CCA103,Email
JOB00004977,2026-07-14 09:00:00,CCA149,Email
JOB00004978,2026-07-12 09:00:00,CCA122,Call
JOB00004979,2026-07-10 09:00:00,CCA125,Call
JOB00004980,2026-07-14 09:00:00,CCA141,App
JOB00004981,2026-07-09 09:00:00,CCA139,Email
JOB00004982,2026-07-15 09:00:00,CCA129,Visit
JOB00004983,2026-07-14 09:00:00,CCA109,Email
JOB00004984,2026-07-10 09:00:00,CCA114,Call
JOB00004985,2026-07-11 09:00:00,CCA117,App
JOB00004986,2026-07-11 09:00:00,CCA148,Email
JOB00004987,2026-07-11 09:00:00,CCA135,Call
JOB00004988,2026-07-14 09:00:00,CCA116,Call
JOB00004989,2026-07-09 09:00:00,CCA110,Visit
JOB00004990,2026-07-09 09:00:00,CCA122,Call
JOB00004991,2026-07-12 09:00:00,CCA131,Visit
JOB00004992,2026-07-09 09:00:00,CCA143,Visit
JOB00004993,2026-07-13 09:00:00,CCA102,Visit
JOB00004994,2026-07-15 09:00:00,CCA140,Visit
JOB00004995,2026-07-10 09:00:00,CCA139,Visit
JOB00004996,2026-07-12 09:00:00,CCA101,Email
JOB00004997,2026-07-14 09:00:00,CCA149,Email
JOB00004998,2026-07-14 09:00:00,CCA146,App
JOB00004999,2026-07-15 09:00:00,CCA132,Email
JOB00005000,2026-07-13 09:00:00,CCA123,App
JOB00005001,2026-07-15 09:00:00,CCA146,App
JOB00005002,2026-07-13 09:00:00,CCA114,Visit
JOB00005003,2026-07-13 09:00:00,CCA138,Email
JOB00005004,2026-07-10 09:00:00,CCA101,Email
JOB00005005,2026-07-09 09:00:00,CCA132,Email
JOB00005006,2026-07-15 09:00:00,CCA135,App
JOB00005007,2026-07-13 09:00:00,CCA150,Call
JOB00005008,2026-07-14 09:00:00,CCA121,App
JOB00005009,2026-07-10 09:00:00,CCA132,Visit
JOB00005010,2026-07-13 09:00:00,CCA133,Visit
JOB00005011,2026-07-09 09:00:00,CCA104,App
JOB00005012,2026-07-15 09:00:00,CCA140,Email
JOB00005013,2026-07-12 09:00:00,CCA144,Call
JOB00005014,2026-07-15 09:00:00,CCA148,Email
JOB00005015,2026-07-11 09:00:00,CCA110,Email
JOB00005016,2026-07-14 09:00:00,CCA124,App
JOB00005017,2026-07-09 09:00:00,CCA110,App
JOB00005018,2026-07-09 09:00:00,CCA140,App
JOB00005019,2026-07-11 09:00:00,CCA128,Email
JOB00005020,2026-07-09 09:00:00,CCA135,Call
JOB00005021,2026-07-14 09:00:00,CCA102,App
JOB00005022,2026-07-11 09:00:00,CCA108,Call
JOB00005023,2026-07-11 09:00:00,CCA150,Call
JOB00005024,2026-07-12 09:00:00,CCA113,Call
JOB00005025,2026-07-14 09:00:00,CCA116,Email
JOB00005026,2026-07-12 09:00:00,CCA112,Visit
JOB00005027,2026-07-09 09:00:00,CCA119,Email
JOB00005028,2026-07-15 09:00:00,CCA100,App
JOB00005029,2026-07-10 09:00:00,CCA106,App
JOB00005030,2026-07-09 09:00:00,CCA141,Call
JOB00005031,2026-07-09 09:00:00,CCA111,Call
JOB00005032,2026-07-15 09:00:00,CCA148,App
JOB00005033,2026-07-12 09:00:00,CCA139,Call
JOB00005034,2026-07-14 09:00:00,CCA139,Email
JOB00005035,2026-07-10 09:00:00,CCA105,App
JOB00005036,2026-07-12 09:00:00,CCA126,Email
JOB00005037,2026-07-12 09:00:00,CCA101,App
JOB00005038,2026-07-14 09:00:00,CCA114,Email
JOB00005039,2026-07-10 09:00:00,CCA121,App
JOB00005040,2026-07-11 09:00:00,CCA144,Call
JOB00005041,2026-07-13 09:00:00,CCA106,Visit
JOB00005042,2026-07-09 09:00:00,CCA100,Call
JOB00005043,2026-07-14 09:00:00,CCA105,Visit
JOB00005044,2026-07-10 09:00:00,CCA121,Visit
JOB00005045,2026-07-13 09:00:00,CCA103,App
JOB00005046,2026-07-11 09:00:00,CCA147,App
JOB00005047,2026-07-12 09:00:00,CCA144,Email
JOB00005048,2026-07-10 09:00:00,CCA135,App
JOB00005049,2026-07-09 09:00:00,CCA109,Visit
JOB00005050,2026-07-09 09:00:00,CCA131,Visit
JOB00005051,2026-07-10 09:00:00,CCA119,App
JOB00005052,2026-07-15 09:00:00,CCA116,Email
JOB00005053,2026-07-12 09:00:00,CCA102,App
JOB00005054,2026-07-09 09:00:00,CCA103,App
JOB00005055,2026-07-12 09:00:00,CCA115,App
JOB00005056,2026-07-12 09:00:00,CCA134,Visit
JOB00005057,2026-07-09 09:00:00,CCA107,Call
JOB00005058,2026-07-09 09:00:00,CCA129,Visit
JOB00005059,2026-07-15 09:00:00,CCA101,Email
JOB00005060,2026-07-12 09:00:00,CCA134,Call
JOB00005061,2026-07-14 09:00:00,CCA141,Call
JOB00005062,2026-07-12 09:00:00,CCA147,Email
JOB00005063,2026-07-15 09:00:00,CCA117,App
JOB00005064,2026-07-14 09:00:00,CCA127,Email
JOB00005065,2026-07-13 09:00:00,CCA123,App
JOB00005066,2026-07-15 09:00:00,CCA128,Call
JOB00005067,2026-07-10 09:00:00,CCA114,App
JOB00005068,2026-07-14 09:00:00,CCA146,Email
JOB00005069,2026-07-14 09:00:00,CCA148,Email
JOB00005070,2026-07-15 09:00:00,CCA138,Call
JOB00005071,2026-07-15 09:00:00,CCA137,Visit
JOB00005072,2026-07-14 09:00:00,CCA133,Email
JOB00005073,2026-07-13 09:00:00,CCA125,Email
JOB00005074,2026-07-10 09:00:00,CCA149,Call
JOB00005075,2026-07-13 09:00:00,CCA118,Email
JOB00005076,2026-07-15 09:00:00,CCA112,Email
JOB00005077,2026-07-10 09:00:00,CCA116,Visit
JOB00005078,2026-07-09 09:00:00,CCA102,Call
JOB00005079,2026-07-09 09:00:00,CCA125,App
JOB00005080,2026-07-11 09:00:00,CCA116,App
JOB00005081,2026-07-11 09:00:00,CCA145,App
JOB00005082,2026-07-15 09:00:00,CCA150,Call
JOB00005083,2026-07-12 09:00:00,CCA133,Visit
JOB00005084,2026-07-11 09:00:00,CCA106,App
JOB00005085,2026-07-15 09:00:00,CCA140,Visit
JOB00005086,2026-07-09 09:00:00,CCA122,Visit
JOB00005087,2026-07-09 09:00:00,CCA111,App
JOB00005088,2026-07-10 09:00:00,CCA115,Call
JOB00005089,2026-07-13 09:00:00,CCA150,Email
JOB00005090,2026-07-13 09:00:00,CCA140,Call
JOB00005091,2026-07-13 09:00:00,CCA132,App
JOB00005092,2026-07-14 09:00:00,CCA106,Visit
JOB00005093,2026-07-15 09:00:00,CCA132,Call
JOB00005094,2026-07-11 09:00:00,CCA144,Visit
JOB00005095,2026-07-09 09:00:00,CCA120,App
JOB00005096,2026-07-12 09:00:00,CCA105,Call
JOB00005097,2026-07-10 09:00:00,CCA106,App
JOB00005098,2026-07-13 09:00:00,CCA100,Call
JOB00005099,2026-07-15 09:00:00,CCA129,App
JOB00005100,2026-07-12 09:00:00,CCA123,Visit
JOB00005101,2026-07-09 09:00:00,CCA109,App
JOB00005102,2026-07-12 09:00:00,CCA141,App
JOB00005103,2026-07-09 09:00:00,CCA100,App
JOB00005104,2026-07-15 09:00:00,CCA125,App
JOB00005105,2026-07-13 09:00:00,CCA127,Email
JOB00005106,2026-07-12 09:00:00,CCA119,Call
JOB00005107,2026-07-11 09:00:00,CCA115,Email
JOB00005108,2026-07-15 09:00:00,CCA119,App
JOB00005109,2026-07-13 09:00:00,CCA121,Visit
JOB00005110,2026-07-14 09:00:00,CCA118,Visit
JOB00005111,2026-07-11 09:00:00,CCA120,App
JOB00005112,2026-07-12 09:00:00,CCA134,App
JOB00005113,2026-07-14 09:00:00,CCA148,Visit
JOB00005114,2026-07-14 09:00:00,CCA123,Call
JOB00005115,2026-07-12 09:00:00,CCA124,Call
JOB00005116,2026-07-10 09:00:00,CCA110,Visit
JOB00005117,2026-07-14 09:00:00,CCA147,Call
JOB00005118,2026-07-09 09:00:00,CCA143,Call
JOB00005119,2026-07-13 09:00:00,CCA145,Call
JOB00005120,2026-07-14 09:00:00,CCA150,Call
JOB00005121,2026-07-11 09:00:00,CCA149,Call
JOB00005122,2026-07-13 09:00:00,CCA124,Visit
JOB00005123,2026-07-10 09:00:00,CCA103,Email
JOB00005124,2026-07-12 09:00:00,CCA109,Email
JOB00005125,2026-07-14 09:00:00,CCA126,Call
JOB00005126,2026-07-14 09:00:00,CCA123,Email
JOB00005127,2026-07-14 09:00:00,CCA140,Visit
JOB00005128,2026-07-10 09:00:00,CCA149,Email
JOB00005129,2026-07-09 09:00:00,CCA108,Call
JOB00005130,2026-07-12 09:00:00,CCA135,Call
JOB00005131,2026-07-11 09:00:00,CCA144,App
JOB00005132,2026-07-12 09:00:00,CCA142,Visit
JOB00005133,2026-07-09 09:00:00,CCA134,Call
JOB00005134,2026-07-11 09:00:00,CCA140,Visit
JOB00005135,2026-07-11 09:00:00,CCA117,Visit
JOB00005136,2026-07-12 09:00:00,CCA120,App
JOB00005137,2026-07-13 09:00:00,CCA144,App
JOB00005138,2026-07-12 09:00:00,CCA140,Visit
JOB00005139,2026-07-11 09:00:00,CCA109,Email
JOB00005140,2026-07-14 09:00:00,CCA106,App
JOB00005141,2026-07-12 09:00:00,CCA109,Call
JOB00005142,2026-07-15 09:00:00,CCA131,Email
JOB00005143,2026-07-10 09:00:00,CCA139,App
JOB00005144,2026-07-11 09:00:00,CCA119,Visit
JOB00005145,2026-07-13 09:00:00,CCA112,Visit
JOB00005146,2026-07-12 09:00:00,CCA115,Email
JOB00005147,2026-07-13 09:00:00,CCA101,Visit
JOB00005148,2026-07-13 09:00:00,CCA106,App
JOB00005149,2026-07-14 09:00:00,CCA135,Call
JOB00005150,2026-07-13 09:00:00,CCA122,Email
JOB00005151,2026-07-13 09:00:00,CCA124,Visit
JOB00005152,2026-07-12 09:00:00,CCA113,Visit
JOB00005153,2026-07-09 09:00:00,CCA121,Call
JOB00005154,2026-07-10 09:00:00,CCA149,App
JOB00005155,2026-07-12 09:00:00,CCA114,Email
JOB00005156,2026-07-09 09:00:00,CCA106,App
JOB00005157,2026-07-15 09:00:00,CCA116,Email
JOB00005158,2026-07-12 09:00:00,CCA121,Visit
JOB00005159,2026-07-15 09:00:00,CCA119,App
JOB00005160,2026-07-15 09:00:00,CCA125,Email
JOB00005161,2026-07-15 09:00:00,CCA126,Visit
JOB00005162,2026-07-09 09:00:00,CCA123,Call
JOB00005163,2026-07-12 09:00:00,CCA115,Email
JOB00005164,2026-07-14 09:00:00,CCA109,Email
JOB00005165,2026-07-11 09:00:00,CCA141,App
JOB00005166,2026-07-09 09:00:00,CCA140,Email
JOB00005167,2026-07-09 09:00:00,CCA101,Email
JOB00005168,2026-07-15 09:00:00,CCA116,Email
JOB00005169,2026-07-14 09:00:00,CCA102,App
JOB00005170,2026-07-12 09:00:00,CCA119,App
JOB00005171,2026-07-13 09:00:00,CCA107,Visit
JOB00005172,2026-07-13 09:00:00,CCA115,Call
JOB00005173,2026-07-10 09:00:00,CCA127,Call
JOB00005174,2026-07-12 09:00:00,CCA149,Visit
JOB00005175,2026-07-10 09:00:00,CCA138,Email
JOB00005176,2026-07-13 09:00:00,CCA140,Visit
JOB00005177,2026-07-11 09:00:00,CCA108,Email
JOB00005178,2026-07-15 09:00:00,CCA134,Call
JOB00005179,2026-07-12 09:00:00,CCA142,Visit
JOB00005180,2026-07-11 09:00:00,CCA119,Call
JOB00005181,2026-07-12 09:00:00,CCA144,Email
JOB00005182,2026-07-11 09:00:00,CCA106,Email
JOB00005183,2026-07-09 09:00:00,CCA141,Call
JOB00005184,2026-07-09 09:00:00,CCA106,Email
JOB00005185,2026-07-14 09:00:00,CCA114,Call
JOB00005186,2026-07-14 09:00:00,CCA136,Visit
JOB00005187,2026-07-15 09:00:00,CCA133,Email
JOB00005188,2026-07-11 09:00:00,CCA145,Call
